sample,cell_barcode,clone_id
RA15_06-3_1,cell_148,1
RA15_06-3_1,cell_250,1
RA15_06-3_1,cell_400,1
RA15_06-10_1_3rd,cell_189,1
RA15_06-10_1_3rd,cell_25,1
RA15_06-10_1_3rd,cell_263,1
RA15_06-14_1,cell_1,1
RA15_06-14_1,cell_10,1
RA15_06-14_1,cell_1000,1
RA15_06-14_1,cell_1002,1
RA15_06-14_1,cell_1003,1
RA15_06-14_1,cell_1006,1
RA15_06-14_1,cell_1007,1
RA15_06-14_1,cell_1014,1
RA15_06-14_1,cell_1015,1
RA15_06-14_1,cell_1016,1
RA15_06-14_1,cell_1017,1
RA15_06-14_1,cell_1018,1
RA15_06-14_1,cell_1019,1
RA15_06-14_1,cell_102,1
RA15_06-14_1,cell_1020,1
RA15_06-14_1,cell_1021,1
RA15_06-14_1,cell_1022,1
RA15_06-14_1,cell_1023,1
RA15_06-14_1,cell_1024,1
RA15_06-14_1,cell_1025,1
RA15_06-14_1,cell_1027,1
RA15_06-14_1,cell_1028,1
RA15_06-14_1,cell_1030,1
RA15_06-14_1,cell_1031,1
RA15_06-14_1,cell_1033,1
RA15_06-14_1,cell_1034,1
RA15_06-14_1,cell_1035,1
RA15_06-14_1,cell_1036,1
RA15_06-14_1,cell_1037,1
RA15_06-14_1,cell_1038,1
RA15_06-14_1,cell_1039,1
RA15_06-14_1,cell_1040,1
RA15_06-14_1,cell_1042,1
RA15_06-14_1,cell_1043,1
RA15_06-14_1,cell_1049,1
RA15_06-14_1,cell_105,1
RA15_06-14_1,cell_1050,1
RA15_06-14_1,cell_1051,1
RA15_06-14_1,cell_1052,1
RA15_06-14_1,cell_1053,1
RA15_06-14_1,cell_1054,1
RA15_06-14_1,cell_1057,1
RA15_06-14_1,cell_1059,1
RA15_06-14_1,cell_106,1
RA15_06-14_1,cell_1066,1
RA15_06-14_1,cell_1067,1
RA15_06-14_1,cell_1069,1
RA15_06-14_1,cell_107,1
RA15_06-14_1,cell_1071,1
RA15_06-14_1,cell_1073,1
RA15_06-14_1,cell_1074,1
RA15_06-14_1,cell_1077,1
RA15_06-14_1,cell_1078,1
RA15_06-14_1,cell_1080,1
RA15_06-14_1,cell_1081,1
RA15_06-14_1,cell_1083,1
RA15_06-14_1,cell_1086,1
RA15_06-14_1,cell_1087,1
RA15_06-14_1,cell_1089,1
RA15_06-14_1,cell_109,1
RA15_06-14_1,cell_1091,1
RA15_06-14_1,cell_1092,1
RA15_06-14_1,cell_1094,1
RA15_06-14_1,cell_1095,1
RA15_06-14_1,cell_1096,1
RA15_06-14_1,cell_1097,1
RA15_06-14_1,cell_1098,1
RA15_06-14_1,cell_1099,1
RA15_06-14_1,cell_11,1
RA15_06-14_1,cell_1104,1
RA15_06-14_1,cell_1107,1
RA15_06-14_1,cell_1109,1
RA15_06-14_1,cell_111,1
RA15_06-14_1,cell_1110,1
RA15_06-14_1,cell_1111,1
RA15_06-14_1,cell_1112,1
RA15_06-14_1,cell_1114,1
RA15_06-14_1,cell_1115,1
RA15_06-14_1,cell_1116,1
RA15_06-14_1,cell_1118,1
RA15_06-14_1,cell_112,1
RA15_06-14_1,cell_1120,1
RA15_06-14_1,cell_1121,1
RA15_06-14_1,cell_1124,1
RA15_06-14_1,cell_1126,1
RA15_06-14_1,cell_1127,1
RA15_06-14_1,cell_113,1
RA15_06-14_1,cell_1132,1
RA15_06-14_1,cell_1133,1
RA15_06-14_1,cell_1134,1
RA15_06-14_1,cell_1135,1
RA15_06-14_1,cell_1138,1
RA15_06-14_1,cell_1139,1
RA15_06-14_1,cell_1140,1
RA15_06-14_1,cell_1143,1
RA15_06-14_1,cell_1144,1
RA15_06-14_1,cell_1146,1
RA15_06-14_1,cell_1148,1
RA15_06-14_1,cell_1149,1
RA15_06-14_1,cell_1151,1
RA15_06-14_1,cell_1153,1
RA15_06-14_1,cell_1155,1
RA15_06-14_1,cell_1156,1
RA15_06-14_1,cell_1157,1
RA15_06-14_1,cell_1158,1
RA15_06-14_1,cell_1159,1
RA15_06-14_1,cell_1161,1
RA15_06-14_1,cell_1162,1
RA15_06-14_1,cell_1163,1
RA15_06-14_1,cell_1169,1
RA15_06-14_1,cell_1172,1
RA15_06-14_1,cell_1173,1
RA15_06-14_1,cell_1175,1
RA15_06-14_1,cell_1178,1
