sample,cell_barcode,clone_id
RA19_02-42_3,cell_1016,1
RA19_02-42_3,cell_1027,1
RA19_02-42_3,cell_1044,1
RA19_02-42_3,cell_1045,1
RA19_02-42_3,cell_1060,1
RA19_02-42_3,cell_1064,1
RA19_02-42_3,cell_1068,1
RA19_02-42_3,cell_1089,1
RA19_02-42_3,cell_109,1
RA19_02-42_3,cell_111,1
RA19_02-42_3,cell_1115,1
RA19_02-42_3,cell_1116,1
RA19_02-42_3,cell_1141,1
RA19_02-42_3,cell_1147,1
RA19_02-42_3,cell_115,1
RA19_02-42_3,cell_1175,1
RA19_02-42_3,cell_119,1
RA19_02-42_3,cell_1193,1
RA19_02-42_3,cell_12,1
RA19_02-42_3,cell_1205,1
RA19_02-42_3,cell_1217,1
RA19_02-42_3,cell_1234,1
RA19_02-42_3,cell_1260,1
RA19_02-42_3,cell_1269,1
RA19_02-42_3,cell_1278,1
RA19_02-42_3,cell_1295,1
RA19_02-42_3,cell_1298,1
RA19_02-42_3,cell_1307,1
RA19_02-42_3,cell_1310,1
RA19_02-42_3,cell_1318,1
RA19_02-42_3,cell_1322,1
RA19_02-42_3,cell_1331,1
RA19_02-42_3,cell_1333,1
RA19_02-42_3,cell_1339,1
RA19_02-42_3,cell_1344,1
RA19_02-42_3,cell_1360,1
RA19_02-42_3,cell_1361,1
RA19_02-42_3,cell_1364,1
RA19_02-42_3,cell_1372,1
RA19_02-42_3,cell_1377,1
RA19_02-42_3,cell_1390,1
RA19_02-42_3,cell_1399,1
RA19_02-42_3,cell_1401,1
RA19_02-42_3,cell_1419,1
RA19_02-42_3,cell_1421,1
RA19_02-42_3,cell_1424,1
RA19_02-42_3,cell_1425,1
RA19_02-42_3,cell_1429,1
RA19_02-42_3,cell_146,1
RA19_02-42_3,cell_1462,1
RA19_02-42_3,cell_1463,1
RA19_02-42_3,cell_1494,1
RA19_02-42_3,cell_1505,1
RA19_02-42_3,cell_1513,1
RA19_02-42_3,cell_1532,1
RA19_02-42_3,cell_1534,1
RA19_02-42_3,cell_1539,1
RA19_02-42_3,cell_1544,1
RA19_02-42_3,cell_1547,1
RA19_02-42_3,cell_1550,1
RA19_02-42_3,cell_1557,1
RA19_02-42_3,cell_1561,1
RA19_02-42_3,cell_1564,1
RA19_02-42_3,cell_1587,1
RA19_02-42_3,cell_160,1
RA19_02-42_3,cell_1608,1
RA19_02-42_3,cell_1612,1
RA19_02-42_3,cell_1614,1
RA19_02-42_3,cell_1619,1
RA19_02-42_3,cell_162,1
RA19_02-42_3,cell_1629,1
RA19_02-42_3,cell_1632,1
RA19_02-42_3,cell_1637,1
RA19_02-42_3,cell_1652,1
RA19_02-42_3,cell_167,1
RA19_02-42_3,cell_1685,1
RA19_02-42_3,cell_1687,1
