sample_name,cell_barcode,final_clone_id
RA17_22-11_1,cell_107,1
RA17_22-42_2,cell_2063,1
RA17_22-33_2,cell_1598,1
RA17_22-33_2,cell_1998,1
RA17_22-42_2,cell_1001,1
RA17_22-33_2,cell_994,1
RA17_22-33_2,cell_676,1
RA17_22-35_1,cell_1694,1
RA17_22-33_2,cell_1689,1
RA17_22-35_1,cell_1460,1
RA17_22-42_2,cell_3033,1
RA17_22-04_1,cell_391,1
RA17_22-33_2,cell_733,1
RA17_22-35_1,cell_1506,1
RA17_22-39_6,cell_678,1
RA17_22-42_2,cell_2236,1
RA17_22-11_1,cell_102,1
RA17_22-39_6,cell_410,1
RA17_22-11_1,cell_1788,1
RA17_22-33_2,cell_1266,1
RA17_22-42_2,cell_774,1
RA17_22-27_2,cell_20,1
RA17_22-06_2,cell_1374,1
RA17_22-11_1,cell_1281,1
RA17_22-42_2,cell_1480,1
RA17_22-33_2,cell_1408,1
RA17_22-42_2,cell_2939,1
RA17_22-33_2,cell_535,1
RA17_22-06_2,cell_1098,1
RA17_22-11_1,cell_320,1
RA17_22-42_2,cell_1238,1
RA17_22-27_2,cell_366,1
RA17_22-42_2,cell_2540,1
RA17_22-33_2,cell_631,1
RA17_22-33_2,cell_395,1
RA17_22-11_1,cell_886,1
RA17_22-33_2,cell_118,1
RA17_22-06_2,cell_1382,1
RA17_22-33_2,cell_749,1
RA17_22-11_1,cell_1722,1
RA17_22-33_2,cell_309,1
RA17_22-33_2,cell_2069,1
RA17_22-33_2,cell_1449,1
RA17_22-35_1,cell_1531,1
RA17_22-39_6,cell_326,1
RA17_22-27_2,cell_313,1
RA17_22-33_2,cell_2046,1
RA17_22-33_2,cell_1443,1
RA17_22-06_2,cell_202,1
RA17_22-42_2,cell_135,1
RA17_22-33_2,cell_1709,1
RA17_22-33_2,cell_1115,1
RA17_22-33_2,cell_157,1
RA17_22-33_2,cell_957,1
RA17_22-11_1,cell_86,1
RA17_22-33_2,cell_772,1
RA17_22-42_2,cell_1853,1
RA17_22-04_1,cell_703,1
RA17_22-06_2,cell_965,1
RA17_22-42_2,cell_515,1
RA17_22-11_1,cell_1606,1
RA17_22-42_2,cell_2014,1
RA17_22-33_2,cell_2040,1
RA17_22-42_2,cell_2204,1
RA17_22-35_1,cell_987,1
RA17_22-42_2,cell_978,1
RA17_22-06_2,cell_1337,1
RA17_22-11_1,cell_1389,1
RA17_22-11_1,cell_1043,1
RA17_22-35_1,cell_1700,1
RA17_22-33_2,cell_895,1
RA17_22-33_2,cell_1573,1
RA17_22-35_1,cell_1474,1
RA17_22-06_2,cell_813,1
RA17_22-42_2,cell_3249,1
RA17_22-11_1,cell_157,1
RA17_22-42_2,cell_1218,1
RA17_22-33_2,cell_78,1
RA17_22-42_2,cell_1736,1
RA17_22-42_2,cell_2732,1
RA17_22-04_1,cell_37,1
RA17_22-04_1,cell_1253,1
RA17_22-11_1,cell_1659,1
RA17_22-35_1,cell_356,1
RA17_22-42_2,cell_3001,1
RA17_22-33_2,cell_1293,1
RA17_22-42_2,cell_1835,1
RA17_22-33_2,cell_1840,1
RA17_22-11_1,cell_277,1
RA17_22-33_2,cell_603,1
RA17_22-39_6,cell_1068,1
RA17_22-11_1,cell_1430,1
RA17_22-11_1,cell_830,1
RA17_22-42_2,cell_1802,1
RA17_22-11_1,cell_339,1
RA17_22-06_2,cell_709,1
RA17_22-11_1,cell_1194,1
RA17_22-06_2,cell_897,1
RA17_22-04_1,cell_443,1
RA17_22-42_2,cell_1286,1
RA17_22-11_1,cell_1250,1
RA17_22-33_2,cell_295,1
RA17_22-42_2,cell_116,1
RA17_22-42_2,cell_190,1
RA17_22-33_2,cell_1937,1
RA17_22-42_2,cell_326,1
RA17_22-04_1,cell_117,1
RA17_22-42_2,cell_1205,1
RA17_22-11_1,cell_935,1
RA17_22-11_1,cell_1699,1
RA17_22-42_2,cell_2169,1
RA17_22-42_2,cell_293,1
RA17_22-33_2,cell_2122,1
RA17_22-33_2,cell_550,1
