sample_name,cell_barcode,final_clone_id
BPA-4-RSX,cell_1,1
BPA-4-RSX,cell_10,1
BPA-4-RSX,cell_1001,1
BPA-4-RSX,cell_1003,1
BPA-4-RSX,cell_1005,1
BPA-4-RSX,cell_1006,1
BPA-4-RSX,cell_101,1
BPA-4-RSX,cell_1012,1
BPA-4-RSX,cell_1013,1
BPA-4-RSX,cell_1018,1
BPA-4-RSX,cell_1020,1
BPA-4-RSX,cell_1022,1
BPA-4-RSX,cell_1029,1
BPA-4-RSX,cell_1030,1
BPA-4-RSX,cell_1032,1
BPA-4-RSX,cell_1036,1
BPA-4-RSX,cell_1038,1
BPA-4-RSX,cell_1045,1
BPA-4-RSX,cell_1049,1
BPA-4-RSX,cell_105,1
BPA-4-RSX,cell_1050,1
BPA-4-RSX,cell_1052,1
BPA-4-RSX,cell_1053,1
BPA-4-RSX,cell_1054,1
BPA-4-RSX,cell_1056,1
BPA-4-RSX,cell_1058,1
BPA-4-RSX,cell_106,1
BPA-4-RSX,cell_1060,1
BPA-4-RSX,cell_1062,1
BPA-4-RSX,cell_1065,1
BPA-4-RSX,cell_1067,1
BPA-4-RSX,cell_1069,1
BPA-4-RSX,cell_1071,1
BPA-4-RSX,cell_1072,1
BPA-4-RSX,cell_1074,1
BPA-4-RSX,cell_1076,1
BPA-4-RSX,cell_1082,1
BPA-4-RSX,cell_1086,1
BPA-4-RSX,cell_1089,1
BPA-4-RSX,cell_1090,1
BPA-4-RSX,cell_1091,1
BPA-4-RSX,cell_1092,1
BPA-4-RSX,cell_1096,1
BPA-4-RSX,cell_1097,1
BPA-4-RSX,cell_1099,1
BPA-4-RSX,cell_1100,1
BPA-4-RSX,cell_1101,1
BPA-4-RSX,cell_1105,1
BPA-4-RSX,cell_1106,1
BPA-4-RSX,cell_1107,1
BPA-4-RSX,cell_1108,1
BPA-4-RSX,cell_1112,1
BPA-4-RSX,cell_1118,1
BPA-4-RSX,cell_112,1
BPA-4-RSX,cell_1121,1
BPA-4-RSX,cell_1122,1
BPA-4-RSX,cell_1123,1
BPA-4-RSX,cell_1125,1
BPA-4-RSX,cell_1126,1
BPA-4-RSX,cell_1129,1
BPA-4-RSX,cell_113,1
BPA-4-RSX,cell_1131,1
BPA-4-RSX,cell_1135,1
BPA-4-RSX,cell_1138,1
BPA-4-RSX,cell_1139,1
BPA-4-RSX,cell_1140,1
BPA-4-RSX,cell_1143,1
BPA-4-RSX,cell_1144,1
BPA-4-RSX,cell_1145,1
BPA-4-RSX,cell_1148,1
BPA-4-RSX,cell_1151,1
BPA-4-RSX,cell_1153,1
BPA-4-RSX,cell_1154,1
BPA-4-RSX,cell_1156,1
BPA-4-RSX,cell_1159,1
BPA-4-RSX,cell_1160,1
BPA-4-RSX,cell_1161,1
BPA-4-RSX,cell_1162,1
BPA-4-RSX,cell_1166,1
BPA-4-RSX,cell_1167,1
BPA-4-RSX,cell_1170,1
BPA-4-RSX,cell_1173,1
BPA-4-RSX,cell_1174,1
BPA-4-RSX,cell_1176,1
BPA-4-RSX,cell_1178,1
BPA-4-RSX,cell_1180,1
BPA-4-RSX,cell_1182,1
BPA-4-RSX,cell_1183,1
BPA-4-RSX,cell_1185,1
BPA-4-RSX,cell_1187,1
BPA-4-RSX,cell_1188,1
BPA-4-RSX,cell_1189,1
BPA-4-RSX,cell_119,1
BPA-4-RSX,cell_1190,1
BPA-4-RSX,cell_1193,1
BPA-4-RSX,cell_1194,1
