sample_name,cell_barcode,final_clone_id
BPA-2-IR,cell_105,1
BPA-2-IR,cell_112,1
BPA-2-IR,cell_13,1
BPA-2-IR,cell_143,1
BPA-2-IR,cell_146,1
BPA-2-IR,cell_150,1
BPA-2-IR,cell_152,1
BPA-2-IR,cell_153,1
BPA-2-IR,cell_158,1
BPA-2-IR,cell_16,1
BPA-2-IR,cell_160,1
BPA-2-IR,cell_166,1
BPA-2-IR,cell_167,1
BPA-2-IR,cell_168,1
BPA-2-IR,cell_170,1
BPA-2-IR,cell_174,1
BPA-2-IR,cell_176,1
BPA-2-IR,cell_183,1
BPA-2-IR,cell_185,1
BPA-2-IR,cell_188,1
BPA-2-IR,cell_192,1
BPA-2-IR,cell_20,1
BPA-2-IR,cell_200,1
BPA-2-IR,cell_205,1
BPA-2-IR,cell_209,1
BPA-2-IR,cell_210,1
BPA-2-IR,cell_214,1
BPA-2-IR,cell_217,1
BPA-2-IR,cell_222,1
BPA-2-IR,cell_225,1
BPA-2-IR,cell_226,1
BPA-2-IR,cell_240,1
BPA-2-IR,cell_241,1
BPA-2-IR,cell_242,1
BPA-2-IR,cell_253,1
BPA-2-IR,cell_256,1
BPA-2-IR,cell_262,1
BPA-2-IR,cell_272,1
BPA-2-IR,cell_280,1
BPA-2-IR,cell_284,1
BPA-2-IR,cell_285,1
BPA-2-IR,cell_286,1
BPA-2-IR,cell_287,1
BPA-2-IR,cell_290,1
BPA-2-IR,cell_293,1
BPA-2-IR,cell_295,1
BPA-2-IR,cell_298,1
BPA-2-IR,cell_3,1
BPA-2-IR,cell_30,1
BPA-2-IR,cell_300,1
BPA-2-IR,cell_301,1
BPA-2-IR,cell_307,1
BPA-2-IR,cell_308,1
BPA-2-IR,cell_31,1
BPA-2-IR,cell_311,1
BPA-2-IR,cell_320,1
BPA-2-IR,cell_322,1
BPA-2-IR,cell_323,1
BPA-2-IR,cell_326,1
BPA-2-IR,cell_328,1
BPA-2-IR,cell_41,1
BPA-2-IR,cell_45,1
BPA-2-IR,cell_46,1
BPA-2-IR,cell_47,1
BPA-2-IR,cell_48,1
BPA-2-IR,cell_53,1
BPA-2-IR,cell_61,1
BPA-2-IR,cell_66,1
BPA-2-IR,cell_67,1
BPA-2-IR,cell_73,1
BPA-2-IR,cell_75,1
BPA-2-IR,cell_99,1
BPA-2-IR,cell_107,2
BPA-2-IR,cell_117,2
BPA-2-IR,cell_125,2
BPA-2-IR,cell_128,2
BPA-2-IR,cell_129,2
BPA-2-IR,cell_131,2
BPA-2-IR,cell_140,2
BPA-2-IR,cell_149,2
BPA-2-IR,cell_164,2
BPA-2-IR,cell_181,2
BPA-2-IR,cell_184,2
BPA-2-IR,cell_191,2
BPA-2-IR,cell_193,2
BPA-2-IR,cell_196,2
BPA-2-IR,cell_199,2
BPA-2-IR,cell_201,2
BPA-2-IR,cell_202,2
BPA-2-IR,cell_203,2
BPA-2-IR,cell_207,2
BPA-2-IR,cell_221,2
BPA-2-IR,cell_223,2
BPA-2-IR,cell_228,2
BPA-2-IR,cell_229,2
BPA-2-IR,cell_230,2
BPA-2-IR,cell_232,2
BPA-2-IR,cell_233,2
BPA-2-IR,cell_235,2
BPA-2-IR,cell_25,2
BPA-2-IR,cell_250,2
BPA-2-IR,cell_265,2
BPA-2-IR,cell_27,2
BPA-2-IR,cell_276,2
BPA-2-IR,cell_278,2
BPA-2-IR,cell_289,2
BPA-2-IR,cell_291,2
BPA-2-IR,cell_294,2
BPA-2-IR,cell_296,2
BPA-2-IR,cell_306,2
BPA-2-IR,cell_313,2
BPA-2-IR,cell_314,2
BPA-2-IR,cell_315,2
BPA-2-IR,cell_316,2
BPA-2-IR,cell_317,2
BPA-2-IR,cell_40,2
BPA-2-IR,cell_5,2
BPA-2-IR,cell_58,2
BPA-2-IR,cell_6,2
BPA-2-IR,cell_60,2
BPA-2-IR,cell_63,2
BPA-2-IR,cell_77,2
BPA-2-IR,cell_81,2
BPA-2-IR,cell_82,2
BPA-2-IR,cell_84,2
BPA-2-IR,cell_89,2
BPA-2-IR,cell_96,2
BPA-2-IR,cell_98,2
BPA-2-IR,cell_10,3
BPA-2-IR,cell_102,3
BPA-2-IR,cell_104,3
BPA-2-IR,cell_11,3
BPA-2-IR,cell_113,3
BPA-2-IR,cell_114,3
BPA-2-IR,cell_115,3
BPA-2-IR,cell_119,3
BPA-2-IR,cell_121,3
BPA-2-IR,cell_135,3
BPA-2-IR,cell_141,3
BPA-2-IR,cell_147,3
BPA-2-IR,cell_15,3
BPA-2-IR,cell_151,3
BPA-2-IR,cell_155,3
BPA-2-IR,cell_156,3
BPA-2-IR,cell_169,3
BPA-2-IR,cell_17,3
BPA-2-IR,cell_177,3
BPA-2-IR,cell_179,3
BPA-2-IR,cell_187,3
BPA-2-IR,cell_190,3
BPA-2-IR,cell_194,3
BPA-2-IR,cell_198,3
BPA-2-IR,cell_213,3
BPA-2-IR,cell_218,3
BPA-2-IR,cell_239,3
BPA-2-IR,cell_24,3
BPA-2-IR,cell_244,3
BPA-2-IR,cell_246,3
BPA-2-IR,cell_249,3
BPA-2-IR,cell_255,3
BPA-2-IR,cell_257,3
BPA-2-IR,cell_266,3
BPA-2-IR,cell_271,3
BPA-2-IR,cell_281,3
BPA-2-IR,cell_302,3
BPA-2-IR,cell_319,3
BPA-2-IR,cell_324,3
BPA-2-IR,cell_36,3
BPA-2-IR,cell_38,3
BPA-2-IR,cell_42,3
BPA-2-IR,cell_44,3
BPA-2-IR,cell_51,3
BPA-2-IR,cell_55,3
BPA-2-IR,cell_7,3
BPA-2-IR,cell_71,3
BPA-2-IR,cell_72,3
BPA-2-IR,cell_87,3
BPA-2-IR,cell_92,3
BPA-2-IR,cell_94,3
BPA-2-IR,cell_97,3
BPA-2-IR,cell_101,4
BPA-2-IR,cell_106,4
BPA-2-IR,cell_109,4
BPA-2-IR,cell_111,4
BPA-2-IR,cell_12,4
BPA-2-IR,cell_126,4
BPA-2-IR,cell_136,4
BPA-2-IR,cell_137,4
BPA-2-IR,cell_139,4
BPA-2-IR,cell_14,4
BPA-2-IR,cell_142,4
BPA-2-IR,cell_144,4
BPA-2-IR,cell_154,4
BPA-2-IR,cell_159,4
BPA-2-IR,cell_161,4
BPA-2-IR,cell_162,4
BPA-2-IR,cell_163,4
BPA-2-IR,cell_165,4
BPA-2-IR,cell_171,4
BPA-2-IR,cell_175,4
BPA-2-IR,cell_18,4
BPA-2-IR,cell_180,4
BPA-2-IR,cell_189,4
BPA-2-IR,cell_208,4
BPA-2-IR,cell_216,4
BPA-2-IR,cell_219,4
BPA-2-IR,cell_227,4
BPA-2-IR,cell_237,4
BPA-2-IR,cell_238,4
BPA-2-IR,cell_245,4
BPA-2-IR,cell_247,4
BPA-2-IR,cell_248,4
BPA-2-IR,cell_261,4
BPA-2-IR,cell_263,4
BPA-2-IR,cell_273,4
BPA-2-IR,cell_275,4
BPA-2-IR,cell_277,4
BPA-2-IR,cell_282,4
BPA-2-IR,cell_29,4
BPA-2-IR,cell_303,4
BPA-2-IR,cell_312,4
BPA-2-IR,cell_318,4
BPA-2-IR,cell_327,4
BPA-2-IR,cell_39,4
BPA-2-IR,cell_62,4
BPA-2-IR,cell_65,4
BPA-2-IR,cell_70,4
BPA-2-IR,cell_76,4
BPA-2-IR,cell_78,4
BPA-2-IR,cell_83,4
BPA-2-IR,cell_85,4
BPA-2-IR,cell_91,4
BPA-2-IR,cell_108,5
BPA-2-IR,cell_206,5
BPA-2-IR,cell_22,5
BPA-2-IR,cell_279,5
BPA-2-IR,cell_50,5
BPA-2-IR,cell_8,5
