sample_name,cell_barcode,final_clone_id
RA17_13-56_1,cell_519,1
RA17_13-34_1,cell_116,1
RA17_13-73_4,cell_326,1
RA17_13-34_1,cell_626,1
RA17_13-34_1,cell_185,1
RA17_13-34_1,cell_632,1
RA17_13-34_1,cell_594,1
RA17_13-56_1,cell_316,1
RA17_13-56_1,cell_429,1
RA17_13-56_1,cell_130,1
RA17_13-56_1,cell_932,1
RA17_13-34_1,cell_785,1
RA17_13-34_1,cell_194,1
RA17_13-56_1,cell_583,1
RA17_13-56_1,cell_625,1
RA17_13-34_1,cell_158,1
RA17_13-34_1,cell_610,1
RA17_13-34_1,cell_270,1
RA17_13-34_1,cell_804,1
RA17_13-34_1,cell_258,1
RA17_13-67_1,cell_45,1
RA17_13-56_1,cell_137,1
RA17_13-34_1,cell_757,1
RA17_13-44_1,cell_270,1
RA17_13-56_1,cell_561,1
RA17_13-34_1,cell_545,1
RA17_13-56_1,cell_798,1
RA17_13-56_1,cell_656,1
RA17_13-56_1,cell_846,1
RA17_13-56_1,cell_812,1
RA17_13-34_1,cell_331,1
RA17_13-34_1,cell_611,1
RA17_13-56_1,cell_480,1
RA17_13-34_1,cell_562,1
RA17_13-34_1,cell_314,1
RA17_13-56_1,cell_1066,1
RA17_13-55_1,cell_742,1
RA17_13-34_1,cell_637,1
RA17_13-34_1,cell_221,1
RA17_13-56_1,cell_935,1
RA17_13-34_1,cell_561,1
RA17_13-56_1,cell_895,1
RA17_13-34_1,cell_806,1
RA17_13-56_1,cell_338,1
RA17_13-34_1,cell_273,1
RA17_13-34_1,cell_340,1
RA17_13-56_1,cell_834,1
RA17_13-56_1,cell_296,1
RA17_13-44_1,cell_1021,1
RA17_13-34_1,cell_173,1
RA17_13-34_1,cell_234,1
RA17_13-56_1,cell_190,1
RA17_13-56_1,cell_302,1
RA17_13-34_1,cell_58,1
RA17_13-56_1,cell_212,1
RA17_13-34_1,cell_121,1
RA17_13-56_1,cell_908,1
RA17_13-56_1,cell_974,1
RA17_13-34_1,cell_549,1
RA17_13-34_1,cell_355,1
RA17_13-56_1,cell_104,1
RA17_13-34_1,cell_319,1
RA17_13-56_1,cell_594,1
RA17_13-34_1,cell_708,1
RA17_13-56_1,cell_1069,1
RA17_13-34_1,cell_519,1
RA17_13-34_1,cell_619,1
RA17_13-34_1,cell_543,1
RA17_13-56_1,cell_58,1
RA17_13-34_1,cell_615,1
RA17_13-56_1,cell_994,1
RA17_13-56_1,cell_129,1
RA17_13-56_1,cell_669,1
RA17_13-56_1,cell_923,1
RA17_13-56_1,cell_1033,1
RA17_13-56_1,cell_4,1
RA17_13-56_1,cell_716,1
RA17_13-34_1,cell_680,1
RA17_13-44_1,cell_697,1
RA17_13-34_1,cell_457,1
RA17_13-56_1,cell_378,1
RA17_13-34_1,cell_352,1
RA17_13-56_1,cell_148,1
RA17_13-56_1,cell_934,1
RA17_13-34_1,cell_168,1
RA17_13-34_1,cell_83,1
RA17_13-34_1,cell_243,1
RA17_13-56_1,cell_578,1
RA17_13-56_1,cell_518,1
RA17_13-34_1,cell_392,1
RA17_13-56_1,cell_498,1
RA17_13-44_1,cell_416,1
RA17_13-56_1,cell_187,1
RA17_13-56_1,cell_40,1
RA17_13-34_1,cell_312,1
RA17_13-56_1,cell_1106,1
RA17_13-34_1,cell_211,1
RA17_13-44_1,cell_60,1
RA17_13-67_1,cell_331,1
RA17_13-55_1,cell_485,1
RA17_13-56_1,cell_1070,1
RA17_13-34_1,cell_534,1
RA17_13-56_1,cell_86,1
RA17_13-56_1,cell_281,1
RA17_13-34_1,cell_613,1
RA17_13-56_1,cell_301,1
RA17_13-34_1,cell_502,1
RA17_13-34_1,cell_213,1
RA17_13-56_1,cell_293,1
RA17_13-56_1,cell_572,1
RA17_13-56_1,cell_33,1
RA17_13-56_1,cell_731,1
RA17_13-56_1,cell_856,1
RA17_13-44_1,cell_351,1
RA17_13-56_1,cell_459,1
RA17_13-34_1,cell_531,1
RA17_13-56_1,cell_727,1
RA17_13-34_1,cell_600,1
RA17_13-34_1,cell_334,1
RA17_13-56_1,cell_980,1
RA17_13-56_1,cell_767,1
RA17_13-56_1,cell_307,1
RA17_13-34_1,cell_49,1
RA17_13-34_1,cell_45,1
RA17_13-56_1,cell_807,1
RA17_13-34_1,cell_420,1
RA17_13-34_1,cell_191,1
RA17_13-56_1,cell_406,1
RA17_13-34_1,cell_404,1
RA17_13-34_1,cell_597,1
RA17_13-34_1,cell_53,1
RA17_13-56_1,cell_630,1
RA17_13-56_1,cell_388,1
RA17_13-55_1,cell_1056,1
RA17_13-50_1,cell_785,1
RA17_13-34_1,cell_89,1
RA17_13-56_1,cell_915,1
RA17_13-56_1,cell_643,1
RA17_13-34_1,cell_306,1
RA17_13-34_1,cell_20,1
RA17_13-34_1,cell_248,1
RA17_13-56_1,cell_259,1
RA17_13-73_4,cell_1155,1
RA17_13-56_1,cell_216,1
RA17_13-56_1,cell_207,1
RA17_13-34_1,cell_700,1
RA17_13-56_1,cell_925,1
RA17_13-56_1,cell_7,1
RA17_13-50_1,cell_98,1
RA17_13-44_1,cell_1173,1
RA17_13-55_1,cell_85,1
RA17_13-50_1,cell_990,1
RA17_13-56_1,cell_566,1
RA17_13-34_1,cell_601,1
RA17_13-34_1,cell_337,1
RA17_13-34_1,cell_369,1
RA17_13-55_1,cell_1105,1
RA17_13-34_1,cell_286,1
RA17_13-50_1,cell_1047,1
RA17_13-56_1,cell_943,1
RA17_13-44_1,cell_772,1
RA17_13-34_1,cell_297,1
RA17_13-56_1,cell_169,1
RA17_13-56_1,cell_907,1
RA17_13-34_1,cell_629,1
RA17_13-56_1,cell_418,1
RA17_13-34_1,cell_726,1
RA17_13-34_1,cell_244,1
RA17_13-56_1,cell_508,1
RA17_13-34_1,cell_483,1
RA17_13-34_1,cell_636,1
RA17_13-34_1,cell_746,1
RA17_13-56_1,cell_705,1
RA17_13-34_1,cell_125,1
RA17_13-56_1,cell_668,1
RA17_13-34_1,cell_589,1
RA17_13-56_1,cell_1109,1
RA17_13-56_1,cell_750,1
RA17_13-56_1,cell_546,1
RA17_13-34_1,cell_41,1
RA17_13-34_1,cell_648,1
RA17_13-56_1,cell_1030,1
RA17_13-34_1,cell_485,1
RA17_13-44_1,cell_316,1
RA17_13-56_1,cell_55,1
RA17_13-56_1,cell_555,1
RA17_13-34_1,cell_354,1
RA17_13-34_1,cell_266,1
RA17_13-34_1,cell_386,1
RA17_13-56_1,cell_90,1
RA17_13-56_1,cell_99,1
RA17_13-56_1,cell_171,1
RA17_13-56_1,cell_367,1
RA17_13-56_1,cell_204,1
RA17_13-56_1,cell_467,1
RA17_13-56_1,cell_687,1
RA17_13-56_1,cell_142,1
RA17_13-55_1,cell_301,1
RA17_13-34_1,cell_110,1
RA17_13-34_1,cell_133,1
RA17_13-34_1,cell_101,1
RA17_13-56_1,cell_966,1
RA17_13-34_1,cell_242,1
RA17_13-34_1,cell_504,1
RA17_13-56_1,cell_624,1
RA17_13-56_1,cell_601,1
RA17_13-56_1,cell_694,1
RA17_13-56_1,cell_999,1
RA17_13-34_1,cell_640,1
RA17_13-56_1,cell_527,1
RA17_13-56_1,cell_1021,1
RA17_13-56_1,cell_871,1
RA17_13-34_1,cell_11,1
RA17_13-34_1,cell_470,1
RA17_13-56_1,cell_1062,1
RA17_13-56_1,cell_1004,1
RA17_13-56_1,cell_787,1
RA17_13-34_1,cell_605,1
RA17_13-34_1,cell_455,1
RA17_13-34_1,cell_399,1
RA17_13-34_1,cell_758,1
RA17_13-56_1,cell_1059,1
RA17_13-56_1,cell_898,1
RA17_13-56_1,cell_226,1
RA17_13-50_1,cell_229,1
RA17_13-56_1,cell_1120,1
RA17_13-56_1,cell_769,1
RA17_13-34_1,cell_776,1
RA17_13-56_1,cell_756,1
RA17_13-34_1,cell_406,1
RA17_13-50_1,cell_369,1
RA17_13-56_1,cell_323,1
RA17_13-34_1,cell_722,1
RA17_13-56_1,cell_499,1
RA17_13-56_1,cell_1116,1
RA17_13-56_1,cell_399,1
RA17_13-56_1,cell_191,1
RA17_13-34_1,cell_489,1
RA17_13-34_1,cell_760,1
RA17_13-56_1,cell_391,1
RA17_13-34_1,cell_235,1
RA17_13-56_1,cell_116,1
RA17_13-56_1,cell_701,1
RA17_13-34_1,cell_276,1
RA17_13-34_1,cell_498,1
RA17_13-56_1,cell_314,1
RA17_13-56_1,cell_210,1
RA17_13-56_1,cell_745,1
RA17_13-34_1,cell_525,1
RA17_13-56_1,cell_1028,1
RA17_13-56_1,cell_558,1
RA17_13-55_1,cell_616,1
RA17_13-34_1,cell_582,1
RA17_13-34_1,cell_558,1
RA17_13-56_1,cell_232,1
RA17_13-34_1,cell_727,1
RA17_13-34_1,cell_44,1
RA17_13-56_1,cell_969,1
RA17_13-34_1,cell_621,1
RA17_13-34_1,cell_784,1
RA17_13-34_1,cell_476,1
RA17_13-56_1,cell_15,1
RA17_13-34_1,cell_324,1
RA17_13-56_1,cell_729,1
RA17_13-44_1,cell_523,1
RA17_13-34_1,cell_25,1
RA17_13-34_1,cell_166,1
RA17_13-56_1,cell_971,1
RA17_13-55_1,cell_923,1
RA17_13-67_1,cell_384,1
RA17_13-34_1,cell_187,1
RA17_13-56_1,cell_31,1
RA17_13-56_1,cell_917,1
RA17_13-44_1,cell_180,1
RA17_13-34_1,cell_165,1
RA17_13-34_1,cell_445,1
RA17_13-56_1,cell_766,1
RA17_13-67_1,cell_598,1
RA17_13-56_1,cell_805,1
RA17_13-56_1,cell_1085,1
RA17_13-34_1,cell_111,1
RA17_13-56_1,cell_965,1
RA17_13-34_1,cell_709,1
RA17_13-34_1,cell_407,1
RA17_13-34_1,cell_130,1
RA17_13-44_1,cell_489,1
RA17_13-56_1,cell_820,1
RA17_13-56_1,cell_772,1
RA17_13-50_1,cell_400,1
RA17_13-56_1,cell_470,1
RA17_13-56_1,cell_102,1
RA17_13-34_1,cell_259,1
RA17_13-56_1,cell_662,1
RA17_13-34_1,cell_333,1
RA17_13-34_1,cell_620,1
RA17_13-56_1,cell_877,1
RA17_13-34_1,cell_40,1
RA17_13-34_1,cell_289,1
RA17_13-56_1,cell_646,1
RA17_13-44_1,cell_1245,1
RA17_13-56_1,cell_437,1
RA17_13-56_1,cell_658,1
RA17_13-56_1,cell_202,1
RA17_13-34_1,cell_609,1
RA17_13-34_1,cell_651,1
RA17_13-34_1,cell_411,1
RA17_13-44_1,cell_315,1
RA17_13-34_1,cell_569,1
RA17_13-56_1,cell_967,1
RA17_13-56_1,cell_1027,1
RA17_13-56_1,cell_311,1
RA17_13-56_1,cell_1121,1
RA17_13-56_1,cell_192,1
RA17_13-56_1,cell_205,1
RA17_13-56_1,cell_536,1
RA17_13-50_1,cell_815,1
RA17_13-56_1,cell_215,1
RA17_13-34_1,cell_82,1
RA17_13-34_1,cell_207,1
RA17_13-55_1,cell_106,1
RA17_13-56_1,cell_718,1
RA17_13-56_1,cell_791,1
RA17_13-56_1,cell_78,1
RA17_13-56_1,cell_972,1
RA17_13-56_1,cell_400,1
RA17_13-34_1,cell_679,1
RA17_13-34_1,cell_652,1
RA17_13-34_1,cell_390,1
RA17_13-34_1,cell_349,1
RA17_13-56_1,cell_911,1
RA17_13-34_1,cell_538,1
RA17_13-56_1,cell_577,1
RA17_13-56_1,cell_208,1
RA17_13-56_1,cell_771,1
RA17_13-34_1,cell_328,1
RA17_13-34_1,cell_714,1
RA17_13-34_1,cell_141,1
RA17_13-56_1,cell_521,1
RA17_13-56_1,cell_222,1
RA17_13-56_1,cell_131,1
RA17_13-34_1,cell_153,1
RA17_13-67_1,cell_108,1
RA17_13-55_1,cell_223,1
RA17_13-34_1,cell_578,1
RA17_13-56_1,cell_417,1
RA17_13-56_1,cell_814,1
RA17_13-55_1,cell_739,1
RA17_13-56_1,cell_631,1
RA17_13-34_1,cell_102,1
RA17_13-34_1,cell_162,1
RA17_13-56_1,cell_956,1
RA17_13-34_1,cell_385,1
RA17_13-34_1,cell_516,1
RA17_13-50_1,cell_712,1
RA17_13-56_1,cell_346,1
RA17_13-34_1,cell_51,1
RA17_13-34_1,cell_482,1
RA17_13-56_1,cell_1074,1
RA17_13-56_1,cell_474,1
RA17_13-56_1,cell_945,1
RA17_13-56_1,cell_606,1
RA17_13-34_1,cell_303,1
RA17_13-56_1,cell_81,1
RA17_13-34_1,cell_294,1
RA17_13-34_1,cell_798,1
RA17_13-56_1,cell_60,1
RA17_13-56_1,cell_556,1
RA17_13-50_1,cell_733,1
RA17_13-34_1,cell_730,1
RA17_13-34_1,cell_670,1
RA17_13-44_1,cell_745,1
RA17_13-56_1,cell_56,1
RA17_13-56_1,cell_72,1
RA17_13-44_1,cell_476,1
RA17_13-34_1,cell_57,1
RA17_13-56_1,cell_763,1
RA17_13-56_1,cell_1048,1
RA17_13-34_1,cell_501,1
RA17_13-34_1,cell_592,1
RA17_13-56_1,cell_152,1
RA17_13-56_1,cell_496,1
RA17_13-56_1,cell_525,1
RA17_13-56_1,cell_664,1
RA17_13-56_1,cell_484,1
RA17_13-67_1,cell_370,1
RA17_13-34_1,cell_575,1
RA17_13-34_1,cell_316,1
RA17_13-56_1,cell_1110,1
RA17_13-56_1,cell_621,1
RA17_13-56_1,cell_584,1
RA17_13-55_1,cell_687,1
RA17_13-56_1,cell_988,1
RA17_13-34_1,cell_495,1
RA17_13-56_1,cell_372,1
RA17_13-73_4,cell_1264,1
RA17_13-34_1,cell_31,1
RA17_13-50_1,cell_334,1
RA17_13-56_1,cell_847,1
RA17_13-34_1,cell_363,1
RA17_13-56_1,cell_852,1
RA17_13-55_1,cell_960,1
RA17_13-34_1,cell_339,1
RA17_13-34_1,cell_809,1
RA17_13-56_1,cell_920,1
RA17_13-34_1,cell_728,1
RA17_13-34_1,cell_80,1
RA17_13-34_1,cell_341,1
RA17_13-44_1,cell_710,1
RA17_13-56_1,cell_51,1
RA17_13-56_1,cell_246,1
RA17_13-56_1,cell_486,1
RA17_13-56_1,cell_789,1
RA17_13-34_1,cell_694,1
RA17_13-56_1,cell_426,1
RA17_13-34_1,cell_683,1
RA17_13-56_1,cell_73,1
RA17_13-56_1,cell_106,1
RA17_13-34_1,cell_151,1
RA17_13-56_1,cell_264,1
RA17_13-56_1,cell_706,1
RA17_13-56_1,cell_944,1
RA17_13-34_1,cell_180,1
RA17_13-56_1,cell_1107,1
RA17_13-34_1,cell_250,1
RA17_13-34_1,cell_429,1
RA17_13-34_1,cell_536,1
RA17_13-34_1,cell_566,1
RA17_13-34_1,cell_157,1
RA17_13-73_4,cell_2208,1
RA17_13-56_1,cell_717,1
RA17_13-34_1,cell_320,1
RA17_13-56_1,cell_463,1
RA17_13-56_1,cell_161,1
RA17_13-34_1,cell_23,1
RA17_13-56_1,cell_1032,1
RA17_13-34_1,cell_759,1
RA17_13-56_1,cell_427,1
RA17_13-56_1,cell_1086,1
RA17_13-34_1,cell_361,1
RA17_13-56_1,cell_2,1
