,cell_barcode,clone_id
M11-1,cell_3921,4
M11-1,cell_3922,1
M11-1,cell_3923,1
M11-1,cell_3924,3
M11-1,cell_3925,3
M11-1,cell_3926,3
M11-1,cell_3927,4
M11-1,cell_3928,4
M11-1,cell_3929,1
M11-1,cell_393,1
M11-1,cell_3930,4
M11-1,cell_3931,3
M11-1,cell_3932,4
M11-1,cell_3933,1
M11-1,cell_3934,3
M11-1,cell_3935,4
M11-1,cell_3936,1
M11-1,cell_3937,3
M11-1,cell_3938,3
M11-1,cell_3939,3
M11-1,cell_394,1
M11-1,cell_3940,1
M11-1,cell_3941,4
M11-1,cell_3942,1
M11-1,cell_3943,1
M11-1,cell_3944,3
M11-1,cell_3945,4
M11-1,cell_3946,3
M11-1,cell_3947,3
M11-1,cell_3948,3
M11-1,cell_3949,3
M11-1,cell_395,4
M11-1,cell_3950,4
M11-1,cell_3951,4
M11-1,cell_3952,1
M11-1,cell_3953,3
M11-1,cell_3954,1
M11-1,cell_3955,3
M11-1,cell_3956,3
M11-1,cell_3957,4
M11-1,cell_3958,3
M11-1,cell_3959,4
M11-1,cell_396,8
M11-1,cell_3960,4
M11-1,cell_3961,3
M11-1,cell_3962,4
M11-1,cell_3963,1
M11-1,cell_3964,3
M11-1,cell_3965,1
M11-1,cell_3966,3
M11-1,cell_3967,3
M11-1,cell_3968,3
M11-1,cell_3969,4
M11-1,cell_397,3
M11-1,cell_3970,4
M11-1,cell_3971,3
M11-1,cell_3972,4
M11-1,cell_3973,3
M11-1,cell_3974,1
M11-1,cell_3975,4
M11-1,cell_3976,4
M11-1,cell_3977,4
M11-1,cell_3978,4
M11-1,cell_3979,4
M11-1,cell_398,3
M11-1,cell_3980,3
M11-1,cell_3981,3
M11-1,cell_3982,3
M11-1,cell_3983,3
M11-1,cell_3984,4
M11-1,cell_3985,3
M11-1,cell_3986,3
M11-1,cell_3987,3
M11-1,cell_3988,4
M11-1,cell_3989,4
M11-1,cell_399,4
M11-1,cell_3990,4
M11-1,cell_3991,3
M11-1,cell_3992,1
M11-1,cell_3993,4
M11-1,cell_3994,1
M11-1,cell_3995,4
M11-1,cell_3996,1
M11-1,cell_3997,3
M11-1,cell_3998,4
M11-1,cell_3999,1
M11-1,cell_4,1
M11-1,cell_40,4
M11-1,cell_400,1
M11-1,cell_4000,1
M11-1,cell_4001,3
M11-1,cell_4002,3
M11-1,cell_4003,3
M11-1,cell_4004,4
M11-1,cell_4005,4
M11-1,cell_4006,4
M11-1,cell_4007,4
M11-1,cell_4008,3
M11-1,cell_4009,8
M11-1,cell_401,1
M11-1,cell_4010,4
M11-1,cell_4011,1
M11-1,cell_4012,3
M11-1,cell_4013,4
M11-1,cell_4014,3
M11-1,cell_4015,4
M11-1,cell_4016,3
M11-1,cell_4017,4
M11-1,cell_4018,4
M11-1,cell_4019,4
M11-1,cell_402,1
M11-1,cell_4020,4
M11-1,cell_4021,4
M11-1,cell_4022,4
M11-1,cell_4023,3
M11-1,cell_4024,1
M11-1,cell_4025,4
M11-1,cell_4026,4
M11-1,cell_4027,1
M11-1,cell_4028,1
M11-1,cell_4029,4
M11-1,cell_403,4
M11-1,cell_4030,1
M11-1,cell_4031,4
M11-1,cell_4032,4
M11-1,cell_4033,4
M11-1,cell_4034,3
M11-1,cell_4035,1
M11-1,cell_4036,4
M11-1,cell_4037,3
M11-1,cell_4038,1
M11-1,cell_4039,1
M11-1,cell_404,1
M11-1,cell_4040,4
M11-1,cell_4041,1
M11-1,cell_4042,1
M11-1,cell_4043,3
M11-1,cell_4044,3
M11-1,cell_4045,3
M11-1,cell_4046,3
M11-1,cell_4047,1
M11-1,cell_4048,4
M11-1,cell_4049,3
M11-1,cell_405,3
M11-1,cell_4050,3
M11-1,cell_4051,4
M11-1,cell_4052,4
M11-1,cell_4053,3
M11-1,cell_4054,4
M11-1,cell_4055,1
M11-1,cell_4056,1
M11-1,cell_4057,3
M11-1,cell_4058,3
M11-1,cell_4059,1
M11-1,cell_406,1
M11-1,cell_4060,4
M11-1,cell_4061,4
M11-1,cell_4062,4
M11-1,cell_4063,4
M11-1,cell_4064,4
M11-1,cell_4065,1
M11-1,cell_4066,3
M11-1,cell_4067,4
M11-1,cell_4068,1
M11-1,cell_4069,4
M11-1,cell_407,4
M11-1,cell_4070,4
M11-1,cell_4071,3
M11-1,cell_4072,4
M11-1,cell_4073,4
M11-1,cell_4074,3
M11-1,cell_4075,1
M11-1,cell_4076,1
M11-1,cell_4077,3
M11-1,cell_4078,4
M11-1,cell_4079,1
M11-1,cell_408,4
M11-1,cell_4080,3
M11-1,cell_4081,4
M11-1,cell_4082,1
M11-1,cell_4083,1
M11-1,cell_4084,1
M11-1,cell_4085,1
M11-1,cell_4086,8
M11-1,cell_4087,4
M11-1,cell_4088,4
M11-1,cell_4089,3
M11-1,cell_409,1
M11-1,cell_4090,4
M11-1,cell_4091,1
M11-1,cell_4092,8
M11-1,cell_4093,4
M11-1,cell_4094,4
M11-1,cell_4095,4
M11-1,cell_4096,1
M11-1,cell_4097,4
M11-1,cell_4098,3
M11-1,cell_4099,1
M11-1,cell_41,4
M11-1,cell_410,1
M11-1,cell_4100,1
M11-1,cell_4101,3
M11-1,cell_4102,4
M11-1,cell_4103,4
M11-1,cell_4104,4
M11-1,cell_4105,3
M11-1,cell_4106,3
M11-1,cell_4107,4
M11-1,cell_4108,4
M11-1,cell_4109,1
M11-1,cell_411,1
M11-1,cell_4110,4
M11-1,cell_4111,1
M11-1,cell_4112,4
M11-1,cell_4113,3
M11-1,cell_4114,4
M11-1,cell_4115,1
M11-1,cell_4116,4
M11-1,cell_4117,1
M11-1,cell_4118,5
M11-1,cell_4119,3
M11-1,cell_412,4
M11-1,cell_4120,3
M11-1,cell_4121,4
M11-1,cell_4122,1
M11-1,cell_4123,4
M11-1,cell_4124,1
M11-1,cell_4125,0
M11-1,cell_4126,4
M11-1,cell_4127,4
M11-1,cell_4128,3
M11-1,cell_4129,4
M11-1,cell_413,4
M11-1,cell_4130,4
M11-1,cell_4131,4
M11-1,cell_4132,4
M11-1,cell_4133,4
M11-1,cell_4134,4
M11-1,cell_4135,4
M11-1,cell_4136,1
M11-1,cell_4137,1
M11-1,cell_4138,4
M11-1,cell_4139,4
M11-1,cell_414,4
M11-1,cell_4140,1
M11-1,cell_4141,4
M11-1,cell_4142,1
M11-1,cell_4143,3
M11-1,cell_4144,4
M11-1,cell_4145,4
M11-1,cell_4146,3
M11-1,cell_4147,1
M11-1,cell_4148,1
M11-1,cell_4149,1
M11-1,cell_415,3
M11-1,cell_4150,1
M11-1,cell_4151,1
M11-1,cell_4152,1
M11-1,cell_4153,4
M11-1,cell_4154,1
M11-1,cell_4155,1
M11-1,cell_4156,1
M11-1,cell_4157,3
M11-1,cell_4158,4
M11-1,cell_4159,4
M11-1,cell_416,3
M11-1,cell_4160,3
M11-1,cell_4161,4
M11-1,cell_4162,3
M11-1,cell_4163,1
M11-1,cell_4164,4
M11-1,cell_4165,4
M11-1,cell_4166,4
M11-1,cell_4167,4
M11-1,cell_4168,3
M11-1,cell_4169,1
M11-1,cell_417,4
M11-1,cell_4170,1
M11-1,cell_4171,1
M11-1,cell_4172,4
M11-1,cell_4173,3
M11-1,cell_4174,4
M11-1,cell_4175,4
M11-1,cell_4176,3
M11-1,cell_4177,3
M11-1,cell_4178,1
M11-1,cell_4179,3
M11-1,cell_418,4
M11-1,cell_4180,1
M11-1,cell_4181,1
M11-1,cell_4182,4
M11-1,cell_4183,4
M11-1,cell_4184,3
M11-1,cell_4185,4
M11-1,cell_4186,4
M11-1,cell_4187,3
M11-1,cell_4188,4
M11-1,cell_4189,1
M11-1,cell_419,3
M11-1,cell_4190,4
M11-1,cell_4191,1
M11-1,cell_4192,4
M11-1,cell_4193,3
M11-1,cell_4194,1
M11-1,cell_4195,1
M11-1,cell_4196,4
M11-1,cell_4197,8
M11-1,cell_4198,1
M11-1,cell_4199,4
M11-1,cell_42,3
M11-1,cell_420,4
M11-1,cell_4200,4
M11-1,cell_4201,4
M11-1,cell_4202,3
M11-1,cell_4203,4
M11-1,cell_4204,3
M11-1,cell_4205,4
M11-1,cell_4206,3
M11-1,cell_4207,4
M11-1,cell_4208,3
M11-1,cell_4209,1
M11-1,cell_421,4
M11-1,cell_4210,4
M11-1,cell_4211,3
M11-1,cell_4212,1
M11-1,cell_4213,3
M11-1,cell_4214,3
M11-1,cell_4215,4
M11-1,cell_4216,4
M11-1,cell_4217,4
M11-1,cell_4218,3
M11-1,cell_4219,3
M11-1,cell_422,1
M11-1,cell_4220,4
M11-1,cell_4221,3
M11-1,cell_4222,4
M11-1,cell_4223,4
M11-1,cell_4224,3
M11-1,cell_4225,4
M11-1,cell_4226,3
M11-1,cell_4227,3
M11-1,cell_4228,4
M11-1,cell_4229,3
M11-1,cell_423,1
M11-1,cell_4230,1
M11-1,cell_4231,4
M11-1,cell_4232,1
M11-1,cell_4233,4
M11-1,cell_4234,3
M11-1,cell_4235,4
M11-1,cell_4236,1
M11-1,cell_4237,1
M11-1,cell_4238,4
M11-1,cell_4239,1
M11-1,cell_424,1
M11-1,cell_4240,1
M11-1,cell_4241,1
M11-1,cell_4242,1
M11-1,cell_4243,1
M11-1,cell_4244,4
M11-1,cell_4245,4
M11-1,cell_4246,4
M11-1,cell_4247,1
M11-1,cell_4248,3
M11-1,cell_4249,1
M11-1,cell_425,4
M11-1,cell_4250,3
M11-1,cell_4251,4
M11-1,cell_4252,3
M11-1,cell_4253,4
M11-1,cell_4254,1
M11-1,cell_4255,4
M11-1,cell_4256,4
M11-1,cell_4257,3
M11-1,cell_4258,1
M11-1,cell_4259,1
M11-1,cell_426,3
M11-1,cell_4260,3
M11-1,cell_4261,4
M11-1,cell_4262,4
M11-1,cell_4263,3
M11-1,cell_4264,1
M11-1,cell_4265,1
M11-1,cell_4266,4
M11-1,cell_4267,3
M11-1,cell_4268,3
M11-1,cell_4269,4
M11-1,cell_427,3
M11-1,cell_4270,4
M11-1,cell_4271,1
M11-1,cell_4272,4
M11-1,cell_4273,1
M11-1,cell_4274,3
M11-1,cell_4275,3
M11-1,cell_4276,3
M11-1,cell_4277,4
M11-1,cell_4278,1
M11-1,cell_4279,3
M11-1,cell_428,4
M11-1,cell_4280,4
M11-1,cell_4281,1
M11-1,cell_4282,3
M11-1,cell_4283,4
M11-1,cell_4284,3
M11-1,cell_4285,4
M11-1,cell_4286,4
M11-1,cell_4287,1
M11-1,cell_4288,4
M11-1,cell_4289,1
M11-1,cell_429,4
M11-1,cell_4290,3
M11-1,cell_4291,3
M11-1,cell_4292,4
M11-1,cell_4293,1
M11-1,cell_4294,1
M11-1,cell_4295,4
M11-1,cell_4296,4
M11-1,cell_4297,1
M11-1,cell_4298,1
M11-1,cell_4299,1
M11-1,cell_43,1
M11-1,cell_430,3
M11-1,cell_4300,3
M11-1,cell_4301,3
M11-1,cell_4302,3
M11-1,cell_4303,3
M11-1,cell_4304,4
M11-1,cell_4305,1
M11-1,cell_4306,4
M11-1,cell_4307,4
M11-1,cell_4308,4
M11-1,cell_4309,3
M11-1,cell_431,3
M11-1,cell_4310,4
M11-1,cell_4311,4
M11-1,cell_4312,3
M11-1,cell_4313,1
M11-1,cell_4314,3
M11-1,cell_4315,4
M11-1,cell_4316,4
M11-1,cell_4317,3
M11-1,cell_4318,3
M11-1,cell_4319,4
M11-1,cell_432,3
M11-1,cell_4320,1
M11-1,cell_4321,4
M11-1,cell_4322,3
M11-1,cell_4323,3
M11-1,cell_4324,1
M11-1,cell_4325,3
M11-1,cell_4326,3
M11-1,cell_4327,4
M11-1,cell_4328,1
M11-1,cell_4329,4
M11-1,cell_433,4
M11-1,cell_4330,4
M11-1,cell_4331,3
M11-1,cell_4332,1
M11-1,cell_4333,4
M11-1,cell_4334,3
M11-1,cell_4335,3
M11-1,cell_4336,4
M11-1,cell_4337,3
M11-1,cell_4338,3
M11-1,cell_4339,4
M11-1,cell_434,4
M11-1,cell_4340,3
M11-1,cell_4341,3
M11-1,cell_4342,4
M11-1,cell_4343,1
M11-1,cell_4344,3
M11-1,cell_4345,4
M11-1,cell_4346,1
M11-1,cell_4347,1
M11-1,cell_4348,4
M11-1,cell_4349,4
M11-1,cell_435,4
M11-1,cell_4350,3
M11-1,cell_4351,4
M11-1,cell_4352,3
M11-1,cell_4353,3
M11-1,cell_4354,3
M11-1,cell_4355,3
M11-1,cell_4356,1
M11-1,cell_4357,4
M11-1,cell_4358,4
M11-1,cell_4359,4
M11-1,cell_436,1
M11-1,cell_4360,1
M11-1,cell_4361,4
M11-1,cell_4362,1
M11-1,cell_4363,4
M11-1,cell_4364,4
M11-1,cell_4365,3
M11-1,cell_4366,3
M11-1,cell_4367,3
M11-1,cell_4368,4
M11-1,cell_4369,3
M11-1,cell_437,1
M11-1,cell_4370,4
M11-1,cell_4371,3
M11-1,cell_4372,1
M11-1,cell_4373,3
M11-1,cell_4374,3
M11-1,cell_4375,1
M11-1,cell_4376,3
M11-1,cell_4377,3
M11-1,cell_4378,3
M11-1,cell_4379,1
M11-1,cell_438,3
M11-1,cell_4380,4
M11-1,cell_4381,3
M11-1,cell_4382,4
M11-1,cell_4383,3
M11-1,cell_4384,1
M11-1,cell_4385,3
M11-1,cell_4386,1
M11-1,cell_4387,1
M11-1,cell_4388,4
M11-1,cell_4389,4
M11-1,cell_439,4
M11-1,cell_4390,4
M11-1,cell_4391,1
M11-1,cell_4392,3
M11-1,cell_4393,1
M11-1,cell_4394,1
M11-1,cell_4395,4
M11-1,cell_4396,4
M11-1,cell_4397,1
M11-1,cell_4398,4
M11-1,cell_4399,1
M11-1,cell_44,4
M11-1,cell_440,3
M11-1,cell_4400,4
M11-1,cell_4401,4
M11-1,cell_4402,1
M11-1,cell_4403,3
M11-1,cell_4404,4
M11-1,cell_4405,4
M11-1,cell_4406,1
M11-1,cell_4407,4
M11-1,cell_4408,1
M11-1,cell_4409,4
M11-1,cell_441,4
M11-1,cell_4410,4
M11-1,cell_4411,3
M11-1,cell_4412,1
M11-1,cell_4413,4
M11-1,cell_4414,1
M11-1,cell_4415,3
M11-1,cell_4416,1
M11-1,cell_4417,1
M11-1,cell_4418,3
M11-1,cell_4419,4
M11-1,cell_442,3
M11-1,cell_4420,1
M11-1,cell_4421,1
M11-1,cell_4422,4
M11-1,cell_4423,4
M11-1,cell_4424,1
M11-1,cell_4425,3
M11-1,cell_4426,3
M11-1,cell_4427,1
M11-1,cell_4428,4
M11-1,cell_4429,3
M11-1,cell_443,4
M11-1,cell_4430,4
M11-1,cell_4431,4
M11-1,cell_4432,8
M11-1,cell_4433,1
M11-1,cell_4434,4
M11-1,cell_4435,3
M11-1,cell_4436,3
M11-1,cell_4437,4
M11-1,cell_4438,3
M11-1,cell_4439,3
M11-1,cell_444,1
M11-1,cell_4440,3
M11-1,cell_4441,3
M11-1,cell_4442,3
M11-1,cell_4443,4
M11-1,cell_4444,3
M11-1,cell_4445,4
M11-1,cell_4446,4
M11-1,cell_4447,4
M11-1,cell_4448,3
M11-1,cell_4449,3
M11-1,cell_445,4
M11-1,cell_4450,3
M11-1,cell_4451,4
M11-1,cell_4452,1
M11-1,cell_4453,4
M11-1,cell_4454,3
M11-1,cell_4455,3
M11-1,cell_4456,3
M11-1,cell_4457,4
M11-1,cell_4458,1
M11-1,cell_4459,3
M11-1,cell_446,1
M11-1,cell_4460,8
M11-1,cell_4461,3
M11-1,cell_4462,1
M11-1,cell_4463,3
M11-1,cell_4464,4
M11-1,cell_447,3
M11-1,cell_448,3
M11-1,cell_449,3
M11-1,cell_45,3
M11-1,cell_450,4
M11-1,cell_451,3
M11-1,cell_452,1
M11-1,cell_453,3
M11-1,cell_454,1
M11-1,cell_455,1
M11-1,cell_456,1
M11-1,cell_457,4
M11-1,cell_458,3
M11-1,cell_459,3
M11-1,cell_46,4
M11-1,cell_460,4
M11-1,cell_461,1
M11-1,cell_462,1
M11-1,cell_463,1
M11-1,cell_464,4
M11-1,cell_465,3
M11-1,cell_466,3
M11-1,cell_467,1
M11-1,cell_468,1
M11-1,cell_469,3
M11-1,cell_47,4
M11-1,cell_470,1
M11-1,cell_471,4
M11-1,cell_472,3
M11-1,cell_473,4
M11-1,cell_474,4
M11-1,cell_475,1
M11-1,cell_476,3
M11-1,cell_477,4
M11-1,cell_478,4
M11-1,cell_479,1
M11-1,cell_48,3
M11-1,cell_480,1
M11-1,cell_481,8
M11-1,cell_482,4
M11-1,cell_483,8
M11-1,cell_484,1
M11-1,cell_485,1
M11-1,cell_486,4
M11-1,cell_487,4
M11-1,cell_488,3
M11-1,cell_489,1
M11-1,cell_49,4
M11-1,cell_490,1
M11-1,cell_491,3
M11-1,cell_492,4
M11-1,cell_493,1
M11-1,cell_494,4
M11-1,cell_495,1
M11-1,cell_496,4
M11-1,cell_497,8
M11-1,cell_498,4
M11-1,cell_499,4
M11-1,cell_5,1
M11-1,cell_50,4
M11-1,cell_500,4
M11-1,cell_501,3
M11-1,cell_502,3
M11-1,cell_503,3
M11-1,cell_504,4
M11-1,cell_505,4
M11-1,cell_506,1
M11-1,cell_507,4
M11-1,cell_508,1
M11-1,cell_509,3
M11-1,cell_51,3
M11-1,cell_510,3
M11-1,cell_511,4
M11-1,cell_512,4
M11-1,cell_513,8
M11-1,cell_514,4
M11-1,cell_515,4
M11-1,cell_516,3
M11-1,cell_517,4
M11-1,cell_518,3
M11-1,cell_519,4
M11-1,cell_52,3
M11-1,cell_520,3
M11-1,cell_521,1
M11-1,cell_522,4
M11-1,cell_523,4
M11-1,cell_524,1
M11-1,cell_525,1
M11-1,cell_526,4
M11-1,cell_527,3
M11-1,cell_528,4
M11-1,cell_529,3
M11-1,cell_53,4
M11-1,cell_530,4
M11-1,cell_531,3
M11-1,cell_532,1
M11-1,cell_533,3
M11-1,cell_534,1
M11-1,cell_535,4
M11-1,cell_536,3
M11-1,cell_537,3
M11-1,cell_538,4
M11-1,cell_539,3
M11-1,cell_54,1
M11-1,cell_540,1
M11-1,cell_541,4
M11-1,cell_542,1
M11-1,cell_543,4
M11-1,cell_544,4
M11-1,cell_545,3
M11-1,cell_546,3
M11-1,cell_547,4
M11-1,cell_548,4
M11-1,cell_549,1
M11-1,cell_55,1
M11-1,cell_550,3
M11-1,cell_551,3
M11-1,cell_552,3
M11-1,cell_553,4
M11-1,cell_554,1
M11-1,cell_555,1
M11-1,cell_556,1
M11-1,cell_557,3
M11-1,cell_558,1
M11-1,cell_559,4
M11-1,cell_56,4
M11-1,cell_560,1
M11-1,cell_561,4
M11-1,cell_562,4
M11-1,cell_563,3
M11-1,cell_564,1
M11-1,cell_565,4
M11-1,cell_566,3
M11-1,cell_567,8
M11-1,cell_568,4
M11-1,cell_569,4
M11-1,cell_57,1
M11-1,cell_570,3
M11-1,cell_571,4
M11-1,cell_572,1
M11-1,cell_573,1
M11-1,cell_574,3
M11-1,cell_575,4
M11-1,cell_576,1
M11-1,cell_577,3
M11-1,cell_578,3
M11-1,cell_579,1
M11-1,cell_58,3
M11-1,cell_580,1
M11-1,cell_581,4
M11-1,cell_582,4
M11-1,cell_583,1
M11-1,cell_584,1
M11-1,cell_585,1
M11-1,cell_586,3
M11-1,cell_587,1
M11-1,cell_588,4
M11-1,cell_589,1
M11-1,cell_59,4
M11-1,cell_590,3
M11-1,cell_591,4
M11-1,cell_592,1
M11-1,cell_593,4
M11-1,cell_594,1
M11-1,cell_595,3
M11-1,cell_596,4
M11-1,cell_597,4
M11-1,cell_598,3
M11-1,cell_599,3
M11-1,cell_6,4
M11-1,cell_60,4
M11-1,cell_600,3
M11-1,cell_601,3
M11-1,cell_602,1
M11-1,cell_603,4
M11-1,cell_604,1
M11-1,cell_605,4
M11-1,cell_606,3
M11-1,cell_607,8
M11-1,cell_608,1
M11-1,cell_609,4
M11-1,cell_61,4
M11-1,cell_610,3
M11-1,cell_611,3
M11-1,cell_612,1
M11-1,cell_613,1
M11-1,cell_614,4
M11-1,cell_615,4
M11-1,cell_616,4
M11-1,cell_617,4
M11-1,cell_618,4
M11-1,cell_619,4
M11-1,cell_62,8
M11-1,cell_620,3
M11-1,cell_621,3
M11-1,cell_622,3
M11-1,cell_623,1
M11-1,cell_624,4
M11-1,cell_625,1
M11-1,cell_626,4
M11-1,cell_627,4
M11-1,cell_628,4
M11-1,cell_629,3
M11-1,cell_63,3
M11-1,cell_630,1
M11-1,cell_631,3
M11-1,cell_632,1
M11-1,cell_633,4
M11-1,cell_634,1
M11-1,cell_635,1
M11-1,cell_636,3
M11-1,cell_637,3
M11-1,cell_638,4
M11-1,cell_639,3
M11-1,cell_64,4
M11-1,cell_640,3
M11-1,cell_641,1
M11-1,cell_642,1
M11-1,cell_643,4
M11-1,cell_644,1
M11-1,cell_645,3
M11-1,cell_646,3
M11-1,cell_647,3
M11-1,cell_648,3
M11-1,cell_649,4
M11-1,cell_65,3
M11-1,cell_650,4
M11-1,cell_651,3
M11-1,cell_652,4
M11-1,cell_653,4
M11-1,cell_654,3
M11-1,cell_655,4
M11-1,cell_656,4
M11-1,cell_657,1
M11-1,cell_658,3
M11-1,cell_659,3
M11-1,cell_66,1
M11-1,cell_660,1
M11-1,cell_661,1
M11-1,cell_662,1
M11-1,cell_663,3
M11-1,cell_664,4
M11-1,cell_665,3
M11-1,cell_666,3
M11-1,cell_667,4
M11-1,cell_668,3
M11-1,cell_669,3
M11-1,cell_67,3
M11-1,cell_670,4
M11-1,cell_671,1
M11-1,cell_672,4
M11-1,cell_673,4
M11-1,cell_674,4
M11-1,cell_675,3
M11-1,cell_676,3
M11-1,cell_677,4
M11-1,cell_678,3
M11-1,cell_679,3
M11-1,cell_68,8
M11-1,cell_680,4
M11-1,cell_681,4
M11-1,cell_682,3
M11-1,cell_683,1
M11-1,cell_684,3
M11-1,cell_685,1
M11-1,cell_686,4
M11-1,cell_687,4
M11-1,cell_688,4
M11-1,cell_689,4
M11-1,cell_69,4
M11-1,cell_690,3
M11-1,cell_691,3
M11-1,cell_692,1
M11-1,cell_693,1
M11-1,cell_694,3
M11-1,cell_695,3
M11-1,cell_696,3
M11-1,cell_697,4
M11-1,cell_698,3
M11-1,cell_699,3
M11-1,cell_7,3
M11-1,cell_70,3
M11-1,cell_700,1
M11-1,cell_701,3
M11-1,cell_702,1
M11-1,cell_703,4
M11-1,cell_704,4
M11-1,cell_705,3
M11-1,cell_706,3
M11-1,cell_707,1
M11-1,cell_708,3
M11-1,cell_709,4
M11-1,cell_71,3
M11-1,cell_710,3
M11-1,cell_711,4
M11-1,cell_712,4
M11-1,cell_713,3
M11-1,cell_714,4
M11-1,cell_715,3
M11-1,cell_716,3
M11-1,cell_717,4
M11-1,cell_718,4
M11-1,cell_719,1
M11-1,cell_72,8
M11-1,cell_720,1
M11-1,cell_721,1
M11-1,cell_722,4
M11-1,cell_723,1
M11-1,cell_724,3
M11-1,cell_725,1
M11-1,cell_726,4
M11-1,cell_727,1
M11-1,cell_728,3
M11-1,cell_729,4
M11-1,cell_73,4
M11-1,cell_730,3
M11-1,cell_731,3
M11-1,cell_732,4
M11-1,cell_733,3
M11-1,cell_734,4
M11-1,cell_735,4
M11-1,cell_736,1
M11-1,cell_737,1
M11-1,cell_738,3
M11-1,cell_739,3
M11-1,cell_74,3
M11-1,cell_740,4
M11-1,cell_741,3
M11-1,cell_742,3
M11-1,cell_743,4
M11-1,cell_744,4
M11-1,cell_745,3
M11-1,cell_746,8
M11-1,cell_747,4
M11-1,cell_748,8
M11-1,cell_749,4
M11-1,cell_75,1
M11-1,cell_750,3
M11-1,cell_751,3
M11-1,cell_752,3
M11-1,cell_753,4
M11-1,cell_754,3
M11-1,cell_755,3
M11-1,cell_756,3
M11-1,cell_757,4
M11-1,cell_758,4
M11-1,cell_759,3
M11-1,cell_76,4
M11-1,cell_760,3
M11-1,cell_761,1
M11-1,cell_762,3
M11-1,cell_763,3
M11-1,cell_764,1
M11-1,cell_765,4
M11-1,cell_766,4
M11-1,cell_767,4
M11-1,cell_768,3
M11-1,cell_769,3
M11-1,cell_77,4
M11-1,cell_770,1
M11-1,cell_771,4
M11-1,cell_772,4
M11-1,cell_773,4
M11-1,cell_774,1
M11-1,cell_775,3
M11-1,cell_776,4
M11-1,cell_777,1
M11-1,cell_778,4
M11-1,cell_779,3
M11-1,cell_78,1
M11-1,cell_780,4
M11-1,cell_781,3
M11-1,cell_782,3
M11-1,cell_783,4
M11-1,cell_784,4
M11-1,cell_785,4
M11-1,cell_786,4
M11-1,cell_787,3
M11-1,cell_788,4
M11-1,cell_789,4
M11-1,cell_79,4
M11-1,cell_790,3
M11-1,cell_791,4
M11-1,cell_792,1
M11-1,cell_793,3
M11-1,cell_794,4
M11-1,cell_795,3
M11-1,cell_796,3
M11-1,cell_797,4
M11-1,cell_798,3
M11-1,cell_799,1
M11-1,cell_8,4
M11-1,cell_80,4
M11-1,cell_800,1
M11-1,cell_801,4
M11-1,cell_802,4
M11-1,cell_803,1
M11-1,cell_804,4
M11-1,cell_805,1
M11-1,cell_806,4
M11-1,cell_807,1
M11-1,cell_808,1
M11-1,cell_809,4
M11-1,cell_81,1
M11-1,cell_810,4
M11-1,cell_811,3
M11-1,cell_812,4
M11-1,cell_813,3
M11-1,cell_814,4
M11-1,cell_815,4
M11-1,cell_816,4
M11-1,cell_817,3
M11-1,cell_818,1
M11-1,cell_819,3
M11-1,cell_82,4
M11-1,cell_820,3
M11-1,cell_821,4
M11-1,cell_822,3
M11-1,cell_823,3
M11-1,cell_824,3
M11-1,cell_825,4
M11-1,cell_826,3
M11-1,cell_827,1
M11-1,cell_828,1
M11-1,cell_829,3
M11-1,cell_83,4
M11-1,cell_830,1
M11-1,cell_831,1
M11-1,cell_832,1
M11-1,cell_833,1
M11-1,cell_834,1
M11-1,cell_835,1
M11-1,cell_836,3
M11-1,cell_837,3
M11-1,cell_838,1
M11-1,cell_839,4
M11-1,cell_84,3
M11-1,cell_840,4
M11-1,cell_841,4
M11-1,cell_842,4
M11-1,cell_843,3
M11-1,cell_844,1
M11-1,cell_845,4
M11-1,cell_846,3
M11-1,cell_847,1
M11-1,cell_848,4
M11-1,cell_849,4
M11-1,cell_85,8
M11-1,cell_850,4
M11-1,cell_851,4
M11-1,cell_852,4
M11-1,cell_853,3
M11-1,cell_854,3
M11-1,cell_855,3
M11-1,cell_856,1
M11-1,cell_857,4
M11-1,cell_858,4
M11-1,cell_859,3
M11-1,cell_86,1
M11-1,cell_860,3
M11-1,cell_861,3
M11-1,cell_862,4
M11-1,cell_863,1
M11-1,cell_864,4
M11-1,cell_865,4
M11-1,cell_866,3
M11-1,cell_867,4
M11-1,cell_868,1
M11-1,cell_869,4
M11-1,cell_87,3
M11-1,cell_870,4
M11-1,cell_871,4
M11-1,cell_872,4
M11-1,cell_873,1
M11-1,cell_874,3
M11-1,cell_875,4
M11-1,cell_876,4
M11-1,cell_877,3
M11-1,cell_878,3
M11-1,cell_879,3
M11-1,cell_88,3
M11-1,cell_880,1
M11-1,cell_881,3
M11-1,cell_882,4
M11-1,cell_883,4
M11-1,cell_884,3
M11-1,cell_885,8
M11-1,cell_886,3
M11-1,cell_887,4
M11-1,cell_888,3
M11-1,cell_889,4
M11-1,cell_89,1
M11-1,cell_890,4
M11-1,cell_891,1
M11-1,cell_892,1
M11-1,cell_893,4
M11-1,cell_894,3
M11-1,cell_895,4
M11-1,cell_896,1
M11-1,cell_897,1
M11-1,cell_898,3
M11-1,cell_899,1
M11-1,cell_9,4
M11-1,cell_90,4
M11-1,cell_900,4
M11-1,cell_901,3
M11-1,cell_902,1
M11-1,cell_903,4
M11-1,cell_904,1
M11-1,cell_905,4
M11-1,cell_906,4
M11-1,cell_907,3
M11-1,cell_908,1
M11-1,cell_909,4
M11-1,cell_91,4
M11-1,cell_910,1
