,cell_barcode,clone_id
M11-1,cell_1970,1
M11-1,cell_1971,8
M11-1,cell_1972,3
M11-1,cell_1973,1
M11-1,cell_1974,4
M11-1,cell_1975,3
M11-1,cell_1976,4
M11-1,cell_1977,3
M11-1,cell_1978,1
M11-1,cell_1979,3
M11-1,cell_198,3
M11-1,cell_1980,3
M11-1,cell_1981,1
M11-1,cell_1982,4
M11-1,cell_1983,1
M11-1,cell_1984,4
M11-1,cell_1985,1
M11-1,cell_1986,3
M11-1,cell_1987,4
M11-1,cell_1988,4
M11-1,cell_1989,3
M11-1,cell_199,4
M11-1,cell_1990,4
M11-1,cell_1991,1
M11-1,cell_1992,3
M11-1,cell_1993,1
M11-1,cell_1994,3
M11-1,cell_1995,4
M11-1,cell_1996,4
M11-1,cell_1997,4
M11-1,cell_1998,4
M11-1,cell_1999,4
M11-1,cell_2,3
M11-1,cell_20,4
M11-1,cell_200,1
M11-1,cell_2000,4
M11-1,cell_2001,1
M11-1,cell_2002,4
M11-1,cell_2003,3
M11-1,cell_2004,4
M11-1,cell_2005,4
M11-1,cell_2006,4
M11-1,cell_2007,3
M11-1,cell_2008,1
M11-1,cell_2009,8
M11-1,cell_201,1
M11-1,cell_2010,1
M11-1,cell_2011,4
M11-1,cell_2012,4
M11-1,cell_2013,1
M11-1,cell_2014,4
M11-1,cell_2015,1
M11-1,cell_2016,4
M11-1,cell_2017,4
M11-1,cell_2018,4
M11-1,cell_2019,4
M11-1,cell_202,4
M11-1,cell_2020,1
M11-1,cell_2021,4
M11-1,cell_2022,1
M11-1,cell_2023,4
M11-1,cell_2024,3
M11-1,cell_2025,4
M11-1,cell_2026,4
M11-1,cell_2027,3
M11-1,cell_2028,3
M11-1,cell_2029,4
M11-1,cell_203,4
M11-1,cell_2030,4
M11-1,cell_2031,1
M11-1,cell_2032,4
M11-1,cell_2033,3
M11-1,cell_2034,3
M11-1,cell_2035,4
M11-1,cell_2036,1
M11-1,cell_2037,4
M11-1,cell_2038,1
M11-1,cell_2039,3
M11-1,cell_204,1
M11-1,cell_2040,1
M11-1,cell_2041,1
M11-1,cell_2042,4
M11-1,cell_2043,4
M11-1,cell_2044,4
M11-1,cell_2045,3
M11-1,cell_2046,4
M11-1,cell_2047,4
M11-1,cell_2048,3
M11-1,cell_2049,1
M11-1,cell_205,1
M11-1,cell_2050,3
M11-1,cell_2051,1
M11-1,cell_2052,1
M11-1,cell_2053,3
M11-1,cell_2054,1
M11-1,cell_2055,1
M11-1,cell_2056,4
M11-1,cell_2057,4
M11-1,cell_2058,3
M11-1,cell_2059,4
M11-1,cell_206,4
M11-1,cell_2060,1
M11-1,cell_2061,1
M11-1,cell_2062,3
M11-1,cell_2063,3
M11-1,cell_2064,1
M11-1,cell_2065,4
M11-1,cell_2066,1
M11-1,cell_2067,1
M11-1,cell_2068,3
M11-1,cell_2069,4
M11-1,cell_207,3
M11-1,cell_2070,1
M11-1,cell_2071,3
M11-1,cell_2072,4
M11-1,cell_2073,4
M11-1,cell_2074,4
M11-1,cell_2075,3
M11-1,cell_2076,4
M11-1,cell_2077,4
M11-1,cell_2078,4
M11-1,cell_2079,1
M11-1,cell_208,4
M11-1,cell_2080,3
M11-1,cell_2081,4
M11-1,cell_2082,3
M11-1,cell_2083,3
M11-1,cell_2084,3
M11-1,cell_2085,3
M11-1,cell_2086,3
M11-1,cell_2087,4
M11-1,cell_2088,4
M11-1,cell_2089,4
M11-1,cell_209,4
M11-1,cell_2090,4
M11-1,cell_2091,1
M11-1,cell_2092,1
M11-1,cell_2093,4
M11-1,cell_2094,1
M11-1,cell_2095,3
M11-1,cell_2096,4
M11-1,cell_2097,1
M11-1,cell_2098,1
M11-1,cell_2099,1
M11-1,cell_21,3
M11-1,cell_210,3
M11-1,cell_2100,3
M11-1,cell_2101,4
M11-1,cell_2102,4
M11-1,cell_2103,8
M11-1,cell_2104,1
M11-1,cell_2105,1
M11-1,cell_2106,4
M11-1,cell_2107,4
M11-1,cell_2108,4
M11-1,cell_2109,1
M11-1,cell_211,3
M11-1,cell_2110,3
M11-1,cell_2111,4
M11-1,cell_2112,3
M11-1,cell_2113,4
M11-1,cell_2114,4
M11-1,cell_2115,4
M11-1,cell_2116,3
M11-1,cell_2117,1
M11-1,cell_2118,4
M11-1,cell_2119,1
M11-1,cell_212,1
M11-1,cell_2120,4
M11-1,cell_2121,4
M11-1,cell_2122,3
M11-1,cell_2123,3
M11-1,cell_2124,1
M11-1,cell_2125,3
M11-1,cell_2126,4
M11-1,cell_2127,1
M11-1,cell_2128,4
M11-1,cell_2129,1
M11-1,cell_213,3
M11-1,cell_2130,1
M11-1,cell_2131,1
M11-1,cell_2132,1
M11-1,cell_2133,1
M11-1,cell_2134,8
M11-1,cell_2135,1
M11-1,cell_2136,3
M11-1,cell_2137,4
M11-1,cell_2138,4
M11-1,cell_2139,4
M11-1,cell_214,3
M11-1,cell_2140,1
M11-1,cell_2141,4
M11-1,cell_2142,4
M11-1,cell_2143,1
M11-1,cell_2144,4
M11-1,cell_2145,3
M11-1,cell_2146,3
M11-1,cell_2147,3
M11-1,cell_2148,4
M11-1,cell_2149,3
M11-1,cell_215,3
M11-1,cell_2150,1
M11-1,cell_2151,3
M11-1,cell_2152,4
M11-1,cell_2153,4
M11-1,cell_2154,3
M11-1,cell_2155,4
M11-1,cell_2156,1
M11-1,cell_2157,3
M11-1,cell_2158,4
M11-1,cell_2159,4
M11-1,cell_216,1
M11-1,cell_2160,1
M11-1,cell_2161,3
M11-1,cell_2162,1
M11-1,cell_2163,4
M11-1,cell_2164,4
M11-1,cell_2165,1
M11-1,cell_2166,1
M11-1,cell_2167,1
M11-1,cell_2168,4
M11-1,cell_2169,1
M11-1,cell_217,4
M11-1,cell_2170,3
M11-1,cell_2171,4
M11-1,cell_2172,4
M11-1,cell_2173,3
M11-1,cell_2174,3
M11-1,cell_2175,3
M11-1,cell_2176,3
M11-1,cell_2177,4
M11-1,cell_2178,4
M11-1,cell_2179,4
M11-1,cell_218,1
M11-1,cell_2180,1
M11-1,cell_2181,3
M11-1,cell_2182,4
M11-1,cell_2183,4
M11-1,cell_2184,4
M11-1,cell_2185,1
M11-1,cell_2186,8
M11-1,cell_2187,4
M11-1,cell_2188,4
M11-1,cell_2189,3
M11-1,cell_219,4
M11-1,cell_2190,3
M11-1,cell_2191,3
M11-1,cell_2192,3
M11-1,cell_2193,4
M11-1,cell_2194,1
M11-1,cell_2195,3
M11-1,cell_2196,4
M11-1,cell_2197,1
M11-1,cell_2198,1
M11-1,cell_2199,4
M11-1,cell_22,4
M11-1,cell_220,1
M11-1,cell_2200,3
M11-1,cell_2201,3
M11-1,cell_2202,1
M11-1,cell_2203,4
M11-1,cell_2204,1
M11-1,cell_2205,4
M11-1,cell_2206,8
M11-1,cell_2207,4
M11-1,cell_2208,1
M11-1,cell_2209,3
M11-1,cell_221,1
M11-1,cell_2210,3
M11-1,cell_2211,1
M11-1,cell_2212,3
M11-1,cell_2213,4
M11-1,cell_2214,4
M11-1,cell_2215,4
M11-1,cell_2216,4
M11-1,cell_2217,1
M11-1,cell_2218,4
M11-1,cell_2219,4
M11-1,cell_222,4
M11-1,cell_2220,4
M11-1,cell_2221,4
M11-1,cell_2222,4
M11-1,cell_2223,4
M11-1,cell_2224,1
M11-1,cell_2225,3
M11-1,cell_2226,3
M11-1,cell_2227,1
M11-1,cell_2228,1
M11-1,cell_2229,3
M11-1,cell_223,3
M11-1,cell_2230,4
M11-1,cell_2231,4
M11-1,cell_2232,3
M11-1,cell_2233,3
M11-1,cell_2234,3
M11-1,cell_2235,3
M11-1,cell_2236,4
M11-1,cell_2237,3
M11-1,cell_2238,1
M11-1,cell_2239,3
M11-1,cell_224,4
M11-1,cell_2240,4
M11-1,cell_2241,8
M11-1,cell_2242,4
M11-1,cell_2243,3
M11-1,cell_2244,3
M11-1,cell_2245,1
M11-1,cell_2246,4
M11-1,cell_2247,3
M11-1,cell_2248,1
M11-1,cell_2249,1
M11-1,cell_225,3
M11-1,cell_2250,3
M11-1,cell_2251,3
M11-1,cell_2252,4
M11-1,cell_2253,1
M11-1,cell_2254,1
M11-1,cell_2255,3
M11-1,cell_2256,4
M11-1,cell_2257,4
M11-1,cell_2258,3
M11-1,cell_2259,3
M11-1,cell_226,4
M11-1,cell_2260,3
M11-1,cell_2261,4
M11-1,cell_2262,4
M11-1,cell_2263,1
M11-1,cell_2264,4
M11-1,cell_2265,1
M11-1,cell_2266,3
M11-1,cell_2267,4
M11-1,cell_2268,3
M11-1,cell_2269,4
M11-1,cell_227,4
M11-1,cell_2270,4
M11-1,cell_2271,4
M11-1,cell_2272,4
M11-1,cell_2273,3
M11-1,cell_2274,4
M11-1,cell_2275,4
M11-1,cell_2276,4
M11-1,cell_2277,1
M11-1,cell_2278,4
M11-1,cell_2279,1
M11-1,cell_228,3
M11-1,cell_2280,1
M11-1,cell_2281,1
M11-1,cell_2282,3
M11-1,cell_2283,3
M11-1,cell_2284,3
M11-1,cell_2285,4
M11-1,cell_2286,1
M11-1,cell_2287,4
M11-1,cell_2288,1
M11-1,cell_2289,3
M11-1,cell_229,1
M11-1,cell_2290,4
M11-1,cell_2291,4
M11-1,cell_2292,4
M11-1,cell_2293,1
M11-1,cell_2294,1
M11-1,cell_2295,4
M11-1,cell_2296,4
M11-1,cell_2297,4
M11-1,cell_2298,1
M11-1,cell_2299,3
M11-1,cell_23,4
M11-1,cell_230,3
M11-1,cell_2300,4
M11-1,cell_2301,1
M11-1,cell_2302,3
M11-1,cell_2303,4
M11-1,cell_2304,4
M11-1,cell_2305,4
M11-1,cell_2306,4
M11-1,cell_2307,3
M11-1,cell_2308,4
M11-1,cell_2309,1
M11-1,cell_231,3
M11-1,cell_2310,4
M11-1,cell_2311,4
M11-1,cell_2312,1
M11-1,cell_2313,3
M11-1,cell_2314,4
M11-1,cell_2315,3
M11-1,cell_2316,1
M11-1,cell_2317,3
M11-1,cell_2318,1
M11-1,cell_2319,1
M11-1,cell_232,4
M11-1,cell_2320,4
M11-1,cell_2321,1
M11-1,cell_2322,3
M11-1,cell_2323,1
M11-1,cell_2324,4
M11-1,cell_2325,3
M11-1,cell_2326,4
M11-1,cell_2327,1
M11-1,cell_2328,1
M11-1,cell_2329,1
M11-1,cell_233,4
M11-1,cell_2330,3
M11-1,cell_2331,3
M11-1,cell_2332,4
M11-1,cell_2333,4
M11-1,cell_2334,1
M11-1,cell_2335,3
M11-1,cell_2336,4
M11-1,cell_2337,1
M11-1,cell_2338,3
M11-1,cell_2339,3
M11-1,cell_234,4
M11-1,cell_2340,1
M11-1,cell_2341,4
M11-1,cell_2342,4
M11-1,cell_2343,3
M11-1,cell_2344,4
M11-1,cell_2345,3
M11-1,cell_2346,4
M11-1,cell_2347,4
M11-1,cell_2348,1
M11-1,cell_2349,3
M11-1,cell_235,3
M11-1,cell_2350,4
M11-1,cell_2351,3
M11-1,cell_2352,1
M11-1,cell_2353,4
M11-1,cell_2354,3
M11-1,cell_2355,1
M11-1,cell_2356,1
M11-1,cell_2357,4
M11-1,cell_2358,1
M11-1,cell_2359,3
M11-1,cell_236,4
M11-1,cell_2360,3
M11-1,cell_2361,1
M11-1,cell_2362,1
M11-1,cell_2363,4
M11-1,cell_2364,4
M11-1,cell_2365,1
M11-1,cell_2366,1
M11-1,cell_2367,4
M11-1,cell_2368,4
M11-1,cell_2369,3
M11-1,cell_237,3
M11-1,cell_2370,4
M11-1,cell_2371,3
M11-1,cell_2372,3
M11-1,cell_2373,4
M11-1,cell_2374,3
M11-1,cell_2375,1
M11-1,cell_2376,4
M11-1,cell_2377,4
M11-1,cell_2378,3
M11-1,cell_2379,4
M11-1,cell_238,3
M11-1,cell_2380,4
M11-1,cell_2381,4
M11-1,cell_2382,4
M11-1,cell_2383,4
M11-1,cell_2384,4
M11-1,cell_2385,4
M11-1,cell_2386,4
M11-1,cell_2387,3
M11-1,cell_2388,1
M11-1,cell_2389,1
M11-1,cell_239,1
M11-1,cell_2390,4
M11-1,cell_2391,4
M11-1,cell_2392,1
M11-1,cell_2393,4
M11-1,cell_2394,3
M11-1,cell_2395,4
M11-1,cell_2396,3
M11-1,cell_2397,4
M11-1,cell_2398,4
M11-1,cell_2399,3
M11-1,cell_24,3
M11-1,cell_240,4
M11-1,cell_2400,4
M11-1,cell_2401,3
M11-1,cell_2402,4
M11-1,cell_2403,4
M11-1,cell_2404,3
M11-1,cell_2405,4
M11-1,cell_2406,1
M11-1,cell_2407,8
M11-1,cell_2408,4
M11-1,cell_2409,1
M11-1,cell_241,3
M11-1,cell_2410,3
M11-1,cell_2411,4
M11-1,cell_2412,3
M11-1,cell_2413,1
M11-1,cell_2414,4
M11-1,cell_2415,1
M11-1,cell_2416,4
M11-1,cell_2417,4
M11-1,cell_2418,3
M11-1,cell_2419,4
M11-1,cell_242,3
M11-1,cell_2420,3
M11-1,cell_2421,3
M11-1,cell_2422,3
M11-1,cell_2423,1
M11-1,cell_2424,3
M11-1,cell_2425,4
M11-1,cell_2426,4
M11-1,cell_2427,4
M11-1,cell_2428,4
M11-1,cell_2429,4
M11-1,cell_243,3
M11-1,cell_2430,4
M11-1,cell_2431,3
M11-1,cell_2432,1
M11-1,cell_2433,3
M11-1,cell_2434,1
M11-1,cell_2435,4
M11-1,cell_2436,4
M11-1,cell_2437,1
M11-1,cell_2438,3
M11-1,cell_2439,3
M11-1,cell_244,4
M11-1,cell_2440,4
M11-1,cell_2441,3
M11-1,cell_2442,4
M11-1,cell_2443,3
M11-1,cell_2444,3
M11-1,cell_2445,3
M11-1,cell_2446,1
M11-1,cell_2447,3
M11-1,cell_2448,3
M11-1,cell_2449,1
M11-1,cell_245,3
M11-1,cell_2450,3
M11-1,cell_2451,1
M11-1,cell_2452,4
M11-1,cell_2453,1
M11-1,cell_2454,4
M11-1,cell_2455,4
M11-1,cell_2456,4
M11-1,cell_2457,4
M11-1,cell_2458,3
M11-1,cell_2459,1
M11-1,cell_246,1
M11-1,cell_2460,1
M11-1,cell_2461,3
M11-1,cell_2462,1
M11-1,cell_2463,4
M11-1,cell_2464,4
M11-1,cell_2465,3
M11-1,cell_2466,3
M11-1,cell_2467,1
M11-1,cell_2468,1
M11-1,cell_2469,1
M11-1,cell_247,3
M11-1,cell_2470,1
M11-1,cell_2471,1
M11-1,cell_2472,4
M11-1,cell_2473,1
M11-1,cell_2474,1
M11-1,cell_2475,1
M11-1,cell_2476,4
M11-1,cell_2477,4
M11-1,cell_2478,1
M11-1,cell_2479,3
M11-1,cell_248,3
M11-1,cell_2480,3
M11-1,cell_2481,3
M11-1,cell_2482,4
M11-1,cell_2483,1
M11-1,cell_2484,1
M11-1,cell_2485,4
M11-1,cell_2486,3
M11-1,cell_2487,1
M11-1,cell_2488,1
M11-1,cell_2489,1
M11-1,cell_249,3
M11-1,cell_2490,4
M11-1,cell_2491,3
M11-1,cell_2492,1
M11-1,cell_2493,1
M11-1,cell_2494,4
M11-1,cell_2495,4
M11-1,cell_2496,4
M11-1,cell_2497,1
M11-1,cell_2498,4
M11-1,cell_2499,1
M11-1,cell_25,3
M11-1,cell_250,1
M11-1,cell_2500,3
M11-1,cell_2501,4
M11-1,cell_2502,3
M11-1,cell_2503,1
M11-1,cell_2504,3
M11-1,cell_2505,4
M11-1,cell_2506,4
M11-1,cell_2507,1
M11-1,cell_2508,4
M11-1,cell_2509,3
M11-1,cell_251,3
M11-1,cell_2510,3
M11-1,cell_2511,1
M11-1,cell_2512,4
M11-1,cell_2513,1
M11-1,cell_2514,1
M11-1,cell_2515,4
M11-1,cell_2516,3
M11-1,cell_2517,4
M11-1,cell_2518,4
M11-1,cell_2519,3
M11-1,cell_252,1
M11-1,cell_2520,1
M11-1,cell_2521,4
M11-1,cell_2522,3
M11-1,cell_2523,3
M11-1,cell_2524,4
M11-1,cell_2525,1
M11-1,cell_2526,4
M11-1,cell_2527,1
M11-1,cell_2528,3
M11-1,cell_2529,3
M11-1,cell_253,1
M11-1,cell_2530,4
M11-1,cell_2531,4
M11-1,cell_2532,3
M11-1,cell_2533,4
M11-1,cell_2534,3
M11-1,cell_2535,4
M11-1,cell_2536,3
M11-1,cell_2537,4
M11-1,cell_2538,4
M11-1,cell_2539,4
M11-1,cell_254,1
M11-1,cell_2540,3
M11-1,cell_2541,3
M11-1,cell_2542,4
M11-1,cell_2543,1
M11-1,cell_2544,4
M11-1,cell_2545,3
M11-1,cell_2546,3
M11-1,cell_2547,3
M11-1,cell_2548,3
M11-1,cell_2549,4
M11-1,cell_255,4
M11-1,cell_2550,1
M11-1,cell_2551,3
M11-1,cell_2552,4
M11-1,cell_2553,4
M11-1,cell_2554,1
M11-1,cell_2555,3
M11-1,cell_2556,1
M11-1,cell_2557,3
M11-1,cell_2558,1
M11-1,cell_2559,4
M11-1,cell_256,3
M11-1,cell_2560,4
M11-1,cell_2561,8
M11-1,cell_2562,3
M11-1,cell_2563,4
M11-1,cell_2564,1
M11-1,cell_2565,1
M11-1,cell_2566,3
M11-1,cell_2567,4
M11-1,cell_2568,1
M11-1,cell_2569,1
M11-1,cell_257,1
M11-1,cell_2570,4
M11-1,cell_2571,4
M11-1,cell_2572,4
M11-1,cell_2573,4
M11-1,cell_2574,4
M11-1,cell_2575,3
M11-1,cell_2576,1
M11-1,cell_2577,3
M11-1,cell_2578,1
M11-1,cell_2579,3
M11-1,cell_258,1
M11-1,cell_2580,3
M11-1,cell_2581,3
M11-1,cell_2582,4
M11-1,cell_2583,3
M11-1,cell_2584,3
M11-1,cell_2585,1
M11-1,cell_2586,3
M11-1,cell_2587,4
M11-1,cell_2588,1
M11-1,cell_2589,3
M11-1,cell_259,4
M11-1,cell_2590,4
M11-1,cell_2591,4
M11-1,cell_2592,3
M11-1,cell_2593,3
M11-1,cell_2594,8
M11-1,cell_2595,3
M11-1,cell_2596,4
M11-1,cell_2597,4
M11-1,cell_2598,1
M11-1,cell_2599,3
M11-1,cell_26,3
M11-1,cell_260,1
M11-1,cell_2600,4
M11-1,cell_2601,4
M11-1,cell_2602,4
M11-1,cell_2603,3
M11-1,cell_2604,1
M11-1,cell_2605,3
M11-1,cell_2606,1
M11-1,cell_2607,3
M11-1,cell_2608,4
M11-1,cell_2609,1
M11-1,cell_261,4
M11-1,cell_2610,4
M11-1,cell_2611,8
M11-1,cell_2612,3
M11-1,cell_2613,4
M11-1,cell_2614,4
M11-1,cell_2615,4
M11-1,cell_2616,4
M11-1,cell_2617,1
M11-1,cell_2618,4
M11-1,cell_2619,3
M11-1,cell_262,3
M11-1,cell_2620,4
M11-1,cell_2621,4
M11-1,cell_2622,3
M11-1,cell_2623,3
M11-1,cell_2624,4
M11-1,cell_2625,1
M11-1,cell_2626,1
M11-1,cell_2627,3
M11-1,cell_2628,3
M11-1,cell_2629,4
M11-1,cell_263,3
M11-1,cell_2630,1
M11-1,cell_2631,4
M11-1,cell_2632,1
M11-1,cell_2633,3
M11-1,cell_2634,4
M11-1,cell_2635,4
M11-1,cell_2636,3
M11-1,cell_2637,4
M11-1,cell_2638,3
M11-1,cell_2639,4
M11-1,cell_264,3
M11-1,cell_2640,4
M11-1,cell_2641,3
M11-1,cell_2642,1
M11-1,cell_2643,1
M11-1,cell_2644,1
M11-1,cell_2645,1
M11-1,cell_2646,8
M11-1,cell_2647,3
M11-1,cell_2648,3
M11-1,cell_2649,4
M11-1,cell_265,3
M11-1,cell_2650,4
M11-1,cell_2651,4
M11-1,cell_2652,4
M11-1,cell_2653,4
M11-1,cell_2654,3
M11-1,cell_2655,4
M11-1,cell_2656,3
M11-1,cell_2657,4
M11-1,cell_2658,4
M11-1,cell_2659,1
M11-1,cell_266,1
M11-1,cell_2660,4
M11-1,cell_2661,4
M11-1,cell_2662,3
M11-1,cell_2663,4
M11-1,cell_2664,4
M11-1,cell_2665,4
M11-1,cell_2666,3
M11-1,cell_2667,1
M11-1,cell_2668,1
M11-1,cell_2669,8
M11-1,cell_267,4
M11-1,cell_2670,3
M11-1,cell_2671,1
M11-1,cell_2672,3
M11-1,cell_2673,4
M11-1,cell_2674,3
M11-1,cell_2675,1
M11-1,cell_2676,4
M11-1,cell_2677,3
M11-1,cell_2678,3
M11-1,cell_2679,4
M11-1,cell_268,4
M11-1,cell_2680,3
M11-1,cell_2681,3
M11-1,cell_2682,3
M11-1,cell_2683,3
M11-1,cell_2684,3
M11-1,cell_2685,1
M11-1,cell_2686,3
M11-1,cell_2687,3
M11-1,cell_2688,3
M11-1,cell_2689,3
M11-1,cell_269,1
M11-1,cell_2690,1
M11-1,cell_2691,1
M11-1,cell_2692,3
M11-1,cell_2693,1
M11-1,cell_2694,4
M11-1,cell_2695,3
M11-1,cell_2696,3
M11-1,cell_2697,1
M11-1,cell_2698,3
M11-1,cell_2699,3
M11-1,cell_27,1
M11-1,cell_270,1
M11-1,cell_2700,4
M11-1,cell_2701,1
M11-1,cell_2702,4
M11-1,cell_2703,3
M11-1,cell_2704,3
M11-1,cell_2705,3
M11-1,cell_2706,4
M11-1,cell_2707,3
M11-1,cell_2708,8
M11-1,cell_2709,4
M11-1,cell_271,1
M11-1,cell_2710,3
M11-1,cell_2711,4
M11-1,cell_2712,4
M11-1,cell_2713,3
M11-1,cell_2714,3
M11-1,cell_2715,3
M11-1,cell_2716,4
M11-1,cell_2717,1
M11-1,cell_2718,4
M11-1,cell_2719,4
M11-1,cell_272,4
M11-1,cell_2720,4
M11-1,cell_2721,1
M11-1,cell_2722,1
M11-1,cell_2723,4
M11-1,cell_2724,3
M11-1,cell_2725,3
M11-1,cell_2726,3
M11-1,cell_2727,1
M11-1,cell_2728,3
M11-1,cell_2729,4
M11-1,cell_273,3
M11-1,cell_2730,3
M11-1,cell_2731,1
M11-1,cell_2732,4
M11-1,cell_2733,4
M11-1,cell_2734,3
M11-1,cell_2735,1
M11-1,cell_2736,3
M11-1,cell_2737,4
M11-1,cell_2738,1
M11-1,cell_2739,3
M11-1,cell_274,1
M11-1,cell_2740,3
M11-1,cell_2741,4
M11-1,cell_2742,3
M11-1,cell_2743,1
M11-1,cell_2744,4
M11-1,cell_2745,4
M11-1,cell_2746,3
M11-1,cell_2747,3
M11-1,cell_2748,4
M11-1,cell_2749,4
M11-1,cell_275,3
M11-1,cell_2750,4
M11-1,cell_2751,3
M11-1,cell_2752,1
M11-1,cell_2753,1
M11-1,cell_2754,4
M11-1,cell_2755,4
M11-1,cell_2756,3
M11-1,cell_2757,8
M11-1,cell_2758,4
M11-1,cell_2759,3
M11-1,cell_276,1
M11-1,cell_2760,4
M11-1,cell_2761,4
M11-1,cell_2762,4
M11-1,cell_2763,4
M11-1,cell_2764,4
M11-1,cell_2765,1
M11-1,cell_2766,3
M11-1,cell_2767,4
M11-1,cell_2768,1
M11-1,cell_2769,4
M11-1,cell_277,4
M11-1,cell_2770,4
M11-1,cell_2771,4
M11-1,cell_2772,3
M11-1,cell_2773,4
M11-1,cell_2774,3
M11-1,cell_2775,3
M11-1,cell_2776,4
M11-1,cell_2777,4
M11-1,cell_2778,1
M11-1,cell_2779,1
M11-1,cell_278,4
M11-1,cell_2780,3
M11-1,cell_2781,3
M11-1,cell_2782,4
M11-1,cell_2783,3
M11-1,cell_2784,4
M11-1,cell_2785,4
M11-1,cell_2786,4
M11-1,cell_2787,3
M11-1,cell_2788,4
M11-1,cell_2789,4
M11-1,cell_279,3
M11-1,cell_2790,4
M11-1,cell_2791,3
M11-1,cell_2792,4
M11-1,cell_2793,3
M11-1,cell_2794,1
M11-1,cell_2795,1
M11-1,cell_2796,4
M11-1,cell_2797,3
M11-1,cell_2798,4
M11-1,cell_2799,3
M11-1,cell_28,3
M11-1,cell_280,3
M11-1,cell_2800,3
M11-1,cell_2801,1
M11-1,cell_2802,3
M11-1,cell_2803,1
M11-1,cell_2804,4
M11-1,cell_2805,1
M11-1,cell_2806,3
M11-1,cell_2807,1
M11-1,cell_2808,1
M11-1,cell_2809,1
M11-1,cell_281,3
M11-1,cell_2810,4
M11-1,cell_2811,4
M11-1,cell_2812,4
M11-1,cell_2813,3
M11-1,cell_2814,3
M11-1,cell_2815,1
M11-1,cell_2816,1
M11-1,cell_2817,4
M11-1,cell_2818,4
M11-1,cell_2819,3
M11-1,cell_282,1
M11-1,cell_2820,1
M11-1,cell_2821,3
M11-1,cell_2822,1
M11-1,cell_2823,4
M11-1,cell_2824,4
M11-1,cell_2825,1
M11-1,cell_2826,4
M11-1,cell_2827,4
M11-1,cell_2828,4
M11-1,cell_2829,3
M11-1,cell_283,4
M11-1,cell_2830,1
M11-1,cell_2831,3
M11-1,cell_2832,3
M11-1,cell_2833,1
M11-1,cell_2834,1
M11-1,cell_2835,3
M11-1,cell_2836,4
M11-1,cell_2837,1
M11-1,cell_2838,3
M11-1,cell_2839,3
M11-1,cell_284,3
M11-1,cell_2840,1
M11-1,cell_2841,4
M11-1,cell_2842,4
M11-1,cell_2843,1
M11-1,cell_2844,3
M11-1,cell_2845,1
M11-1,cell_2846,3
M11-1,cell_2847,3
M11-1,cell_2848,1
M11-1,cell_2849,4
M11-1,cell_285,3
M11-1,cell_2850,4
M11-1,cell_2851,4
M11-1,cell_2852,1
M11-1,cell_2853,8
M11-1,cell_2854,3
M11-1,cell_2855,3
M11-1,cell_2856,3
M11-1,cell_2857,4
M11-1,cell_2858,1
M11-1,cell_2859,3
M11-1,cell_286,1
M11-1,cell_2860,4
M11-1,cell_2861,4
M11-1,cell_2862,4
M11-1,cell_2863,1
M11-1,cell_2864,1
M11-1,cell_2865,3
M11-1,cell_2866,4
M11-1,cell_2867,1
M11-1,cell_2868,4
M11-1,cell_2869,4
M11-1,cell_287,4
M11-1,cell_2870,3
M11-1,cell_2871,4
M11-1,cell_2872,3
M11-1,cell_2873,4
M11-1,cell_2874,1
M11-1,cell_2875,3
M11-1,cell_2876,3
M11-1,cell_2877,3
M11-1,cell_2878,1
M11-1,cell_2879,3
M11-1,cell_288,1
M11-1,cell_2880,3
M11-1,cell_2881,4
M11-1,cell_2882,3
M11-1,cell_2883,3
M11-1,cell_2884,4
M11-1,cell_2885,1
M11-1,cell_2886,4
M11-1,cell_2887,1
M11-1,cell_2888,4
M11-1,cell_2889,4
M11-1,cell_289,3
M11-1,cell_2890,4
M11-1,cell_2891,4
M11-1,cell_2892,4
M11-1,cell_2893,1
M11-1,cell_2894,4
M11-1,cell_2895,4
M11-1,cell_2896,3
M11-1,cell_2897,3
M11-1,cell_2898,4
M11-1,cell_2899,4
M11-1,cell_29,3
M11-1,cell_290,3
M11-1,cell_2900,3
M11-1,cell_2901,8
M11-1,cell_2902,3
M11-1,cell_2903,4
M11-1,cell_2904,4
M11-1,cell_2905,3
M11-1,cell_2906,4
M11-1,cell_2907,1
M11-1,cell_2908,4
M11-1,cell_2909,1
M11-1,cell_291,8
M11-1,cell_2910,4
M11-1,cell_2911,3
M11-1,cell_2912,3
M11-1,cell_2913,1
M11-1,cell_2914,4
M11-1,cell_2915,1
M11-1,cell_2916,4
M11-1,cell_2917,3
M11-1,cell_2918,3
M11-1,cell_2919,1
M11-1,cell_292,8
M11-1,cell_2920,4
M11-1,cell_2921,1
M11-1,cell_2922,4
M11-1,cell_2923,4
M11-1,cell_2924,3
M11-1,cell_2925,4
M11-1,cell_2926,1
M11-1,cell_2927,4
M11-1,cell_2928,4
M11-1,cell_2929,4
M11-1,cell_293,4
M11-1,cell_2930,3
M11-1,cell_2931,4
M11-1,cell_2932,3
M11-1,cell_2933,1
M11-1,cell_2934,3
M11-1,cell_2935,4
M11-1,cell_2936,1
M11-1,cell_2937,3
M11-1,cell_2938,3
M11-1,cell_2939,3
M11-1,cell_294,1
M11-1,cell_2940,4
M11-1,cell_2941,4
M11-1,cell_2942,1
M11-1,cell_2943,1
M11-1,cell_2944,4
M11-1,cell_2945,1
