,cell_barcode,clone_id
TP6-1T,cell_1840,8
TP6-1T,cell_1841,1
TP6-1T,cell_1842,6
TP6-1T,cell_1843,8
TP6-1T,cell_1844,8
TP6-1T,cell_1845,8
TP6-1T,cell_1846,8
TP6-1T,cell_1847,8
TP6-1T,cell_1848,1
TP6-1T,cell_1849,8
TP6-1T,cell_185,1
TP6-1T,cell_1850,1
TP6-1T,cell_1851,1
TP6-1T,cell_1852,1
TP6-1T,cell_1853,8
TP6-1T,cell_1854,8
TP6-1T,cell_1855,8
TP6-1T,cell_1856,6
TP6-1T,cell_1857,8
TP6-1T,cell_1858,6
TP6-1T,cell_1859,8
TP6-1T,cell_186,8
TP6-1T,cell_1860,8
TP6-1T,cell_1861,8
TP6-1T,cell_1862,8
TP6-1T,cell_1863,8
TP6-1T,cell_1864,8
TP6-1T,cell_1865,7
TP6-1T,cell_1866,8
TP6-1T,cell_1867,8
TP6-1T,cell_1868,6
TP6-1T,cell_1869,8
TP6-1T,cell_187,8
TP6-1T,cell_1870,8
TP6-1T,cell_1871,1
TP6-1T,cell_1872,8
TP6-1T,cell_1873,8
TP6-1T,cell_1874,8
TP6-1T,cell_1875,8
TP6-1T,cell_1876,8
TP6-1T,cell_1877,1
TP6-1T,cell_1878,8
TP6-1T,cell_1879,8
TP6-1T,cell_188,1
TP6-1T,cell_1880,1
TP6-1T,cell_1881,6
TP6-1T,cell_1882,6
TP6-1T,cell_1883,8
TP6-1T,cell_1884,8
TP6-1T,cell_1885,1
TP6-1T,cell_1886,1
TP6-1T,cell_1887,8
TP6-1T,cell_1888,1
TP6-1T,cell_1889,8
TP6-1T,cell_189,6
TP6-1T,cell_1890,8
TP6-1T,cell_1891,1
TP6-1T,cell_1892,8
TP6-1T,cell_1893,6
TP6-1T,cell_1894,8
TP6-1T,cell_1895,8
TP6-1T,cell_1896,8
TP6-1T,cell_1897,1
TP6-1T,cell_1898,8
TP6-1T,cell_1899,6
TP6-1T,cell_19,1
TP6-1T,cell_190,1
TP6-1T,cell_1900,8
TP6-1T,cell_1901,1
TP6-1T,cell_1902,6
TP6-1T,cell_1903,1
TP6-1T,cell_1904,6
TP6-1T,cell_1905,1
TP6-1T,cell_1906,6
TP6-1T,cell_1907,1
TP6-1T,cell_1908,8
TP6-1T,cell_1909,1
TP6-1T,cell_191,1
TP6-1T,cell_1910,8
TP6-1T,cell_1911,8
TP6-1T,cell_1912,1
TP6-1T,cell_1913,1
TP6-1T,cell_1914,6
TP6-1T,cell_1915,8
TP6-1T,cell_1916,8
TP6-1T,cell_1917,1
TP6-1T,cell_1918,8
TP6-1T,cell_1919,1
TP6-1T,cell_192,8
TP6-1T,cell_1920,6
TP6-1T,cell_1921,8
TP6-1T,cell_1922,1
TP6-1T,cell_1923,1
TP6-1T,cell_1924,6
TP6-1T,cell_1925,6
TP6-1T,cell_1926,6
TP6-1T,cell_1927,8
TP6-1T,cell_1928,1
TP6-1T,cell_1929,6
TP6-1T,cell_193,8
TP6-1T,cell_1930,6
TP6-1T,cell_1931,6
TP6-1T,cell_1932,8
TP6-1T,cell_1933,8
TP6-1T,cell_1934,8
TP6-1T,cell_1935,1
TP6-1T,cell_1936,8
TP6-1T,cell_1937,1
TP6-1T,cell_1938,1
TP6-1T,cell_1939,8
TP6-1T,cell_194,8
TP6-1T,cell_1940,8
TP6-1T,cell_1941,6
TP6-1T,cell_1942,6
TP6-1T,cell_1943,8
TP6-1T,cell_1944,6
TP6-1T,cell_1945,8
TP6-1T,cell_1946,8
TP6-1T,cell_1947,8
TP6-1T,cell_1948,8
TP6-1T,cell_1949,1
TP6-1T,cell_195,1
TP6-1T,cell_1950,8
TP6-1T,cell_1951,8
TP6-1T,cell_1952,1
TP6-1T,cell_1953,6
TP6-1T,cell_1954,8
TP6-1T,cell_1955,1
TP6-1T,cell_1956,8
TP6-1T,cell_1957,1
TP6-1T,cell_1958,8
TP6-1T,cell_1959,8
TP6-1T,cell_196,1
TP6-1T,cell_1960,8
TP6-1T,cell_1961,1
TP6-1T,cell_1962,1
TP6-1T,cell_1963,1
TP6-1T,cell_1964,1
TP6-1T,cell_1965,8
TP6-1T,cell_1966,8
TP6-1T,cell_1967,1
TP6-1T,cell_1968,8
TP6-1T,cell_1969,6
TP6-1T,cell_197,6
TP6-1T,cell_1970,8
TP6-1T,cell_1971,1
TP6-1T,cell_1972,8
TP6-1T,cell_1973,8
TP6-1T,cell_1974,8
TP6-1T,cell_1975,8
TP6-1T,cell_1976,8
TP6-1T,cell_1977,1
TP6-1T,cell_1978,8
TP6-1T,cell_1979,1
TP6-1T,cell_198,1
TP6-1T,cell_1980,6
TP6-1T,cell_1981,8
TP6-1T,cell_1982,8
TP6-1T,cell_1983,8
TP6-1T,cell_1984,8
TP6-1T,cell_1985,6
TP6-1T,cell_1986,8
TP6-1T,cell_1987,1
TP6-1T,cell_1988,8
TP6-1T,cell_1989,1
TP6-1T,cell_199,1
TP6-1T,cell_1990,1
TP6-1T,cell_1991,6
TP6-1T,cell_1992,1
TP6-1T,cell_1993,1
TP6-1T,cell_1994,6
TP6-1T,cell_1995,1
TP6-1T,cell_1996,1
TP6-1T,cell_1997,1
TP6-1T,cell_1998,8
TP6-1T,cell_1999,6
TP6-1T,cell_2,1
TP6-1T,cell_20,8
TP6-1T,cell_200,8
TP6-1T,cell_2000,8
TP6-1T,cell_2001,8
TP6-1T,cell_2002,1
TP6-1T,cell_2003,8
TP6-1T,cell_2004,6
TP6-1T,cell_2005,8
TP6-1T,cell_2006,1
TP6-1T,cell_2007,1
TP6-1T,cell_2008,8
TP6-1T,cell_2009,1
TP6-1T,cell_201,8
TP6-1T,cell_2010,6
TP6-1T,cell_2011,8
TP6-1T,cell_2012,6
TP6-1T,cell_2013,1
TP6-1T,cell_2014,8
TP6-1T,cell_2015,1
TP6-1T,cell_2016,8
TP6-1T,cell_2017,8
TP6-1T,cell_2018,1
TP6-1T,cell_2019,8
TP6-1T,cell_202,6
TP6-1T,cell_2020,6
TP6-1T,cell_2021,6
TP6-1T,cell_2022,8
TP6-1T,cell_2023,6
TP6-1T,cell_2024,1
TP6-1T,cell_2025,8
TP6-1T,cell_2026,1
TP6-1T,cell_2027,8
TP6-1T,cell_2028,1
TP6-1T,cell_2029,6
TP6-1T,cell_203,8
TP6-1T,cell_2030,8
TP6-1T,cell_2031,1
TP6-1T,cell_2032,1
TP6-1T,cell_2033,6
TP6-1T,cell_2034,8
TP6-1T,cell_2035,8
TP6-1T,cell_2036,8
TP6-1T,cell_2037,8
TP6-1T,cell_2038,8
TP6-1T,cell_2039,8
TP6-1T,cell_204,8
TP6-1T,cell_2040,8
TP6-1T,cell_2041,6
TP6-1T,cell_2042,8
TP6-1T,cell_2043,1
TP6-1T,cell_2044,1
TP6-1T,cell_2045,8
TP6-1T,cell_2046,8
TP6-1T,cell_2047,1
TP6-1T,cell_2048,8
TP6-1T,cell_2049,6
TP6-1T,cell_205,8
TP6-1T,cell_2050,1
TP6-1T,cell_2051,8
TP6-1T,cell_2052,6
TP6-1T,cell_2053,6
TP6-1T,cell_2054,1
TP6-1T,cell_2055,8
TP6-1T,cell_2056,1
TP6-1T,cell_2057,8
TP6-1T,cell_2058,1
TP6-1T,cell_2059,8
TP6-1T,cell_206,6
TP6-1T,cell_2060,1
TP6-1T,cell_2061,6
TP6-1T,cell_2062,1
TP6-1T,cell_2063,8
TP6-1T,cell_2064,1
TP6-1T,cell_2065,8
TP6-1T,cell_2066,8
TP6-1T,cell_2067,1
TP6-1T,cell_2068,8
TP6-1T,cell_2069,1
TP6-1T,cell_207,8
TP6-1T,cell_2070,8
TP6-1T,cell_2071,8
TP6-1T,cell_2072,1
TP6-1T,cell_2073,8
TP6-1T,cell_2074,8
TP6-1T,cell_2075,1
TP6-1T,cell_2076,6
TP6-1T,cell_2077,1
TP6-1T,cell_2078,8
TP6-1T,cell_2079,8
TP6-1T,cell_208,1
TP6-1T,cell_2080,8
TP6-1T,cell_2081,8
TP6-1T,cell_2082,1
TP6-1T,cell_2083,8
TP6-1T,cell_2084,8
TP6-1T,cell_2085,1
TP6-1T,cell_2086,1
TP6-1T,cell_2087,6
TP6-1T,cell_2088,6
TP6-1T,cell_2089,8
TP6-1T,cell_209,8
TP6-1T,cell_2090,8
TP6-1T,cell_2091,8
TP6-1T,cell_2092,8
TP6-1T,cell_2093,8
TP6-1T,cell_2094,1
TP6-1T,cell_2095,6
TP6-1T,cell_2096,8
TP6-1T,cell_2097,1
TP6-1T,cell_2098,1
TP6-1T,cell_2099,8
TP6-1T,cell_21,8
TP6-1T,cell_210,8
TP6-1T,cell_2100,8
TP6-1T,cell_2101,8
TP6-1T,cell_2102,6
TP6-1T,cell_2103,1
TP6-1T,cell_2104,8
TP6-1T,cell_2105,8
TP6-1T,cell_2106,1
TP6-1T,cell_2107,6
TP6-1T,cell_2108,1
TP6-1T,cell_2109,8
TP6-1T,cell_211,1
TP6-1T,cell_2110,8
TP6-1T,cell_2111,1
TP6-1T,cell_2112,8
TP6-1T,cell_2113,6
TP6-1T,cell_2114,1
TP6-1T,cell_2115,8
TP6-1T,cell_2116,1
TP6-1T,cell_2117,8
TP6-1T,cell_2118,1
TP6-1T,cell_2119,8
TP6-1T,cell_212,8
TP6-1T,cell_2120,1
TP6-1T,cell_2121,6
TP6-1T,cell_2122,1
TP6-1T,cell_2123,8
TP6-1T,cell_2124,8
TP6-1T,cell_2125,1
TP6-1T,cell_2126,8
TP6-1T,cell_2127,1
TP6-1T,cell_2128,1
TP6-1T,cell_2129,8
TP6-1T,cell_213,6
TP6-1T,cell_2130,1
TP6-1T,cell_2131,1
TP6-1T,cell_2132,8
TP6-1T,cell_2133,8
TP6-1T,cell_2134,8
TP6-1T,cell_2135,1
TP6-1T,cell_2136,1
TP6-1T,cell_2137,8
TP6-1T,cell_2138,6
TP6-1T,cell_2139,1
TP6-1T,cell_214,8
TP6-1T,cell_2140,1
TP6-1T,cell_2141,8
TP6-1T,cell_2142,1
TP6-1T,cell_2143,6
TP6-1T,cell_2144,6
TP6-1T,cell_2145,8
TP6-1T,cell_2146,8
TP6-1T,cell_2147,8
TP6-1T,cell_2148,1
TP6-1T,cell_2149,8
TP6-1T,cell_215,1
TP6-1T,cell_2150,8
TP6-1T,cell_2151,8
TP6-1T,cell_2152,8
TP6-1T,cell_2153,1
TP6-1T,cell_2154,8
TP6-1T,cell_2155,8
TP6-1T,cell_2156,8
TP6-1T,cell_2157,8
TP6-1T,cell_2158,8
TP6-1T,cell_2159,7
TP6-1T,cell_216,8
TP6-1T,cell_2160,8
TP6-1T,cell_2161,8
TP6-1T,cell_2162,6
TP6-1T,cell_2163,8
TP6-1T,cell_2164,8
TP6-1T,cell_2165,8
TP6-1T,cell_2166,1
TP6-1T,cell_2167,8
TP6-1T,cell_2168,1
TP6-1T,cell_2169,1
TP6-1T,cell_217,8
TP6-1T,cell_2170,1
TP6-1T,cell_2171,6
TP6-1T,cell_2172,8
TP6-1T,cell_2173,6
TP6-1T,cell_2174,8
TP6-1T,cell_2175,8
TP6-1T,cell_2176,6
TP6-1T,cell_2177,1
TP6-1T,cell_2178,2
TP6-1T,cell_2179,1
TP6-1T,cell_218,1
TP6-1T,cell_2180,1
TP6-1T,cell_2181,6
TP6-1T,cell_2182,1
TP6-1T,cell_2183,8
TP6-1T,cell_2184,1
TP6-1T,cell_2185,1
TP6-1T,cell_2186,8
TP6-1T,cell_2187,8
TP6-1T,cell_2188,8
TP6-1T,cell_2189,1
TP6-1T,cell_219,8
TP6-1T,cell_2190,8
TP6-1T,cell_2191,1
TP6-1T,cell_2192,8
TP6-1T,cell_2193,6
TP6-1T,cell_2194,8
TP6-1T,cell_2195,8
TP6-1T,cell_2196,1
TP6-1T,cell_2197,1
TP6-1T,cell_2198,1
TP6-1T,cell_2199,8
TP6-1T,cell_22,8
TP6-1T,cell_220,8
TP6-1T,cell_2200,8
TP6-1T,cell_2201,1
TP6-1T,cell_2202,8
TP6-1T,cell_2203,8
TP6-1T,cell_2204,6
TP6-1T,cell_2205,1
TP6-1T,cell_2206,8
TP6-1T,cell_2207,1
TP6-1T,cell_2208,8
TP6-1T,cell_2209,6
TP6-1T,cell_221,1
TP6-1T,cell_2210,8
TP6-1T,cell_2211,1
TP6-1T,cell_2212,6
TP6-1T,cell_2213,6
TP6-1T,cell_2214,8
TP6-1T,cell_2215,1
TP6-1T,cell_2216,8
TP6-1T,cell_2217,8
TP6-1T,cell_2218,8
TP6-1T,cell_2219,8
TP6-1T,cell_222,1
TP6-1T,cell_2220,8
TP6-1T,cell_2221,1
TP6-1T,cell_2222,1
TP6-1T,cell_2223,8
TP6-1T,cell_2224,1
TP6-1T,cell_2225,8
TP6-1T,cell_2226,8
TP6-1T,cell_2227,8
TP6-1T,cell_2228,1
TP6-1T,cell_2229,8
TP6-1T,cell_223,1
TP6-1T,cell_2230,1
TP6-1T,cell_2231,8
TP6-1T,cell_2232,1
TP6-1T,cell_2233,8
TP6-1T,cell_2234,1
TP6-1T,cell_2235,6
TP6-1T,cell_2236,1
TP6-1T,cell_2237,1
TP6-1T,cell_2238,8
TP6-1T,cell_2239,1
TP6-1T,cell_224,1
TP6-1T,cell_2240,8
TP6-1T,cell_2241,8
TP6-1T,cell_2242,8
TP6-1T,cell_2243,8
TP6-1T,cell_2244,6
TP6-1T,cell_2245,1
TP6-1T,cell_2246,8
TP6-1T,cell_2247,8
TP6-1T,cell_2248,1
TP6-1T,cell_2249,8
TP6-1T,cell_225,6
TP6-1T,cell_2250,8
TP6-1T,cell_2251,8
TP6-1T,cell_2252,1
TP6-1T,cell_2253,1
TP6-1T,cell_2254,6
TP6-1T,cell_2255,8
TP6-1T,cell_2256,1
TP6-1T,cell_2257,1
TP6-1T,cell_2258,8
TP6-1T,cell_2259,1
TP6-1T,cell_226,1
TP6-1T,cell_2260,8
TP6-1T,cell_2261,8
TP6-1T,cell_2262,8
TP6-1T,cell_2263,8
TP6-1T,cell_2264,1
TP6-1T,cell_2265,8
TP6-1T,cell_2266,1
TP6-1T,cell_2267,1
TP6-1T,cell_2268,1
TP6-1T,cell_2269,6
TP6-1T,cell_227,1
TP6-1T,cell_2270,1
TP6-1T,cell_2271,1
TP6-1T,cell_2272,8
TP6-1T,cell_2273,6
TP6-1T,cell_2274,1
TP6-1T,cell_2275,8
TP6-1T,cell_2276,8
TP6-1T,cell_2277,1
TP6-1T,cell_2278,1
TP6-1T,cell_2279,8
TP6-1T,cell_228,2
TP6-1T,cell_2280,8
TP6-1T,cell_2281,8
TP6-1T,cell_2282,8
TP6-1T,cell_2283,1
TP6-1T,cell_2284,8
TP6-1T,cell_2285,1
TP6-1T,cell_2286,1
TP6-1T,cell_2287,8
TP6-1T,cell_2288,1
TP6-1T,cell_2289,6
TP6-1T,cell_229,1
TP6-1T,cell_2290,1
TP6-1T,cell_2291,8
TP6-1T,cell_2292,1
TP6-1T,cell_2293,1
TP6-1T,cell_2294,6
TP6-1T,cell_2295,8
TP6-1T,cell_2296,8
TP6-1T,cell_2297,8
TP6-1T,cell_2298,8
TP6-1T,cell_2299,8
TP6-1T,cell_23,1
TP6-1T,cell_230,8
TP6-1T,cell_2300,1
TP6-1T,cell_2301,8
TP6-1T,cell_2302,8
TP6-1T,cell_2303,8
TP6-1T,cell_2304,8
TP6-1T,cell_2305,8
TP6-1T,cell_2306,8
TP6-1T,cell_2307,1
TP6-1T,cell_2308,6
TP6-1T,cell_2309,8
TP6-1T,cell_231,8
TP6-1T,cell_2310,1
TP6-1T,cell_2311,1
TP6-1T,cell_2312,8
TP6-1T,cell_2313,8
TP6-1T,cell_2314,8
TP6-1T,cell_2315,8
TP6-1T,cell_2316,8
TP6-1T,cell_2317,8
TP6-1T,cell_2318,1
TP6-1T,cell_2319,8
TP6-1T,cell_232,1
TP6-1T,cell_2320,1
TP6-1T,cell_2321,8
TP6-1T,cell_2322,1
TP6-1T,cell_2323,1
TP6-1T,cell_2324,1
TP6-1T,cell_2325,8
TP6-1T,cell_2326,8
TP6-1T,cell_2327,8
TP6-1T,cell_2328,8
TP6-1T,cell_2329,8
TP6-1T,cell_233,8
TP6-1T,cell_2330,8
TP6-1T,cell_2331,8
TP6-1T,cell_2332,8
TP6-1T,cell_2333,8
TP6-1T,cell_2334,8
TP6-1T,cell_2335,1
TP6-1T,cell_2336,8
TP6-1T,cell_2337,1
TP6-1T,cell_2338,1
TP6-1T,cell_2339,8
TP6-1T,cell_234,8
TP6-1T,cell_2340,8
TP6-1T,cell_2341,1
TP6-1T,cell_2342,6
TP6-1T,cell_2343,1
TP6-1T,cell_2344,1
TP6-1T,cell_2345,1
TP6-1T,cell_2346,1
TP6-1T,cell_2347,8
TP6-1T,cell_2348,6
TP6-1T,cell_2349,1
TP6-1T,cell_235,1
TP6-1T,cell_2350,8
TP6-1T,cell_2351,8
TP6-1T,cell_2352,1
TP6-1T,cell_2353,1
TP6-1T,cell_2354,8
TP6-1T,cell_2355,8
TP6-1T,cell_2356,6
TP6-1T,cell_2357,6
TP6-1T,cell_2358,8
TP6-1T,cell_2359,8
TP6-1T,cell_236,1
TP6-1T,cell_2360,6
TP6-1T,cell_2361,8
TP6-1T,cell_2362,1
TP6-1T,cell_2363,8
TP6-1T,cell_2364,8
TP6-1T,cell_2365,8
TP6-1T,cell_2366,8
TP6-1T,cell_2367,8
TP6-1T,cell_2368,8
TP6-1T,cell_2369,8
TP6-1T,cell_237,6
TP6-1T,cell_2370,1
TP6-1T,cell_2371,1
TP6-1T,cell_2372,1
TP6-1T,cell_2373,8
TP6-1T,cell_2374,1
TP6-1T,cell_2375,1
TP6-1T,cell_2376,8
TP6-1T,cell_2377,6
TP6-1T,cell_2378,6
TP6-1T,cell_2379,8
TP6-1T,cell_238,6
TP6-1T,cell_2380,1
TP6-1T,cell_2381,1
TP6-1T,cell_2382,8
TP6-1T,cell_2383,8
TP6-1T,cell_2384,1
TP6-1T,cell_2385,1
TP6-1T,cell_2386,8
TP6-1T,cell_2387,1
TP6-1T,cell_2388,8
TP6-1T,cell_2389,8
TP6-1T,cell_239,8
TP6-1T,cell_2390,8
TP6-1T,cell_2391,8
TP6-1T,cell_2392,1
TP6-1T,cell_2393,1
TP6-1T,cell_2394,8
TP6-1T,cell_2395,1
TP6-1T,cell_2396,8
TP6-1T,cell_2397,8
TP6-1T,cell_2398,1
TP6-1T,cell_2399,8
TP6-1T,cell_24,8
TP6-1T,cell_240,8
TP6-1T,cell_2400,1
TP6-1T,cell_2401,8
TP6-1T,cell_2402,8
TP6-1T,cell_2403,8
TP6-1T,cell_2404,1
TP6-1T,cell_2405,8
TP6-1T,cell_2406,1
TP6-1T,cell_2407,8
TP6-1T,cell_2408,1
TP6-1T,cell_2409,7
TP6-1T,cell_241,8
TP6-1T,cell_2410,8
TP6-1T,cell_2411,1
TP6-1T,cell_2412,8
TP6-1T,cell_2413,6
TP6-1T,cell_2414,1
TP6-1T,cell_2415,8
TP6-1T,cell_2416,1
TP6-1T,cell_2417,8
TP6-1T,cell_2418,6
TP6-1T,cell_2419,6
TP6-1T,cell_242,6
TP6-1T,cell_2420,8
TP6-1T,cell_2421,1
TP6-1T,cell_2422,8
TP6-1T,cell_2423,1
TP6-1T,cell_2424,8
TP6-1T,cell_2425,1
TP6-1T,cell_2426,1
TP6-1T,cell_2427,1
TP6-1T,cell_2428,6
TP6-1T,cell_2429,1
TP6-1T,cell_243,8
TP6-1T,cell_2430,8
TP6-1T,cell_2431,8
TP6-1T,cell_2432,8
TP6-1T,cell_2433,8
TP6-1T,cell_2434,8
TP6-1T,cell_2435,8
TP6-1T,cell_2436,1
TP6-1T,cell_2437,1
TP6-1T,cell_2438,1
TP6-1T,cell_2439,1
TP6-1T,cell_244,6
TP6-1T,cell_2440,8
TP6-1T,cell_2441,6
TP6-1T,cell_2442,8
TP6-1T,cell_2443,8
TP6-1T,cell_2444,1
TP6-1T,cell_2445,1
TP6-1T,cell_2446,8
TP6-1T,cell_2447,8
TP6-1T,cell_2448,8
TP6-1T,cell_2449,1
TP6-1T,cell_245,8
TP6-1T,cell_2450,1
TP6-1T,cell_2451,8
TP6-1T,cell_2452,8
TP6-1T,cell_2453,1
TP6-1T,cell_2454,1
TP6-1T,cell_2455,8
TP6-1T,cell_2456,8
TP6-1T,cell_2457,8
TP6-1T,cell_2458,6
TP6-1T,cell_2459,8
TP6-1T,cell_246,1
TP6-1T,cell_2460,1
TP6-1T,cell_2461,8
TP6-1T,cell_2462,8
TP6-1T,cell_2463,8
TP6-1T,cell_2464,8
TP6-1T,cell_2465,8
TP6-1T,cell_2466,8
TP6-1T,cell_2467,8
TP6-1T,cell_2468,1
TP6-1T,cell_2469,8
TP6-1T,cell_247,1
TP6-1T,cell_2470,8
TP6-1T,cell_2471,8
TP6-1T,cell_2472,1
TP6-1T,cell_2473,1
TP6-1T,cell_2474,8
TP6-1T,cell_2475,8
TP6-1T,cell_2476,8
TP6-1T,cell_2477,6
TP6-1T,cell_2478,8
TP6-1T,cell_2479,1
TP6-1T,cell_248,8
TP6-1T,cell_2480,8
TP6-1T,cell_2481,8
TP6-1T,cell_2482,8
TP6-1T,cell_2483,1
TP6-1T,cell_2484,8
TP6-1T,cell_2485,8
TP6-1T,cell_2486,1
TP6-1T,cell_2487,1
TP6-1T,cell_2488,1
TP6-1T,cell_2489,1
TP6-1T,cell_249,8
TP6-1T,cell_2490,8
TP6-1T,cell_2491,6
TP6-1T,cell_2492,1
TP6-1T,cell_2493,8
TP6-1T,cell_2494,8
TP6-1T,cell_2495,1
TP6-1T,cell_2496,8
TP6-1T,cell_2497,8
TP6-1T,cell_2498,8
TP6-1T,cell_2499,8
TP6-1T,cell_25,1
TP6-1T,cell_250,1
TP6-1T,cell_2500,8
TP6-1T,cell_2501,1
TP6-1T,cell_2502,8
TP6-1T,cell_2503,8
TP6-1T,cell_2504,8
TP6-1T,cell_2505,6
TP6-1T,cell_2506,1
TP6-1T,cell_2507,1
TP6-1T,cell_2508,8
TP6-1T,cell_2509,8
TP6-1T,cell_251,1
TP6-1T,cell_2510,8
TP6-1T,cell_2511,8
TP6-1T,cell_2512,1
TP6-1T,cell_2513,6
TP6-1T,cell_2514,8
TP6-1T,cell_2515,1
TP6-1T,cell_2516,6
TP6-1T,cell_2517,8
TP6-1T,cell_2518,6
TP6-1T,cell_2519,8
TP6-1T,cell_252,8
TP6-1T,cell_2520,1
TP6-1T,cell_2521,8
TP6-1T,cell_2522,8
TP6-1T,cell_2523,1
TP6-1T,cell_2524,8
TP6-1T,cell_2525,8
TP6-1T,cell_2526,8
TP6-1T,cell_2527,1
TP6-1T,cell_2528,1
TP6-1T,cell_2529,1
TP6-1T,cell_253,1
TP6-1T,cell_2530,8
TP6-1T,cell_2531,1
TP6-1T,cell_2532,1
TP6-1T,cell_2533,8
TP6-1T,cell_2534,1
TP6-1T,cell_2535,6
TP6-1T,cell_2536,8
TP6-1T,cell_2537,8
TP6-1T,cell_2538,1
TP6-1T,cell_2539,8
TP6-1T,cell_254,8
TP6-1T,cell_2540,1
TP6-1T,cell_2541,8
TP6-1T,cell_2542,8
TP6-1T,cell_2543,1
TP6-1T,cell_2544,8
TP6-1T,cell_2545,8
TP6-1T,cell_2546,8
TP6-1T,cell_2547,1
TP6-1T,cell_2548,8
TP6-1T,cell_2549,8
TP6-1T,cell_255,8
TP6-1T,cell_2550,1
TP6-1T,cell_2551,1
TP6-1T,cell_2552,1
TP6-1T,cell_2553,8
TP6-1T,cell_2554,1
TP6-1T,cell_2555,6
TP6-1T,cell_2556,8
TP6-1T,cell_2557,8
TP6-1T,cell_2558,1
TP6-1T,cell_2559,1
TP6-1T,cell_256,8
TP6-1T,cell_2560,8
TP6-1T,cell_2561,1
TP6-1T,cell_2562,8
TP6-1T,cell_2563,8
TP6-1T,cell_2564,1
TP6-1T,cell_2565,8
TP6-1T,cell_2566,8
TP6-1T,cell_2567,8
TP6-1T,cell_2568,1
TP6-1T,cell_2569,8
TP6-1T,cell_257,1
TP6-1T,cell_2570,8
TP6-1T,cell_2571,1
TP6-1T,cell_2572,8
TP6-1T,cell_2573,1
TP6-1T,cell_2574,8
TP6-1T,cell_2575,1
TP6-1T,cell_2576,8
TP6-1T,cell_2577,8
TP6-1T,cell_2578,8
TP6-1T,cell_2579,6
TP6-1T,cell_258,8
TP6-1T,cell_2580,8
TP6-1T,cell_2581,8
TP6-1T,cell_2582,8
TP6-1T,cell_2583,1
TP6-1T,cell_2584,1
TP6-1T,cell_2585,8
TP6-1T,cell_2586,1
TP6-1T,cell_2587,1
TP6-1T,cell_2588,1
TP6-1T,cell_2589,8
TP6-1T,cell_259,1
TP6-1T,cell_2590,6
TP6-1T,cell_2591,8
TP6-1T,cell_2592,1
TP6-1T,cell_2593,1
TP6-1T,cell_2594,8
TP6-1T,cell_2595,8
TP6-1T,cell_2596,8
TP6-1T,cell_2597,8
TP6-1T,cell_2598,6
TP6-1T,cell_2599,6
TP6-1T,cell_26,8
TP6-1T,cell_260,8
TP6-1T,cell_2600,8
TP6-1T,cell_2601,1
TP6-1T,cell_2602,8
TP6-1T,cell_2603,8
TP6-1T,cell_2604,8
TP6-1T,cell_2605,1
TP6-1T,cell_2606,1
TP6-1T,cell_2607,8
TP6-1T,cell_2608,1
TP6-1T,cell_2609,1
TP6-1T,cell_261,8
TP6-1T,cell_2610,1
TP6-1T,cell_2611,8
TP6-1T,cell_2612,1
TP6-1T,cell_2613,8
TP6-1T,cell_2614,8
TP6-1T,cell_2615,1
TP6-1T,cell_2616,1
TP6-1T,cell_2617,1
TP6-1T,cell_2618,8
TP6-1T,cell_2619,8
TP6-1T,cell_262,6
TP6-1T,cell_2620,1
TP6-1T,cell_2621,8
TP6-1T,cell_2622,1
TP6-1T,cell_2623,8
TP6-1T,cell_2624,6
TP6-1T,cell_2625,6
TP6-1T,cell_2626,8
TP6-1T,cell_2627,1
TP6-1T,cell_2628,8
TP6-1T,cell_2629,8
TP6-1T,cell_263,1
TP6-1T,cell_2630,1
TP6-1T,cell_2631,8
TP6-1T,cell_2632,6
TP6-1T,cell_2633,6
TP6-1T,cell_2634,6
TP6-1T,cell_2635,6
TP6-1T,cell_2636,8
TP6-1T,cell_2637,8
TP6-1T,cell_2638,1
TP6-1T,cell_2639,8
TP6-1T,cell_264,6
TP6-1T,cell_2640,6
TP6-1T,cell_2641,6
TP6-1T,cell_2642,1
TP6-1T,cell_2643,8
TP6-1T,cell_2644,8
TP6-1T,cell_2645,1
TP6-1T,cell_2646,6
TP6-1T,cell_2647,6
TP6-1T,cell_2648,1
TP6-1T,cell_2649,8
TP6-1T,cell_265,1
TP6-1T,cell_2650,1
TP6-1T,cell_2651,1
TP6-1T,cell_2652,8
TP6-1T,cell_2653,1
TP6-1T,cell_2654,8
TP6-1T,cell_2655,8
TP6-1T,cell_2656,6
TP6-1T,cell_2657,1
TP6-1T,cell_2658,8
TP6-1T,cell_2659,8
TP6-1T,cell_266,1
TP6-1T,cell_2660,1
TP6-1T,cell_2661,1
TP6-1T,cell_2662,1
TP6-1T,cell_2663,1
TP6-1T,cell_2664,8
TP6-1T,cell_2665,8
TP6-1T,cell_2666,1
TP6-1T,cell_2667,8
TP6-1T,cell_2668,8
TP6-1T,cell_2669,8
TP6-1T,cell_267,1
TP6-1T,cell_2670,8
TP6-1T,cell_2671,1
TP6-1T,cell_2672,1
TP6-1T,cell_2673,1
TP6-1T,cell_2674,8
TP6-1T,cell_2675,8
TP6-1T,cell_2676,8
TP6-1T,cell_2677,8
TP6-1T,cell_2678,1
TP6-1T,cell_2679,1
TP6-1T,cell_268,8
TP6-1T,cell_2680,8
TP6-1T,cell_2681,1
TP6-1T,cell_2682,1
TP6-1T,cell_2683,8
TP6-1T,cell_2684,1
