,cell_barcode,clone_id
TP6-1T,cell_2685,8
TP6-1T,cell_2686,1
TP6-1T,cell_2687,6
TP6-1T,cell_2688,6
TP6-1T,cell_2689,8
TP6-1T,cell_269,8
TP6-1T,cell_2690,1
TP6-1T,cell_2691,6
TP6-1T,cell_2692,8
TP6-1T,cell_2693,8
TP6-1T,cell_2694,8
TP6-1T,cell_2695,6
TP6-1T,cell_2696,8
TP6-1T,cell_2697,1
TP6-1T,cell_2698,8
TP6-1T,cell_2699,8
TP6-1T,cell_27,6
TP6-1T,cell_270,6
TP6-1T,cell_2700,8
TP6-1T,cell_2701,8
TP6-1T,cell_2702,1
TP6-1T,cell_2703,8
TP6-1T,cell_2704,8
TP6-1T,cell_2705,8
TP6-1T,cell_2706,1
TP6-1T,cell_2707,8
TP6-1T,cell_2708,8
TP6-1T,cell_2709,6
TP6-1T,cell_271,8
TP6-1T,cell_2710,1
TP6-1T,cell_2711,1
TP6-1T,cell_2712,8
TP6-1T,cell_2713,1
TP6-1T,cell_2714,1
TP6-1T,cell_2715,8
TP6-1T,cell_2716,1
TP6-1T,cell_2717,1
TP6-1T,cell_2718,8
TP6-1T,cell_2719,1
TP6-1T,cell_272,8
TP6-1T,cell_2720,6
TP6-1T,cell_2721,8
TP6-1T,cell_2722,8
TP6-1T,cell_2723,8
TP6-1T,cell_2724,6
TP6-1T,cell_2725,6
TP6-1T,cell_2726,8
TP6-1T,cell_2727,6
TP6-1T,cell_2728,8
TP6-1T,cell_2729,1
TP6-1T,cell_273,8
TP6-1T,cell_2730,1
TP6-1T,cell_2731,1
TP6-1T,cell_2732,1
TP6-1T,cell_2733,8
TP6-1T,cell_2734,1
TP6-1T,cell_2735,8
TP6-1T,cell_2736,1
TP6-1T,cell_2737,8
TP6-1T,cell_2738,1
TP6-1T,cell_2739,1
TP6-1T,cell_274,1
TP6-1T,cell_2740,1
TP6-1T,cell_2741,8
TP6-1T,cell_2742,6
TP6-1T,cell_2743,6
TP6-1T,cell_2744,6
TP6-1T,cell_2745,1
TP6-1T,cell_2746,1
TP6-1T,cell_2747,8
TP6-1T,cell_2748,1
TP6-1T,cell_2749,1
TP6-1T,cell_275,8
TP6-1T,cell_2750,1
TP6-1T,cell_2751,8
TP6-1T,cell_2752,1
TP6-1T,cell_2753,8
TP6-1T,cell_2754,8
TP6-1T,cell_2755,8
TP6-1T,cell_2756,1
TP6-1T,cell_2757,1
TP6-1T,cell_2758,8
TP6-1T,cell_2759,8
TP6-1T,cell_276,8
TP6-1T,cell_2760,6
TP6-1T,cell_2761,8
TP6-1T,cell_2762,8
TP6-1T,cell_2763,8
TP6-1T,cell_2764,8
TP6-1T,cell_2765,1
TP6-1T,cell_2766,8
TP6-1T,cell_2767,8
TP6-1T,cell_2768,1
TP6-1T,cell_2769,8
TP6-1T,cell_277,6
TP6-1T,cell_2770,1
TP6-1T,cell_2771,8
TP6-1T,cell_2772,1
TP6-1T,cell_2773,1
TP6-1T,cell_2774,1
TP6-1T,cell_2775,8
TP6-1T,cell_2776,8
TP6-1T,cell_2777,1
TP6-1T,cell_2778,1
TP6-1T,cell_2779,8
TP6-1T,cell_278,6
TP6-1T,cell_2780,8
TP6-1T,cell_2781,1
TP6-1T,cell_2782,8
TP6-1T,cell_2783,6
TP6-1T,cell_2784,8
TP6-1T,cell_2785,8
TP6-1T,cell_2786,8
TP6-1T,cell_2787,1
TP6-1T,cell_2788,8
TP6-1T,cell_2789,8
TP6-1T,cell_279,1
TP6-1T,cell_2790,8
TP6-1T,cell_2791,6
TP6-1T,cell_2792,1
TP6-1T,cell_2793,1
TP6-1T,cell_2794,8
TP6-1T,cell_2795,1
TP6-1T,cell_2796,8
TP6-1T,cell_2797,1
TP6-1T,cell_2798,1
TP6-1T,cell_2799,6
TP6-1T,cell_28,6
TP6-1T,cell_280,1
TP6-1T,cell_2800,6
TP6-1T,cell_2801,6
TP6-1T,cell_2802,6
TP6-1T,cell_2803,1
TP6-1T,cell_2804,1
TP6-1T,cell_2805,1
TP6-1T,cell_2806,8
TP6-1T,cell_2807,8
TP6-1T,cell_2808,8
TP6-1T,cell_2809,1
TP6-1T,cell_281,8
TP6-1T,cell_2810,8
TP6-1T,cell_2811,6
TP6-1T,cell_2812,1
TP6-1T,cell_2813,8
TP6-1T,cell_2814,1
TP6-1T,cell_2815,8
TP6-1T,cell_2816,6
TP6-1T,cell_2817,1
TP6-1T,cell_2818,8
TP6-1T,cell_2819,6
TP6-1T,cell_282,8
TP6-1T,cell_2820,1
TP6-1T,cell_2821,1
TP6-1T,cell_2822,6
TP6-1T,cell_2823,8
TP6-1T,cell_2824,8
TP6-1T,cell_2825,1
TP6-1T,cell_2826,8
TP6-1T,cell_2827,1
TP6-1T,cell_2828,1
TP6-1T,cell_2829,8
TP6-1T,cell_283,8
TP6-1T,cell_2830,1
TP6-1T,cell_2831,8
TP6-1T,cell_2832,6
TP6-1T,cell_2833,1
TP6-1T,cell_2834,1
TP6-1T,cell_2835,1
TP6-1T,cell_2836,8
TP6-1T,cell_2837,6
TP6-1T,cell_2838,1
TP6-1T,cell_2839,1
TP6-1T,cell_284,8
TP6-1T,cell_2840,8
TP6-1T,cell_2841,8
TP6-1T,cell_2842,1
TP6-1T,cell_2843,1
TP6-1T,cell_2844,6
TP6-1T,cell_2845,8
TP6-1T,cell_2846,8
TP6-1T,cell_2847,8
TP6-1T,cell_2848,8
TP6-1T,cell_2849,8
TP6-1T,cell_285,6
TP6-1T,cell_2850,6
TP6-1T,cell_2851,8
TP6-1T,cell_2852,1
TP6-1T,cell_2853,8
TP6-1T,cell_2854,8
TP6-1T,cell_2855,6
TP6-1T,cell_2856,8
TP6-1T,cell_2857,8
TP6-1T,cell_2858,8
TP6-1T,cell_2859,8
TP6-1T,cell_286,6
TP6-1T,cell_2860,6
TP6-1T,cell_2861,1
TP6-1T,cell_2862,8
TP6-1T,cell_2863,1
TP6-1T,cell_2864,8
TP6-1T,cell_2865,6
TP6-1T,cell_2866,8
TP6-1T,cell_2867,1
TP6-1T,cell_2868,1
TP6-1T,cell_2869,1
TP6-1T,cell_287,1
TP6-1T,cell_2870,6
TP6-1T,cell_2871,8
TP6-1T,cell_2872,8
TP6-1T,cell_2873,8
TP6-1T,cell_2874,8
TP6-1T,cell_2875,8
TP6-1T,cell_2876,8
TP6-1T,cell_2877,1
TP6-1T,cell_2878,1
TP6-1T,cell_2879,8
TP6-1T,cell_288,8
TP6-1T,cell_2880,8
TP6-1T,cell_2881,8
TP6-1T,cell_2882,8
TP6-1T,cell_2883,6
TP6-1T,cell_2884,6
TP6-1T,cell_2885,6
TP6-1T,cell_2886,1
TP6-1T,cell_2887,1
TP6-1T,cell_2888,1
TP6-1T,cell_2889,8
TP6-1T,cell_289,8
TP6-1T,cell_2890,6
TP6-1T,cell_2891,1
TP6-1T,cell_2892,8
TP6-1T,cell_2893,1
TP6-1T,cell_2894,1
TP6-1T,cell_2895,1
TP6-1T,cell_2896,1
TP6-1T,cell_2897,1
TP6-1T,cell_2898,8
TP6-1T,cell_2899,8
TP6-1T,cell_29,8
TP6-1T,cell_290,8
TP6-1T,cell_2900,8
TP6-1T,cell_2901,6
TP6-1T,cell_2902,8
TP6-1T,cell_2903,8
TP6-1T,cell_2904,1
TP6-1T,cell_2905,1
TP6-1T,cell_2906,8
TP6-1T,cell_2907,8
TP6-1T,cell_2908,8
TP6-1T,cell_2909,8
TP6-1T,cell_291,1
TP6-1T,cell_2910,1
TP6-1T,cell_2911,1
TP6-1T,cell_2912,1
TP6-1T,cell_2913,6
TP6-1T,cell_2914,8
TP6-1T,cell_2915,1
TP6-1T,cell_2916,6
TP6-1T,cell_2917,8
TP6-1T,cell_2918,1
TP6-1T,cell_2919,8
TP6-1T,cell_292,8
TP6-1T,cell_2920,8
TP6-1T,cell_2921,8
TP6-1T,cell_2922,1
TP6-1T,cell_2923,8
TP6-1T,cell_2924,8
TP6-1T,cell_2925,6
TP6-1T,cell_2926,1
TP6-1T,cell_2927,1
TP6-1T,cell_2928,8
TP6-1T,cell_2929,1
TP6-1T,cell_293,8
TP6-1T,cell_2930,1
TP6-1T,cell_2931,8
TP6-1T,cell_2932,8
TP6-1T,cell_2933,1
TP6-1T,cell_2934,1
TP6-1T,cell_2935,8
TP6-1T,cell_2936,8
TP6-1T,cell_2937,6
TP6-1T,cell_2938,8
TP6-1T,cell_2939,8
TP6-1T,cell_294,6
TP6-1T,cell_2940,8
TP6-1T,cell_2941,8
TP6-1T,cell_2942,8
TP6-1T,cell_2943,8
TP6-1T,cell_2944,8
TP6-1T,cell_2945,8
TP6-1T,cell_2946,1
TP6-1T,cell_2947,8
TP6-1T,cell_2948,1
TP6-1T,cell_2949,8
TP6-1T,cell_295,8
TP6-1T,cell_2950,6
TP6-1T,cell_2951,8
TP6-1T,cell_2952,8
TP6-1T,cell_2953,8
TP6-1T,cell_2954,8
TP6-1T,cell_2955,1
TP6-1T,cell_2956,8
TP6-1T,cell_2957,8
TP6-1T,cell_2958,8
TP6-1T,cell_2959,1
TP6-1T,cell_296,1
TP6-1T,cell_2960,6
TP6-1T,cell_2961,1
TP6-1T,cell_2962,1
TP6-1T,cell_2963,8
TP6-1T,cell_2964,8
TP6-1T,cell_2965,8
TP6-1T,cell_2966,8
TP6-1T,cell_2967,1
TP6-1T,cell_2968,8
TP6-1T,cell_2969,8
TP6-1T,cell_297,1
TP6-1T,cell_2970,6
TP6-1T,cell_2971,6
TP6-1T,cell_2972,1
TP6-1T,cell_2973,1
TP6-1T,cell_2974,1
TP6-1T,cell_2975,1
TP6-1T,cell_2976,8
TP6-1T,cell_2977,8
TP6-1T,cell_2978,1
TP6-1T,cell_2979,8
TP6-1T,cell_298,1
TP6-1T,cell_2980,1
TP6-1T,cell_2981,8
TP6-1T,cell_2982,6
TP6-1T,cell_2983,8
TP6-1T,cell_2984,8
TP6-1T,cell_2985,1
TP6-1T,cell_2986,8
TP6-1T,cell_2987,8
TP6-1T,cell_2988,8
TP6-1T,cell_2989,8
TP6-1T,cell_299,8
TP6-1T,cell_2990,8
TP6-1T,cell_2991,1
TP6-1T,cell_2992,8
TP6-1T,cell_2993,8
TP6-1T,cell_2994,1
TP6-1T,cell_2995,1
TP6-1T,cell_2996,8
TP6-1T,cell_2997,1
TP6-1T,cell_2998,1
TP6-1T,cell_2999,1
TP6-1T,cell_3,1
TP6-1T,cell_30,8
TP6-1T,cell_300,1
TP6-1T,cell_3000,1
TP6-1T,cell_3001,8
TP6-1T,cell_3002,6
TP6-1T,cell_3003,1
TP6-1T,cell_3004,1
TP6-1T,cell_3005,1
TP6-1T,cell_3006,8
TP6-1T,cell_3007,8
TP6-1T,cell_3008,8
TP6-1T,cell_3009,8
TP6-1T,cell_301,8
TP6-1T,cell_3010,8
TP6-1T,cell_3011,8
TP6-1T,cell_3012,1
TP6-1T,cell_3013,8
TP6-1T,cell_3014,8
TP6-1T,cell_3015,1
TP6-1T,cell_3016,1
TP6-1T,cell_3017,1
TP6-1T,cell_3018,1
TP6-1T,cell_3019,8
TP6-1T,cell_302,1
TP6-1T,cell_3020,1
TP6-1T,cell_3021,8
TP6-1T,cell_3022,1
TP6-1T,cell_3023,6
TP6-1T,cell_3024,1
TP6-1T,cell_3025,8
TP6-1T,cell_3026,1
TP6-1T,cell_3027,6
TP6-1T,cell_3028,1
TP6-1T,cell_3029,8
TP6-1T,cell_303,8
TP6-1T,cell_3030,8
TP6-1T,cell_3031,1
TP6-1T,cell_3032,8
TP6-1T,cell_3033,8
TP6-1T,cell_3034,1
TP6-1T,cell_3035,8
TP6-1T,cell_3036,1
TP6-1T,cell_3037,8
TP6-1T,cell_3038,1
TP6-1T,cell_3039,8
TP6-1T,cell_304,1
TP6-1T,cell_3040,1
TP6-1T,cell_3041,1
TP6-1T,cell_3042,7
TP6-1T,cell_3043,1
TP6-1T,cell_3044,1
TP6-1T,cell_3045,8
TP6-1T,cell_3046,1
TP6-1T,cell_3047,8
TP6-1T,cell_3048,1
TP6-1T,cell_3049,8
TP6-1T,cell_305,8
TP6-1T,cell_3050,6
TP6-1T,cell_3051,1
TP6-1T,cell_3052,6
TP6-1T,cell_3053,8
TP6-1T,cell_3054,8
TP6-1T,cell_3055,8
TP6-1T,cell_3056,8
TP6-1T,cell_3057,6
TP6-1T,cell_3058,1
TP6-1T,cell_3059,1
TP6-1T,cell_306,8
TP6-1T,cell_3060,8
TP6-1T,cell_3061,1
TP6-1T,cell_3062,1
TP6-1T,cell_3063,8
TP6-1T,cell_3064,1
TP6-1T,cell_3065,1
TP6-1T,cell_3066,8
TP6-1T,cell_3067,1
TP6-1T,cell_3068,8
TP6-1T,cell_3069,1
TP6-1T,cell_307,8
TP6-1T,cell_3070,8
TP6-1T,cell_3071,8
TP6-1T,cell_3072,8
TP6-1T,cell_3073,1
TP6-1T,cell_3074,8
TP6-1T,cell_3075,8
TP6-1T,cell_3076,1
TP6-1T,cell_3077,8
TP6-1T,cell_3078,8
TP6-1T,cell_3079,1
TP6-1T,cell_308,8
TP6-1T,cell_3080,8
TP6-1T,cell_3081,1
TP6-1T,cell_3082,8
TP6-1T,cell_3083,8
TP6-1T,cell_3084,8
TP6-1T,cell_3085,1
TP6-1T,cell_3086,1
TP6-1T,cell_3087,8
TP6-1T,cell_3088,6
TP6-1T,cell_3089,8
TP6-1T,cell_309,8
TP6-1T,cell_3090,6
TP6-1T,cell_3091,8
TP6-1T,cell_3092,8
TP6-1T,cell_3093,1
TP6-1T,cell_3094,1
TP6-1T,cell_3095,8
TP6-1T,cell_3096,1
TP6-1T,cell_3097,8
TP6-1T,cell_3098,8
TP6-1T,cell_3099,8
TP6-1T,cell_31,8
TP6-1T,cell_310,8
TP6-1T,cell_3100,8
TP6-1T,cell_3101,1
TP6-1T,cell_3102,1
TP6-1T,cell_3103,1
TP6-1T,cell_3104,8
TP6-1T,cell_3105,1
TP6-1T,cell_3106,8
TP6-1T,cell_3107,6
TP6-1T,cell_3108,8
TP6-1T,cell_3109,6
TP6-1T,cell_311,6
TP6-1T,cell_3110,1
TP6-1T,cell_3111,8
TP6-1T,cell_3112,1
TP6-1T,cell_3113,1
TP6-1T,cell_3114,8
TP6-1T,cell_3115,6
TP6-1T,cell_3116,8
TP6-1T,cell_3117,1
TP6-1T,cell_3118,8
TP6-1T,cell_3119,8
TP6-1T,cell_312,1
TP6-1T,cell_3120,8
TP6-1T,cell_3121,8
TP6-1T,cell_3122,6
TP6-1T,cell_3123,8
TP6-1T,cell_3124,1
TP6-1T,cell_3125,6
TP6-1T,cell_3126,1
TP6-1T,cell_3127,6
TP6-1T,cell_3128,8
TP6-1T,cell_3129,1
TP6-1T,cell_313,6
TP6-1T,cell_3130,8
TP6-1T,cell_3131,6
TP6-1T,cell_3132,8
TP6-1T,cell_3133,6
TP6-1T,cell_3134,8
TP6-1T,cell_3135,1
TP6-1T,cell_3136,8
TP6-1T,cell_3137,1
TP6-1T,cell_3138,8
TP6-1T,cell_3139,1
TP6-1T,cell_314,1
TP6-1T,cell_3140,8
TP6-1T,cell_3141,8
TP6-1T,cell_3142,8
TP6-1T,cell_3143,1
TP6-1T,cell_3144,8
TP6-1T,cell_3145,8
TP6-1T,cell_3146,8
TP6-1T,cell_3147,1
TP6-1T,cell_3148,8
TP6-1T,cell_3149,1
TP6-1T,cell_315,1
TP6-1T,cell_3150,6
TP6-1T,cell_3151,6
TP6-1T,cell_3152,8
TP6-1T,cell_3153,1
TP6-1T,cell_3154,6
TP6-1T,cell_3155,1
TP6-1T,cell_3156,1
TP6-1T,cell_3157,8
TP6-1T,cell_3158,8
TP6-1T,cell_3159,6
TP6-1T,cell_316,1
TP6-1T,cell_3160,1
TP6-1T,cell_3161,1
TP6-1T,cell_3162,8
TP6-1T,cell_3163,8
TP6-1T,cell_3164,6
TP6-1T,cell_3165,8
TP6-1T,cell_3166,1
TP6-1T,cell_3167,8
TP6-1T,cell_3168,8
TP6-1T,cell_3169,8
TP6-1T,cell_317,6
TP6-1T,cell_3170,1
TP6-1T,cell_3171,8
TP6-1T,cell_3172,1
TP6-1T,cell_3173,1
TP6-1T,cell_3174,8
TP6-1T,cell_3175,6
TP6-1T,cell_3176,6
TP6-1T,cell_3177,1
TP6-1T,cell_3178,8
TP6-1T,cell_3179,6
TP6-1T,cell_318,1
TP6-1T,cell_3180,6
TP6-1T,cell_3181,8
TP6-1T,cell_3182,8
TP6-1T,cell_3183,6
TP6-1T,cell_3184,8
TP6-1T,cell_3185,8
TP6-1T,cell_3186,1
TP6-1T,cell_3187,1
TP6-1T,cell_3188,1
TP6-1T,cell_3189,1
TP6-1T,cell_319,1
TP6-1T,cell_3190,8
TP6-1T,cell_3191,1
TP6-1T,cell_3192,8
TP6-1T,cell_3193,1
TP6-1T,cell_3194,8
TP6-1T,cell_3195,1
TP6-1T,cell_3196,1
TP6-1T,cell_3197,8
TP6-1T,cell_3198,8
TP6-1T,cell_3199,8
TP6-1T,cell_32,8
TP6-1T,cell_320,1
TP6-1T,cell_3200,8
TP6-1T,cell_3201,1
TP6-1T,cell_3202,8
TP6-1T,cell_3203,8
TP6-1T,cell_3204,1
TP6-1T,cell_3205,8
TP6-1T,cell_3206,6
TP6-1T,cell_3207,8
TP6-1T,cell_3208,1
TP6-1T,cell_3209,6
TP6-1T,cell_321,8
TP6-1T,cell_3210,1
TP6-1T,cell_3211,8
TP6-1T,cell_3212,8
TP6-1T,cell_3213,8
TP6-1T,cell_3214,8
TP6-1T,cell_3215,8
TP6-1T,cell_3216,1
TP6-1T,cell_3217,8
TP6-1T,cell_3218,8
TP6-1T,cell_3219,8
TP6-1T,cell_322,8
TP6-1T,cell_3220,8
TP6-1T,cell_3221,8
TP6-1T,cell_3222,6
TP6-1T,cell_3223,1
TP6-1T,cell_3224,8
TP6-1T,cell_3225,1
TP6-1T,cell_3226,8
TP6-1T,cell_3227,8
TP6-1T,cell_3228,6
TP6-1T,cell_3229,8
TP6-1T,cell_323,1
TP6-1T,cell_3230,8
TP6-1T,cell_3231,6
TP6-1T,cell_3232,6
TP6-1T,cell_3233,6
TP6-1T,cell_3234,1
TP6-1T,cell_3235,8
TP6-1T,cell_3236,8
TP6-1T,cell_3237,1
TP6-1T,cell_3238,8
TP6-1T,cell_3239,1
TP6-1T,cell_324,8
TP6-1T,cell_3240,8
TP6-1T,cell_3241,6
TP6-1T,cell_3242,6
TP6-1T,cell_3243,8
TP6-1T,cell_3244,8
TP6-1T,cell_3245,8
TP6-1T,cell_3246,1
TP6-1T,cell_3247,1
TP6-1T,cell_3248,8
TP6-1T,cell_3249,8
TP6-1T,cell_325,1
TP6-1T,cell_3250,8
TP6-1T,cell_3251,1
TP6-1T,cell_3252,8
TP6-1T,cell_3253,6
TP6-1T,cell_3254,1
TP6-1T,cell_3255,6
TP6-1T,cell_3256,1
TP6-1T,cell_3257,1
TP6-1T,cell_3258,1
TP6-1T,cell_3259,6
TP6-1T,cell_326,8
TP6-1T,cell_3260,1
TP6-1T,cell_3261,8
TP6-1T,cell_3262,1
TP6-1T,cell_3263,8
TP6-1T,cell_3264,8
TP6-1T,cell_3265,1
TP6-1T,cell_3266,1
TP6-1T,cell_3267,6
TP6-1T,cell_3268,1
TP6-1T,cell_3269,1
TP6-1T,cell_327,8
TP6-1T,cell_3270,8
TP6-1T,cell_3271,8
TP6-1T,cell_3272,6
TP6-1T,cell_3273,6
TP6-1T,cell_3274,1
TP6-1T,cell_3275,1
TP6-1T,cell_3276,8
TP6-1T,cell_3277,8
TP6-1T,cell_3278,8
TP6-1T,cell_3279,8
TP6-1T,cell_328,8
TP6-1T,cell_3280,8
TP6-1T,cell_3281,8
TP6-1T,cell_3282,6
TP6-1T,cell_3283,6
TP6-1T,cell_3284,6
TP6-1T,cell_3285,6
TP6-1T,cell_3286,6
TP6-1T,cell_3287,8
TP6-1T,cell_3288,1
TP6-1T,cell_3289,8
TP6-1T,cell_329,1
TP6-1T,cell_3290,1
TP6-1T,cell_3291,6
TP6-1T,cell_3292,1
TP6-1T,cell_3293,1
TP6-1T,cell_3294,8
TP6-1T,cell_3295,8
TP6-1T,cell_3296,1
TP6-1T,cell_3297,8
TP6-1T,cell_3298,1
TP6-1T,cell_3299,8
TP6-1T,cell_33,1
TP6-1T,cell_330,1
TP6-1T,cell_3300,1
TP6-1T,cell_3301,1
TP6-1T,cell_3302,6
TP6-1T,cell_3303,8
TP6-1T,cell_3304,8
TP6-1T,cell_3305,6
TP6-1T,cell_3306,8
TP6-1T,cell_3307,1
TP6-1T,cell_3308,8
TP6-1T,cell_3309,8
TP6-1T,cell_331,6
TP6-1T,cell_3310,1
TP6-1T,cell_3311,6
TP6-1T,cell_3312,1
TP6-1T,cell_3313,8
TP6-1T,cell_3314,6
TP6-1T,cell_3315,1
TP6-1T,cell_3316,1
TP6-1T,cell_3317,1
TP6-1T,cell_3318,1
TP6-1T,cell_3319,8
TP6-1T,cell_332,1
TP6-1T,cell_3320,6
TP6-1T,cell_3321,8
TP6-1T,cell_3322,1
TP6-1T,cell_3323,6
TP6-1T,cell_3324,8
TP6-1T,cell_3325,8
TP6-1T,cell_3326,6
TP6-1T,cell_3327,8
TP6-1T,cell_3328,8
TP6-1T,cell_3329,1
TP6-1T,cell_333,8
TP6-1T,cell_3330,8
TP6-1T,cell_3331,1
TP6-1T,cell_3332,8
TP6-1T,cell_3333,8
TP6-1T,cell_3334,1
TP6-1T,cell_3335,1
TP6-1T,cell_3336,1
TP6-1T,cell_3337,8
TP6-1T,cell_3338,1
TP6-1T,cell_3339,6
TP6-1T,cell_334,8
TP6-1T,cell_3340,6
TP6-1T,cell_3341,1
TP6-1T,cell_3342,8
TP6-1T,cell_3343,8
TP6-1T,cell_3344,1
TP6-1T,cell_3345,1
TP6-1T,cell_3346,8
TP6-1T,cell_3347,8
TP6-1T,cell_3348,1
TP6-1T,cell_3349,8
TP6-1T,cell_335,6
TP6-1T,cell_3350,6
TP6-1T,cell_3351,6
TP6-1T,cell_3352,6
TP6-1T,cell_3353,6
TP6-1T,cell_3354,1
TP6-1T,cell_3355,1
TP6-1T,cell_3356,6
TP6-1T,cell_3357,6
TP6-1T,cell_3358,8
TP6-1T,cell_3359,8
TP6-1T,cell_336,8
TP6-1T,cell_3360,1
TP6-1T,cell_3361,8
TP6-1T,cell_3362,6
TP6-1T,cell_3363,1
TP6-1T,cell_3364,8
TP6-1T,cell_3365,6
TP6-1T,cell_3366,6
TP6-1T,cell_3367,6
TP6-1T,cell_3368,1
TP6-1T,cell_3369,8
TP6-1T,cell_337,8
TP6-1T,cell_3370,8
TP6-1T,cell_3371,1
TP6-1T,cell_3372,1
TP6-1T,cell_3373,1
TP6-1T,cell_3374,8
TP6-1T,cell_3375,1
TP6-1T,cell_3376,8
TP6-1T,cell_3377,8
TP6-1T,cell_3378,1
TP6-1T,cell_3379,8
TP6-1T,cell_338,8
TP6-1T,cell_3380,8
TP6-1T,cell_3381,8
TP6-1T,cell_3382,8
TP6-1T,cell_3383,6
TP6-1T,cell_3384,1
TP6-1T,cell_3385,6
TP6-1T,cell_3386,8
TP6-1T,cell_3387,1
TP6-1T,cell_3388,1
TP6-1T,cell_3389,8
TP6-1T,cell_339,8
TP6-1T,cell_3390,8
TP6-1T,cell_3391,1
TP6-1T,cell_3392,8
TP6-1T,cell_3393,1
TP6-1T,cell_3394,1
TP6-1T,cell_3395,1
TP6-1T,cell_3396,1
TP6-1T,cell_3397,1
TP6-1T,cell_3398,8
TP6-1T,cell_3399,1
TP6-1T,cell_34,8
TP6-1T,cell_340,1
TP6-1T,cell_3400,8
TP6-1T,cell_3401,1
TP6-1T,cell_3402,8
TP6-1T,cell_3403,8
TP6-1T,cell_3404,8
TP6-1T,cell_3405,8
TP6-1T,cell_3406,1
TP6-1T,cell_3407,8
TP6-1T,cell_3408,1
TP6-1T,cell_3409,8
TP6-1T,cell_341,8
TP6-1T,cell_3410,1
TP6-1T,cell_3411,8
TP6-1T,cell_3412,8
TP6-1T,cell_3413,8
TP6-1T,cell_3414,1
TP6-1T,cell_3415,8
TP6-1T,cell_3416,6
TP6-1T,cell_3417,8
TP6-1T,cell_3418,1
TP6-1T,cell_3419,1
TP6-1T,cell_342,8
TP6-1T,cell_3420,1
TP6-1T,cell_3421,8
TP6-1T,cell_3422,8
TP6-1T,cell_3423,8
TP6-1T,cell_3424,1
TP6-1T,cell_3425,8
TP6-1T,cell_3426,1
TP6-1T,cell_3427,8
TP6-1T,cell_3428,8
TP6-1T,cell_3429,1
TP6-1T,cell_343,8
TP6-1T,cell_3430,6
TP6-1T,cell_3431,1
TP6-1T,cell_3432,8
TP6-1T,cell_3433,1
TP6-1T,cell_3434,8
TP6-1T,cell_3435,6
TP6-1T,cell_3436,8
TP6-1T,cell_3437,1
TP6-1T,cell_3438,6
TP6-1T,cell_3439,8
TP6-1T,cell_344,8
TP6-1T,cell_3440,8
TP6-1T,cell_3441,6
TP6-1T,cell_3442,1
TP6-1T,cell_3443,6
TP6-1T,cell_3444,6
TP6-1T,cell_3445,8
TP6-1T,cell_3446,8
TP6-1T,cell_3447,8
TP6-1T,cell_3448,1
TP6-1T,cell_3449,6
TP6-1T,cell_345,8
TP6-1T,cell_3450,8
TP6-1T,cell_3451,6
TP6-1T,cell_3452,8
TP6-1T,cell_3453,1
TP6-1T,cell_3454,8
TP6-1T,cell_3455,8
TP6-1T,cell_3456,8
TP6-1T,cell_3457,1
TP6-1T,cell_3458,8
TP6-1T,cell_3459,6
TP6-1T,cell_346,1
TP6-1T,cell_3460,1
TP6-1T,cell_3461,8
TP6-1T,cell_3462,1
TP6-1T,cell_3463,1
TP6-1T,cell_3464,8
TP6-1T,cell_3465,8
TP6-1T,cell_3466,6
TP6-1T,cell_3467,8
TP6-1T,cell_3468,8
TP6-1T,cell_3469,8
TP6-1T,cell_347,8
TP6-1T,cell_3470,1
TP6-1T,cell_3471,8
TP6-1T,cell_3472,6
TP6-1T,cell_3473,6
TP6-1T,cell_3474,8
TP6-1T,cell_3475,8
TP6-1T,cell_3476,8
TP6-1T,cell_3477,1
TP6-1T,cell_3478,8
TP6-1T,cell_3479,8
TP6-1T,cell_348,8
TP6-1T,cell_3480,1
TP6-1T,cell_3481,8
TP6-1T,cell_3482,8
TP6-1T,cell_3483,8
TP6-1T,cell_3484,6
TP6-1T,cell_3485,6
TP6-1T,cell_3486,1
TP6-1T,cell_3487,8
TP6-1T,cell_3488,1
TP6-1T,cell_3489,8
TP6-1T,cell_349,8
TP6-1T,cell_3490,1
TP6-1T,cell_3491,1
TP6-1T,cell_3492,8
TP6-1T,cell_3493,8
TP6-1T,cell_3494,8
TP6-1T,cell_3495,8
TP6-1T,cell_3496,8
TP6-1T,cell_3497,8
TP6-1T,cell_3498,8
TP6-1T,cell_3499,6
TP6-1T,cell_35,1
TP6-1T,cell_350,6
TP6-1T,cell_3500,6
TP6-1T,cell_3501,1
TP6-1T,cell_3502,1
TP6-1T,cell_3503,8
TP6-1T,cell_3504,8
TP6-1T,cell_3505,8
TP6-1T,cell_3506,1
TP6-1T,cell_3507,6
TP6-1T,cell_3508,1
TP6-1T,cell_3509,8
TP6-1T,cell_351,6
TP6-1T,cell_3510,1
TP6-1T,cell_3511,8
TP6-1T,cell_3512,8
TP6-1T,cell_3513,8
TP6-1T,cell_3514,6
TP6-1T,cell_3515,1
TP6-1T,cell_3516,6
TP6-1T,cell_3517,1
TP6-1T,cell_3518,8
TP6-1T,cell_3519,8
TP6-1T,cell_352,6
TP6-1T,cell_3520,8
TP6-1T,cell_3521,8
TP6-1T,cell_3522,8
TP6-1T,cell_3523,1
TP6-1T,cell_3524,8
TP6-1T,cell_3525,1
TP6-1T,cell_3526,1
TP6-1T,cell_3527,8
TP6-1T,cell_3528,1
