sample,cell_barcode,clone_id
RA17_22-04_1,cell_206,3
RA17_22-04_1,cell_405,2
RA17_22-04_1,cell_663,3
RA17_22-04_1,cell_906,0
RA17_22-04_1,cell_443,3
RA17_22-04_1,cell_547,2
RA17_22-04_1,cell_666,0
RA17_22-04_1,cell_226,0
RA17_22-04_1,cell_843,0
RA17_22-04_1,cell_947,0
RA17_22-04_1,cell_849,2
RA17_22-04_1,cell_160,3
RA17_22-04_1,cell_77,0
RA17_22-04_1,cell_692,2
RA17_22-04_1,cell_1143,2
RA17_22-04_1,cell_1401,0
RA17_22-04_1,cell_903,2
RA17_22-04_1,cell_230,2
RA17_22-04_1,cell_444,3
RA17_22-04_1,cell_105,2
RA17_22-04_1,cell_707,2
RA17_22-04_1,cell_67,0
RA17_22-04_1,cell_902,2
RA17_22-04_1,cell_1365,2
RA17_22-04_1,cell_369,2
RA17_22-04_1,cell_297,2
RA17_22-04_1,cell_522,0
RA17_22-04_1,cell_1200,0
RA17_22-04_1,cell_1138,3
RA17_22-04_1,cell_1011,3
RA17_22-04_1,cell_530,2
RA17_22-04_1,cell_1355,2
RA17_22-04_1,cell_93,2
RA17_22-04_1,cell_656,0
RA17_22-04_1,cell_1032,5
RA17_22-04_1,cell_1184,2
RA17_22-04_1,cell_1280,3
RA17_22-04_1,cell_740,0
RA17_22-04_1,cell_832,2
RA17_22-04_1,cell_1155,0
RA17_22-04_1,cell_529,2
RA17_22-04_1,cell_137,0
RA17_22-04_1,cell_503,2
RA17_22-04_1,cell_848,2
RA17_22-04_1,cell_1271,0
RA17_22-04_1,cell_717,2
RA17_22-04_1,cell_311,2
RA17_22-04_1,cell_752,2
RA17_22-04_1,cell_712,0
RA17_22-04_1,cell_905,0
RA17_22-04_1,cell_422,0
RA17_22-04_1,cell_991,2
RA17_22-04_1,cell_212,2
RA17_22-04_1,cell_224,0
RA17_22-04_1,cell_323,2
RA17_22-04_1,cell_576,0
RA17_22-04_1,cell_1056,0
RA17_22-04_1,cell_746,3
RA17_22-04_1,cell_544,2
RA17_22-04_1,cell_1335,2
RA17_22-04_1,cell_299,3
RA17_22-04_1,cell_914,3
RA17_22-04_1,cell_1214,3
RA17_22-04_1,cell_89,3
RA17_22-04_1,cell_54,2
RA17_22-04_1,cell_1400,2
RA17_22-04_1,cell_357,0
RA17_22-04_1,cell_694,0
RA17_22-04_1,cell_214,2
RA17_22-04_1,cell_1058,3
RA17_22-04_1,cell_1322,0
RA17_22-04_1,cell_49,3
RA17_22-04_1,cell_1192,3
RA17_22-04_1,cell_78,2
RA17_22-04_1,cell_899,0
RA17_22-04_1,cell_1159,2
RA17_22-04_1,cell_295,4
RA17_22-04_1,cell_195,2
RA17_22-04_1,cell_409,0
RA17_22-04_1,cell_252,0
RA17_22-04_1,cell_1291,5
RA17_22-04_1,cell_464,2
RA17_22-04_1,cell_456,0
RA17_22-04_1,cell_601,2
RA17_22-04_1,cell_1101,2
