sample,cell_barcode,clone_id
RA19_21-31_1,cell_1,4
RA19_21-31_1,cell_10,5
RA19_21-31_1,cell_100,0
RA19_21-31_1,cell_1000,4
RA19_21-31_1,cell_1001,0
RA19_21-31_1,cell_1002,0
RA19_21-31_1,cell_1003,4
RA19_21-31_1,cell_1004,4
RA19_21-31_1,cell_1005,1
RA19_21-31_1,cell_1006,3
RA19_21-31_1,cell_1007,5
RA19_21-31_1,cell_1008,4
RA19_21-31_1,cell_1009,4
RA19_21-31_1,cell_101,3
RA19_21-31_1,cell_1010,1
RA19_21-31_1,cell_1011,1
RA19_21-31_1,cell_1012,4
RA19_21-31_1,cell_1013,4
RA19_21-31_1,cell_1014,3
RA19_21-31_1,cell_1015,4
RA19_21-31_1,cell_1016,4
RA19_21-31_1,cell_1017,1
RA19_21-31_1,cell_1018,4
RA19_21-31_1,cell_1019,4
RA19_21-31_1,cell_102,4
RA19_21-31_1,cell_1020,0
RA19_21-31_1,cell_1021,4
RA19_21-31_1,cell_1022,4
RA19_21-31_1,cell_1023,4
RA19_21-31_1,cell_1024,1
RA19_21-31_1,cell_1025,3
RA19_21-31_1,cell_1026,4
RA19_21-31_1,cell_1027,0
RA19_21-31_1,cell_1028,4
RA19_21-31_1,cell_1029,4
RA19_21-31_1,cell_103,0
RA19_21-31_1,cell_1030,4
RA19_21-31_1,cell_1031,1
RA19_21-31_1,cell_1032,4
RA19_21-31_1,cell_1033,5
RA19_21-31_1,cell_1034,4
RA19_21-31_1,cell_1035,1
RA19_21-31_1,cell_1036,1
RA19_21-31_1,cell_1037,1
RA19_21-31_1,cell_1038,4
RA19_21-31_1,cell_1039,3
RA19_21-31_1,cell_104,1
RA19_21-31_1,cell_1040,4
RA19_21-31_1,cell_1041,5
RA19_21-31_1,cell_1042,1
RA19_21-31_1,cell_1043,4
RA19_21-31_1,cell_1044,3
RA19_21-31_1,cell_1045,4
RA19_21-31_1,cell_1046,1
RA19_21-31_1,cell_1047,4
RA19_21-31_1,cell_1048,4
RA19_21-31_1,cell_1049,4
RA19_21-31_1,cell_105,1
RA19_21-31_1,cell_1050,4
RA19_21-31_1,cell_1051,1
RA19_21-31_1,cell_1052,4
RA19_21-31_1,cell_1053,5
RA19_21-31_1,cell_1054,1
RA19_21-31_1,cell_1055,4
RA19_21-31_1,cell_1056,4
RA19_21-31_1,cell_1057,1
RA19_21-31_1,cell_1058,0
RA19_21-31_1,cell_1059,3
RA19_21-31_1,cell_106,0
RA19_21-31_1,cell_1060,5
RA19_21-31_1,cell_1061,4
RA19_21-31_1,cell_1062,4
RA19_21-31_1,cell_1063,1
RA19_21-31_1,cell_1064,4
RA19_21-31_1,cell_1065,4
RA19_21-31_1,cell_1066,5
RA19_21-31_1,cell_1067,5
RA19_21-31_1,cell_1068,4
RA19_21-31_1,cell_1069,1
RA19_21-31_1,cell_107,4
RA19_21-31_1,cell_1070,3
RA19_21-31_1,cell_1071,4
RA19_21-31_1,cell_1072,3
RA19_21-31_1,cell_1073,4
RA19_21-31_1,cell_1074,4
RA19_21-31_1,cell_1075,0
RA19_21-31_1,cell_1076,4
RA19_21-31_1,cell_1077,1
RA19_21-31_1,cell_1078,5
RA19_21-31_1,cell_1079,1
RA19_21-31_1,cell_108,3
RA19_21-31_1,cell_1080,4
RA19_21-31_1,cell_1081,3
RA19_21-31_1,cell_1082,5
RA19_21-31_1,cell_1083,1
RA19_21-31_1,cell_1084,4
RA19_21-31_1,cell_1085,5
RA19_21-31_1,cell_1086,4
RA19_21-31_1,cell_1087,1
RA19_21-31_1,cell_1088,0
RA19_21-31_1,cell_1089,0
RA19_21-31_1,cell_109,4
RA19_21-31_1,cell_1090,4
RA19_21-31_1,cell_1091,0
RA19_21-31_1,cell_1092,4
RA19_21-31_1,cell_1093,4
RA19_21-31_1,cell_1094,5
