sample,cell_barcode,clone_id
TP12-EUS-0T,cell_1,3
TP12-EUS-0T,cell_10,3
TP12-EUS-0T,cell_100,3
TP12-EUS-0T,cell_101,3
TP12-EUS-0T,cell_102,3
TP12-EUS-0T,cell_103,4
TP12-EUS-0T,cell_104,3
TP12-EUS-0T,cell_105,4
TP12-EUS-0T,cell_106,4
TP12-EUS-0T,cell_107,3
TP12-EUS-0T,cell_108,3
TP12-EUS-0T,cell_109,3
TP12-EUS-0T,cell_11,3
TP12-EUS-0T,cell_110,4
TP12-EUS-0T,cell_111,4
TP12-EUS-0T,cell_112,4
TP12-EUS-0T,cell_113,4
TP12-EUS-0T,cell_114,3
TP12-EUS-0T,cell_115,3
TP12-EUS-0T,cell_116,3
TP12-EUS-0T,cell_117,4
TP12-EUS-0T,cell_118,3
TP12-EUS-0T,cell_119,4
TP12-EUS-0T,cell_12,4
TP12-EUS-0T,cell_120,3
TP12-EUS-0T,cell_121,3
TP12-EUS-0T,cell_122,2
TP12-EUS-0T,cell_13,3
TP12-EUS-0T,cell_14,4
TP12-EUS-0T,cell_15,3
TP12-EUS-0T,cell_16,4
TP12-EUS-0T,cell_17,3
TP12-EUS-0T,cell_18,3
TP12-EUS-0T,cell_19,3
TP12-EUS-0T,cell_2,3
TP12-EUS-0T,cell_20,3
TP12-EUS-0T,cell_21,4
TP12-EUS-0T,cell_22,0
TP12-EUS-0T,cell_23,3
TP12-EUS-0T,cell_24,3
TP12-EUS-0T,cell_25,3
TP12-EUS-0T,cell_26,3
TP12-EUS-0T,cell_27,3
TP12-EUS-0T,cell_28,4
TP12-EUS-0T,cell_29,4
TP12-EUS-0T,cell_3,4
TP12-EUS-0T,cell_30,0
TP12-EUS-0T,cell_31,3
TP12-EUS-0T,cell_32,3
TP12-EUS-0T,cell_33,3
TP12-EUS-0T,cell_34,3
TP12-EUS-0T,cell_35,4
TP12-EUS-0T,cell_36,4
TP12-EUS-0T,cell_37,3
TP12-EUS-0T,cell_38,4
TP12-EUS-0T,cell_39,3
TP12-EUS-0T,cell_4,3
TP12-EUS-0T,cell_40,4
TP12-EUS-0T,cell_41,3
TP12-EUS-0T,cell_42,3
TP12-EUS-0T,cell_43,4
TP12-EUS-0T,cell_44,3
TP12-EUS-0T,cell_45,3
TP12-EUS-0T,cell_46,3
TP12-EUS-0T,cell_47,2
TP12-EUS-0T,cell_48,3
TP12-EUS-0T,cell_49,3
TP12-EUS-0T,cell_5,3
TP12-EUS-0T,cell_50,3
TP12-EUS-0T,cell_51,4
TP12-EUS-0T,cell_52,3
TP12-EUS-0T,cell_53,3
TP12-EUS-0T,cell_54,3
TP12-EUS-0T,cell_55,4
TP12-EUS-0T,cell_56,3
TP12-EUS-0T,cell_57,2
TP12-EUS-0T,cell_58,3
TP12-EUS-0T,cell_59,3
TP12-EUS-0T,cell_6,3
TP12-EUS-0T,cell_60,4
TP12-EUS-0T,cell_61,4
TP12-EUS-0T,cell_62,4
TP12-EUS-0T,cell_63,3
TP12-EUS-0T,cell_64,3
TP12-EUS-0T,cell_65,3
TP12-EUS-0T,cell_66,4
TP12-EUS-0T,cell_67,3
TP12-EUS-0T,cell_68,4
TP12-EUS-0T,cell_69,3
TP12-EUS-0T,cell_7,4
TP12-EUS-0T,cell_70,3
TP12-EUS-0T,cell_71,1
TP12-EUS-0T,cell_72,3
TP12-EUS-0T,cell_73,3
TP12-EUS-0T,cell_74,3
TP12-EUS-0T,cell_75,3
TP12-EUS-0T,cell_76,4
TP12-EUS-0T,cell_77,3
TP12-EUS-0T,cell_78,2
TP12-EUS-0T,cell_79,1
TP12-EUS-0T,cell_8,3
TP12-EUS-0T,cell_80,3
TP12-EUS-0T,cell_81,2
TP12-EUS-0T,cell_82,3
TP12-EUS-0T,cell_83,3
TP12-EUS-0T,cell_84,3
TP12-EUS-0T,cell_85,5
TP12-EUS-0T,cell_86,3
TP12-EUS-0T,cell_87,3
TP12-EUS-0T,cell_88,4
TP12-EUS-0T,cell_89,4
TP12-EUS-0T,cell_9,3
