sample_name,cell_barcode,final_clone_id
RA15_16-15_3,cell_13,3
RA15_16-15_3,cell_315,3
RA15_16-15_3,cell_319,3
RA15_16-15_3,cell_462,3
RA15_16-15_3,cell_495,3
RA15_16-15_3,cell_607,3
RA15_16-15_3,cell_616,3
RA15_16-15_3,cell_659,3
RA15_16-15_3,cell_690,3
RA15_16-15_3,cell_692,3
RA15_16-15_3,cell_841,3
RA15_16-15_3,cell_844,3
RA15_16-15_3,cell_931,3
RA15_16-15_3,cell_990,3
RA15_16-21_9,cell_1,3
RA15_16-21_9,cell_1000,3
RA15_16-21_9,cell_1007,3
RA15_16-21_9,cell_102,3
RA15_16-21_9,cell_1023,3
RA15_16-21_9,cell_1033,3
RA15_16-21_9,cell_1036,3
RA15_16-21_9,cell_1038,3
RA15_16-21_9,cell_1045,3
RA15_16-21_9,cell_1053,3
RA15_16-21_9,cell_1054,3
RA15_16-21_9,cell_1057,3
RA15_16-21_9,cell_1072,3
RA15_16-21_9,cell_1081,3
RA15_16-21_9,cell_1089,3
RA15_16-21_9,cell_1094,3
RA15_16-21_9,cell_1097,3
RA15_16-21_9,cell_1099,3
RA15_16-21_9,cell_1104,3
RA15_16-21_9,cell_1105,3
RA15_16-21_9,cell_1109,3
RA15_16-21_9,cell_1110,3
RA15_16-21_9,cell_1111,3
RA15_16-21_9,cell_1112,3
RA15_16-21_9,cell_1124,3
RA15_16-21_9,cell_1127,3
RA15_16-21_9,cell_1130,3
RA15_16-21_9,cell_1132,3
RA15_16-21_9,cell_1136,3
RA15_16-21_9,cell_1137,3
RA15_16-21_9,cell_1143,3
RA15_16-21_9,cell_1145,3
RA15_16-21_9,cell_1149,3
RA15_16-21_9,cell_1155,3
RA15_16-21_9,cell_1167,3
RA15_16-21_9,cell_1172,3
RA15_16-21_9,cell_121,3
RA15_16-21_9,cell_14,3
RA15_16-21_9,cell_141,3
RA15_16-21_9,cell_147,3
RA15_16-21_9,cell_15,3
RA15_16-21_9,cell_155,3
RA15_16-21_9,cell_178,3
RA15_16-21_9,cell_19,3
RA15_16-21_9,cell_193,3
RA15_16-21_9,cell_208,3
RA15_16-21_9,cell_211,3
RA15_16-21_9,cell_22,3
RA15_16-21_9,cell_222,3
RA15_16-21_9,cell_224,3
RA15_16-21_9,cell_231,3
RA15_16-21_9,cell_239,3
RA15_16-21_9,cell_248,3
RA15_16-21_9,cell_251,3
RA15_16-21_9,cell_255,3
RA15_16-21_9,cell_261,3
RA15_16-21_9,cell_278,3
RA15_16-21_9,cell_280,3
RA15_16-21_9,cell_284,3
RA15_16-21_9,cell_286,3
RA15_16-21_9,cell_296,3
RA15_16-21_9,cell_298,3
RA15_16-21_9,cell_301,3
RA15_16-21_9,cell_304,3
RA15_16-21_9,cell_307,3
RA15_16-21_9,cell_310,3
RA15_16-21_9,cell_319,3
RA15_16-21_9,cell_32,3
RA15_16-21_9,cell_321,3
RA15_16-21_9,cell_322,3
RA15_16-21_9,cell_329,3
RA15_16-21_9,cell_331,3
RA15_16-21_9,cell_336,3
RA15_16-21_9,cell_346,3
RA15_16-21_9,cell_364,3
RA15_16-21_9,cell_366,3
RA15_16-21_9,cell_367,3
RA15_16-21_9,cell_39,3
RA15_16-21_9,cell_394,3
RA15_16-21_9,cell_401,3
RA15_16-21_9,cell_403,3
RA15_16-21_9,cell_421,3
RA15_16-21_9,cell_422,3
RA15_16-21_9,cell_441,3
RA15_16-21_9,cell_446,3
RA15_16-21_9,cell_464,3
RA15_16-21_9,cell_466,3
RA15_16-21_9,cell_476,3
RA15_16-21_9,cell_49,3
RA15_16-21_9,cell_491,3
RA15_16-21_9,cell_493,3
RA15_16-21_9,cell_506,3
RA15_16-21_9,cell_509,3
RA15_16-21_9,cell_546,3
RA15_16-21_9,cell_547,3
RA15_16-21_9,cell_56,3
RA15_16-21_9,cell_561,3
RA15_16-21_9,cell_567,3
RA15_16-21_9,cell_576,3
RA15_16-21_9,cell_577,3
RA15_16-21_9,cell_582,3
RA15_16-21_9,cell_585,3
RA15_16-21_9,cell_59,3
RA15_16-21_9,cell_596,3
RA15_16-21_9,cell_598,3
RA15_16-21_9,cell_60,3
RA15_16-21_9,cell_613,3
RA15_16-21_9,cell_622,3
RA15_16-21_9,cell_644,3
RA15_16-21_9,cell_658,3
RA15_16-21_9,cell_669,3
RA15_16-21_9,cell_67,3
RA15_16-21_9,cell_679,3
RA15_16-21_9,cell_690,3
RA15_16-21_9,cell_693,3
RA15_16-21_9,cell_701,3
RA15_16-21_9,cell_702,3
RA15_16-21_9,cell_72,3
RA15_16-21_9,cell_720,3
RA15_16-21_9,cell_721,3
RA15_16-21_9,cell_728,3
RA15_16-21_9,cell_731,3
RA15_16-21_9,cell_740,3
RA15_16-21_9,cell_743,3
RA15_16-21_9,cell_75,3
RA15_16-21_9,cell_752,3
RA15_16-21_9,cell_755,3
RA15_16-21_9,cell_764,3
RA15_16-21_9,cell_775,3
RA15_16-21_9,cell_778,3
RA15_16-21_9,cell_779,3
RA15_16-21_9,cell_78,3
RA15_16-21_9,cell_782,3
RA15_16-21_9,cell_793,3
RA15_16-21_9,cell_80,3
RA15_16-21_9,cell_802,3
RA15_16-21_9,cell_803,3
RA15_16-21_9,cell_808,3
RA15_16-21_9,cell_809,3
RA15_16-21_9,cell_814,3
RA15_16-21_9,cell_825,3
RA15_16-21_9,cell_841,3
RA15_16-21_9,cell_843,3
RA15_16-21_9,cell_844,3
RA15_16-21_9,cell_853,3
RA15_16-21_9,cell_854,3
RA15_16-21_9,cell_855,3
RA15_16-21_9,cell_870,3
RA15_16-21_9,cell_882,3
RA15_16-21_9,cell_883,3
RA15_16-21_9,cell_886,3
RA15_16-21_9,cell_889,3
RA15_16-21_9,cell_901,3
RA15_16-21_9,cell_908,3
RA15_16-21_9,cell_915,3
RA15_16-21_9,cell_916,3
RA15_16-21_9,cell_917,3
RA15_16-21_9,cell_92,3
RA15_16-21_9,cell_930,3
RA15_16-21_9,cell_940,3
RA15_16-21_9,cell_941,3
RA15_16-21_9,cell_943,3
RA15_16-21_9,cell_958,3
RA15_16-21_9,cell_960,3
RA15_16-21_9,cell_97,3
RA15_16-21_9,cell_971,3
RA15_16-21_9,cell_974,3
RA15_16-21_9,cell_978,3
RA15_16-21_9,cell_987,3
RA15_16-21_9,cell_990,3
RA15_16-21_9,cell_992,3
RA15_16-21_9,cell_994,3
RA15_16-32_4,cell_100,3
RA15_16-32_4,cell_102,3
RA15_16-32_4,cell_106,3
RA15_16-32_4,cell_110,3
RA15_16-32_4,cell_114,3
RA15_16-32_4,cell_116,3
RA15_16-32_4,cell_117,3
RA15_16-32_4,cell_122,3
RA15_16-32_4,cell_126,3
RA15_16-32_4,cell_128,3
RA15_16-32_4,cell_131,3
RA15_16-32_4,cell_132,3
RA15_16-32_4,cell_139,3
RA15_16-32_4,cell_142,3
RA15_16-32_4,cell_143,3
RA15_16-32_4,cell_145,3
RA15_16-32_4,cell_148,3
RA15_16-32_4,cell_149,3
RA15_16-32_4,cell_15,3
RA15_16-32_4,cell_156,3
RA15_16-32_4,cell_157,3
RA15_16-32_4,cell_161,3
RA15_16-32_4,cell_162,3
RA15_16-32_4,cell_169,3
RA15_16-32_4,cell_17,3
RA15_16-32_4,cell_170,3
RA15_16-32_4,cell_183,3
RA15_16-32_4,cell_189,3
RA15_16-32_4,cell_190,3
RA15_16-32_4,cell_193,3
RA15_16-32_4,cell_200,3
RA15_16-32_4,cell_210,3
RA15_16-32_4,cell_212,3
RA15_16-32_4,cell_220,3
RA15_16-32_4,cell_232,3
RA15_16-32_4,cell_233,3
RA15_16-32_4,cell_238,3
RA15_16-32_4,cell_243,3
RA15_16-32_4,cell_250,3
RA15_16-32_4,cell_251,3
RA15_16-32_4,cell_26,3
RA15_16-32_4,cell_263,3
RA15_16-32_4,cell_264,3
RA15_16-32_4,cell_268,3
RA15_16-32_4,cell_27,3
RA15_16-32_4,cell_270,3
RA15_16-32_4,cell_273,3
RA15_16-32_4,cell_279,3
RA15_16-32_4,cell_280,3
RA15_16-32_4,cell_282,3
RA15_16-32_4,cell_288,3
RA15_16-32_4,cell_297,3
RA15_16-32_4,cell_3,3
RA15_16-32_4,cell_302,3
RA15_16-32_4,cell_309,3
RA15_16-32_4,cell_312,3
RA15_16-32_4,cell_322,3
RA15_16-32_4,cell_326,3
RA15_16-32_4,cell_329,3
RA15_16-32_4,cell_33,3
RA15_16-32_4,cell_338,3
RA15_16-32_4,cell_341,3
RA15_16-32_4,cell_342,3
RA15_16-32_4,cell_355,3
RA15_16-32_4,cell_360,3
RA15_16-32_4,cell_39,3
RA15_16-32_4,cell_395,3
RA15_16-32_4,cell_398,3
RA15_16-32_4,cell_4,3
RA15_16-32_4,cell_407,3
RA15_16-32_4,cell_419,3
RA15_16-32_4,cell_425,3
RA15_16-32_4,cell_43,3
RA15_16-32_4,cell_431,3
RA15_16-32_4,cell_440,3
RA15_16-32_4,cell_443,3
RA15_16-32_4,cell_444,3
RA15_16-32_4,cell_447,3
RA15_16-32_4,cell_45,3
RA15_16-32_4,cell_453,3
RA15_16-32_4,cell_459,3
RA15_16-32_4,cell_463,3
RA15_16-32_4,cell_464,3
RA15_16-32_4,cell_47,3
RA15_16-32_4,cell_49,3
RA15_16-32_4,cell_496,3
RA15_16-32_4,cell_50,3
RA15_16-32_4,cell_502,3
RA15_16-32_4,cell_514,3
RA15_16-32_4,cell_515,3
RA15_16-32_4,cell_518,3
RA15_16-32_4,cell_528,3
RA15_16-32_4,cell_53,3
RA15_16-32_4,cell_536,3
RA15_16-32_4,cell_537,3
RA15_16-32_4,cell_545,3
RA15_16-32_4,cell_549,3
RA15_16-32_4,cell_551,3
RA15_16-32_4,cell_555,3
RA15_16-32_4,cell_559,3
RA15_16-32_4,cell_560,3
RA15_16-32_4,cell_564,3
RA15_16-32_4,cell_570,3
RA15_16-32_4,cell_575,3
RA15_16-32_4,cell_576,3
RA15_16-32_4,cell_579,3
RA15_16-32_4,cell_58,3
RA15_16-32_4,cell_581,3
RA15_16-32_4,cell_589,3
RA15_16-32_4,cell_6,3
RA15_16-32_4,cell_601,3
RA15_16-32_4,cell_625,3
RA15_16-32_4,cell_629,3
RA15_16-32_4,cell_631,3
RA15_16-32_4,cell_64,3
RA15_16-32_4,cell_69,3
RA15_16-32_4,cell_81,3
RA15_16-32_4,cell_92,3
RA15_16-32_4,cell_93,3
RA15_16-32_4,cell_95,3
RA15_16-15_3,cell_151,4
RA15_16-15_3,cell_180,4
RA15_16-15_3,cell_217,4
RA15_16-15_3,cell_274,4
RA15_16-21_9,cell_1002,4
RA15_16-21_9,cell_1003,4
RA15_16-21_9,cell_1010,4
RA15_16-21_9,cell_1015,4
RA15_16-21_9,cell_1030,4
RA15_16-21_9,cell_1040,4
RA15_16-21_9,cell_1043,4
RA15_16-21_9,cell_1048,4
RA15_16-21_9,cell_105,4
RA15_16-21_9,cell_1063,4
RA15_16-21_9,cell_1074,4
RA15_16-21_9,cell_1088,4
RA15_16-21_9,cell_1098,4
RA15_16-21_9,cell_1106,4
RA15_16-21_9,cell_1113,4
RA15_16-21_9,cell_1115,4
RA15_16-21_9,cell_1123,4
RA15_16-21_9,cell_1125,4
RA15_16-21_9,cell_1129,4
RA15_16-21_9,cell_1133,4
RA15_16-21_9,cell_1139,4
RA15_16-21_9,cell_1141,4
RA15_16-21_9,cell_1161,4
RA15_16-21_9,cell_117,4
RA15_16-21_9,cell_1170,4
RA15_16-21_9,cell_126,4
RA15_16-21_9,cell_131,4
RA15_16-21_9,cell_138,4
RA15_16-21_9,cell_156,4
RA15_16-21_9,cell_170,4
RA15_16-21_9,cell_180,4
RA15_16-21_9,cell_187,4
RA15_16-21_9,cell_195,4
RA15_16-21_9,cell_20,4
RA15_16-21_9,cell_202,4
RA15_16-21_9,cell_204,4
RA15_16-21_9,cell_212,4
RA15_16-21_9,cell_214,4
RA15_16-21_9,cell_225,4
RA15_16-21_9,cell_230,4
RA15_16-21_9,cell_235,4
RA15_16-21_9,cell_25,4
RA15_16-21_9,cell_253,4
RA15_16-21_9,cell_258,4
RA15_16-21_9,cell_263,4
RA15_16-21_9,cell_270,4
RA15_16-21_9,cell_277,4
RA15_16-21_9,cell_288,4
RA15_16-21_9,cell_325,4
RA15_16-21_9,cell_338,4
RA15_16-21_9,cell_353,4
RA15_16-21_9,cell_36,4
RA15_16-21_9,cell_361,4
RA15_16-21_9,cell_362,4
RA15_16-21_9,cell_363,4
RA15_16-21_9,cell_371,4
RA15_16-21_9,cell_373,4
RA15_16-21_9,cell_388,4
RA15_16-21_9,cell_391,4
RA15_16-21_9,cell_424,4
RA15_16-21_9,cell_425,4
RA15_16-21_9,cell_437,4
RA15_16-21_9,cell_44,4
RA15_16-21_9,cell_442,4
RA15_16-21_9,cell_45,4
RA15_16-21_9,cell_460,4
RA15_16-21_9,cell_470,4
RA15_16-21_9,cell_471,4
RA15_16-21_9,cell_486,4
RA15_16-21_9,cell_500,4
RA15_16-21_9,cell_536,4
RA15_16-21_9,cell_541,4
RA15_16-21_9,cell_548,4
RA15_16-21_9,cell_550,4
RA15_16-21_9,cell_556,4
RA15_16-21_9,cell_562,4
RA15_16-21_9,cell_568,4
RA15_16-21_9,cell_592,4
RA15_16-21_9,cell_597,4
RA15_16-21_9,cell_6,4
RA15_16-21_9,cell_611,4
RA15_16-21_9,cell_619,4
RA15_16-21_9,cell_635,4
RA15_16-21_9,cell_643,4
RA15_16-21_9,cell_647,4
RA15_16-21_9,cell_65,4
RA15_16-21_9,cell_651,4
RA15_16-21_9,cell_654,4
RA15_16-21_9,cell_659,4
RA15_16-21_9,cell_660,4
RA15_16-21_9,cell_662,4
RA15_16-21_9,cell_683,4
RA15_16-21_9,cell_685,4
