sample_name,cell_barcode,final_clone_id
RA20_05-27_1,cell_1114,1
RA20_05-27_1,cell_2225,1
RA20_05-27_1,cell_488,1
RA20_05-27_1,cell_525,1
RA20_05-23_1,cell_582,1
RA20_05-23_1,cell_158,1
RA20_05-27_1,cell_1582,1
RA20_05-27_1,cell_1552,1
RA20_05-27_1,cell_1325,1
RA20_05-27_1,cell_1333,1
RA20_05-27_1,cell_742,1
RA20_05-27_1,cell_572,1
RA20_05-23_1,cell_2220,1
RA20_05-27_1,cell_1334,1
RA20_05-27_1,cell_122,1
RA20_05-27_1,cell_1793,1
RA20_05-27_1,cell_1442,1
RA20_05-27_1,cell_1839,1
RA20_05-27_1,cell_1937,1
RA20_05-27_1,cell_47,1
RA20_05-27_1,cell_884,1
RA20_05-23_1,cell_1918,1
RA20_05-23_1,cell_236,1
RA20_05-27_1,cell_1472,1
RA20_05-27_1,cell_1070,1
RA20_05-27_1,cell_2147,1
RA20_05-27_1,cell_1323,1
RA20_05-27_1,cell_2177,1
RA20_05-27_1,cell_1129,1
RA20_05-27_1,cell_43,1
RA20_05-27_1,cell_70,1
RA20_05-27_1,cell_289,1
RA20_05-27_1,cell_967,1
RA20_05-27_1,cell_2012,1
RA20_05-27_1,cell_182,1
RA20_05-27_1,cell_547,1
RA20_05-23_1,cell_1583,1
RA20_05-27_1,cell_1457,1
RA20_05-27_1,cell_354,1
RA20_05-27_1,cell_137,1
RA20_05-23_1,cell_2246,1
RA20_05-27_1,cell_1995,1
RA20_05-27_1,cell_2209,1
RA20_05-27_1,cell_734,1
RA20_05-27_1,cell_196,1
RA20_05-27_1,cell_8,1
RA20_05-27_1,cell_1069,1
RA20_05-27_1,cell_1398,1
RA20_05-27_1,cell_1447,1
RA20_05-27_1,cell_1438,1
RA20_05-27_1,cell_1636,1
RA20_05-27_1,cell_508,1
RA20_05-27_1,cell_1380,1
RA20_05-27_1,cell_1330,1
RA20_05-27_1,cell_1770,1
RA20_05-27_1,cell_2176,1
RA20_05-27_1,cell_2136,1
RA20_05-27_1,cell_357,1
RA20_05-27_1,cell_360,1
RA20_05-27_1,cell_1949,1
RA20_05-27_1,cell_698,1
RA20_05-27_1,cell_1598,1
RA20_05-27_1,cell_1453,1
RA20_05-27_1,cell_389,1
RA20_05-27_1,cell_730,1
RA20_05-23_1,cell_2139,1
RA20_05-27_1,cell_1849,1
RA20_05-27_1,cell_1419,1
RA20_05-23_1,cell_1486,1
RA20_05-27_1,cell_352,1
RA20_05-27_1,cell_1657,1
RA20_05-27_1,cell_1753,1
RA20_05-27_1,cell_1769,1
RA20_05-27_1,cell_1670,1
RA20_05-27_1,cell_904,1
RA20_05-27_1,cell_1184,1
RA20_05-23_1,cell_761,1
RA20_05-27_1,cell_1684,1
RA20_05-27_1,cell_186,1
RA20_05-27_1,cell_544,1
RA20_05-27_1,cell_2018,1
RA20_05-27_1,cell_2104,1
RA20_05-23_1,cell_1980,1
RA20_05-27_1,cell_1757,1
RA20_05-23_1,cell_1282,1
RA20_05-23_1,cell_1809,1
RA20_05-27_1,cell_402,1
RA20_05-27_1,cell_956,1
RA20_05-27_1,cell_1437,1
RA20_05-27_1,cell_621,1
RA20_05-27_1,cell_943,1
RA20_05-27_1,cell_1862,1
RA20_05-27_1,cell_1224,1
RA20_05-27_1,cell_22,1
RA20_05-27_1,cell_400,1
RA20_05-23_1,cell_3469,1
RA20_05-27_1,cell_1918,1
RA20_05-27_1,cell_1265,1
RA20_05-27_1,cell_1443,1
RA20_05-27_1,cell_629,1
RA20_05-27_1,cell_1672,1
RA20_05-27_1,cell_150,1
RA20_05-23_1,cell_3174,1
RA20_05-27_1,cell_13,1
RA20_05-27_1,cell_1319,1
RA20_05-27_1,cell_1855,1
RA20_05-23_1,cell_1728,1
RA20_05-27_1,cell_1820,1
RA20_05-27_1,cell_409,1
RA20_05-27_1,cell_346,1
RA20_05-27_1,cell_761,1
RA20_05-27_1,cell_278,1
RA20_05-27_1,cell_309,1
RA20_05-27_1,cell_259,1
RA20_05-23_1,cell_3577,1
RA20_05-23_1,cell_1048,1
RA20_05-27_1,cell_1677,1
RA20_05-27_1,cell_1018,1
RA20_05-27_1,cell_1761,1
RA20_05-27_1,cell_2191,1
RA20_05-27_1,cell_90,1
RA20_05-27_1,cell_1262,1
RA20_05-27_1,cell_1054,1
RA20_05-27_1,cell_376,1
RA20_05-27_1,cell_1392,1
RA20_05-27_1,cell_1356,1
RA20_05-27_1,cell_216,1
RA20_05-27_1,cell_640,1
RA20_05-27_1,cell_1001,1
RA20_05-27_1,cell_411,1
RA20_05-23_1,cell_467,1
RA20_05-27_1,cell_745,1
RA20_05-27_1,cell_614,1
RA20_05-27_1,cell_1517,1
RA20_05-27_1,cell_1917,1
RA20_05-27_1,cell_349,1
RA20_05-27_1,cell_763,1
RA20_05-23_1,cell_1884,1
RA20_05-27_1,cell_1268,1
RA20_05-27_1,cell_1118,1
RA20_05-27_1,cell_1788,1
RA20_05-27_1,cell_2154,1
RA20_05-27_1,cell_843,1
RA20_05-27_1,cell_2007,1
RA20_05-27_1,cell_2184,1
RA20_05-27_1,cell_2070,1
RA20_05-27_1,cell_478,1
RA20_05-27_1,cell_316,1
RA20_05-27_1,cell_126,1
RA20_05-27_1,cell_1629,1
RA20_05-23_1,cell_30,1
RA20_05-27_1,cell_1439,1
RA20_05-27_1,cell_1127,1
RA20_05-23_1,cell_2447,1
RA20_05-27_1,cell_883,1
RA20_05-27_1,cell_369,1
RA20_05-27_1,cell_2119,1
RA20_05-27_1,cell_1712,1
RA20_05-27_1,cell_1955,1
RA20_05-27_1,cell_446,1
RA20_05-27_1,cell_2217,1
RA20_05-27_1,cell_949,1
RA20_05-27_1,cell_262,1
RA20_05-27_1,cell_1307,1
RA20_05-27_1,cell_1540,1
RA20_05-27_1,cell_422,1
RA20_05-27_1,cell_1547,1
RA20_05-27_1,cell_1318,1
RA20_05-27_1,cell_281,1
RA20_05-27_1,cell_1579,1
RA20_05-27_1,cell_945,1
RA20_05-27_1,cell_1121,1
RA20_05-27_1,cell_2001,1
RA20_05-27_1,cell_971,1
RA20_05-27_1,cell_1131,1
RA20_05-27_1,cell_872,1
RA20_05-27_1,cell_30,1
RA20_05-27_1,cell_2050,1
RA20_05-27_1,cell_1568,1
RA20_05-27_1,cell_1982,1
RA20_05-23_1,cell_2764,1
RA20_05-27_1,cell_1856,1
RA20_05-27_1,cell_1220,1
RA20_05-27_1,cell_1476,1
RA20_05-27_1,cell_533,1
RA20_05-23_1,cell_2714,1
RA20_05-27_1,cell_221,1
RA20_05-27_1,cell_1542,1
RA20_05-27_1,cell_178,1
RA20_05-27_1,cell_1776,1
RA20_05-27_1,cell_335,1
RA20_05-27_1,cell_1874,1
RA20_05-27_1,cell_750,1
RA20_05-27_1,cell_706,1
RA20_05-27_1,cell_1851,1
RA20_05-27_1,cell_311,1
RA20_05-27_1,cell_953,1
RA20_05-27_1,cell_2027,1
RA20_05-27_1,cell_1846,1
RA20_05-27_1,cell_1720,1
RA20_05-27_1,cell_135,1
RA20_05-27_1,cell_1869,1
RA20_05-23_1,cell_2789,1
RA20_05-27_1,cell_633,1
RA20_05-27_1,cell_1539,1
RA20_05-27_1,cell_748,1
RA20_05-27_1,cell_574,1
RA20_05-27_1,cell_2202,1
