sample,cell_barcode,clone_id
RA19_21-31_1,cell_1006,1
RA19_21-31_1,cell_101,1
RA19_21-31_1,cell_1014,1
RA19_21-31_1,cell_1025,1
RA19_21-31_1,cell_1039,1
RA19_21-31_1,cell_1044,1
RA19_21-31_1,cell_1059,1
RA19_21-31_1,cell_1070,1
RA19_21-31_1,cell_1072,1
RA19_21-31_1,cell_108,1
RA19_21-31_1,cell_1081,1
RA19_21-31_1,cell_1098,1
RA19_21-31_1,cell_110,1
RA19_21-31_1,cell_1107,1
RA19_21-31_1,cell_1121,1
RA19_21-31_1,cell_1126,1
RA19_21-31_1,cell_1130,1
RA19_21-31_1,cell_1143,1
RA19_21-31_1,cell_1149,1
RA19_21-31_1,cell_115,1
RA19_21-31_1,cell_1151,1
RA19_21-31_1,cell_1156,1
RA19_21-31_1,cell_1170,1
RA19_21-31_1,cell_1184,1
RA19_21-31_1,cell_1207,1
RA19_21-31_1,cell_1208,1
RA19_21-31_1,cell_121,1
RA19_21-31_1,cell_1227,1
RA19_21-31_1,cell_1244,1
RA19_21-31_1,cell_1247,1
RA19_21-31_1,cell_1250,1
RA19_21-31_1,cell_1252,1
RA19_21-31_1,cell_1277,1
RA19_21-31_1,cell_1283,1
RA19_21-31_1,cell_1284,1
RA19_21-31_1,cell_1299,1
RA19_21-31_1,cell_1303,1
RA19_21-31_1,cell_1306,1
RA19_21-31_1,cell_1310,1
RA19_21-31_1,cell_1311,1
RA19_21-31_1,cell_1314,1
RA19_21-31_1,cell_1325,1
RA19_21-31_1,cell_1330,1
RA19_21-31_1,cell_1335,1
RA19_21-31_1,cell_1340,1
RA19_21-31_1,cell_1342,1
RA19_21-31_1,cell_1344,1
RA19_21-31_1,cell_1352,1
RA19_21-31_1,cell_137,1
RA19_21-31_1,cell_1386,1
RA19_21-31_1,cell_1394,1
RA19_21-31_1,cell_1396,1
RA19_21-31_1,cell_140,1
RA19_21-31_1,cell_142,1
RA19_21-31_1,cell_1425,1
RA19_21-31_1,cell_1463,1
RA19_21-31_1,cell_1468,1
RA19_21-31_1,cell_1489,1
RA19_21-31_1,cell_1491,1
RA19_21-31_1,cell_1526,1
RA19_21-31_1,cell_1550,1
RA19_21-31_1,cell_1551,1
RA19_21-31_1,cell_1568,1
RA19_21-31_1,cell_1573,1
RA19_21-31_1,cell_1578,1
RA19_21-31_1,cell_1583,1
RA19_21-31_1,cell_1584,1
RA19_21-31_1,cell_1599,1
RA19_21-31_1,cell_1623,1
RA19_21-31_1,cell_1645,1
RA19_21-31_1,cell_1671,1
RA19_21-31_1,cell_1674,1
RA19_21-31_1,cell_1675,1
RA19_21-31_1,cell_1685,1
RA19_21-31_1,cell_169,1
RA19_21-31_1,cell_1690,1
RA19_21-31_1,cell_171,1
RA19_21-31_1,cell_1721,1
RA19_21-31_1,cell_1741,1
RA19_21-31_1,cell_1747,1
RA19_21-31_1,cell_1750,1
RA19_21-31_1,cell_1771,1
RA19_21-31_1,cell_1780,1
RA19_21-31_1,cell_1794,1
RA19_21-31_1,cell_1800,1
RA19_21-31_1,cell_1816,1
RA19_21-31_1,cell_1835,1
RA19_21-31_1,cell_1842,1
RA19_21-31_1,cell_1850,1
RA19_21-31_1,cell_188,1
RA19_21-31_1,cell_1900,1
RA19_21-31_1,cell_1910,1
RA19_21-31_1,cell_1913,1
RA19_21-31_1,cell_1940,1
RA19_21-31_1,cell_1949,1
RA19_21-31_1,cell_1951,1
RA19_21-31_1,cell_1954,1
RA19_21-31_1,cell_1955,1
RA19_21-31_1,cell_1975,1
RA19_21-31_1,cell_1978,1
RA19_21-31_1,cell_198,1
RA19_21-31_1,cell_2010,1
RA19_21-31_1,cell_2014,1
RA19_21-31_1,cell_2024,1
RA19_21-31_1,cell_2026,1
RA19_21-31_1,cell_2027,1
RA19_21-31_1,cell_2043,1
RA19_21-31_1,cell_2048,1
RA19_21-31_1,cell_2051,1
RA19_21-31_1,cell_2054,1
RA19_21-31_1,cell_2061,1
RA19_21-31_1,cell_2064,1
RA19_21-31_1,cell_2071,1
RA19_21-31_1,cell_2078,1
RA19_21-31_1,cell_2091,1
RA19_21-31_1,cell_2123,1
RA19_21-31_1,cell_2141,1
RA19_21-31_1,cell_2151,1
RA19_21-31_1,cell_2154,1
RA19_21-31_1,cell_2183,1
RA19_21-31_1,cell_2190,1
RA19_21-31_1,cell_2199,1
RA19_21-31_1,cell_2213,1
RA19_21-31_1,cell_2215,1
RA19_21-31_1,cell_2217,1
RA19_21-31_1,cell_2227,1
RA19_21-31_1,cell_224,1
RA19_21-31_1,cell_2256,1
RA19_21-31_1,cell_2265,1
RA19_21-31_1,cell_230,1
RA19_21-31_1,cell_2301,1
RA19_21-31_1,cell_2309,1
RA19_21-31_1,cell_2314,1
RA19_21-31_1,cell_2318,1
RA19_21-31_1,cell_2321,1
RA19_21-31_1,cell_233,1
RA19_21-31_1,cell_2334,1
RA19_21-31_1,cell_235,1
RA19_21-31_1,cell_2353,1
RA19_21-31_1,cell_2354,1
RA19_21-31_1,cell_2363,1
RA19_21-31_1,cell_2372,1
RA19_21-31_1,cell_2387,1
RA19_21-31_1,cell_2388,1
RA19_21-31_1,cell_2408,1
RA19_21-31_1,cell_2433,1
RA19_21-31_1,cell_2436,1
RA19_21-31_1,cell_2440,1
RA19_21-31_1,cell_2446,1
RA19_21-31_1,cell_2469,1
RA19_21-31_1,cell_2473,1
RA19_21-31_1,cell_2481,1
RA19_21-31_1,cell_2487,1
RA19_21-31_1,cell_25,1
RA19_21-31_1,cell_2512,1
RA19_21-31_1,cell_2520,1
RA19_21-31_1,cell_2522,1
RA19_21-31_1,cell_2536,1
RA19_21-31_1,cell_2552,1
RA19_21-31_1,cell_258,1
RA19_21-31_1,cell_2586,1
RA19_21-31_1,cell_2587,1
RA19_21-31_1,cell_2592,1
RA19_21-31_1,cell_2593,1
RA19_21-31_1,cell_2595,1
RA19_21-31_1,cell_262,1
RA19_21-31_1,cell_2625,1
RA19_21-31_1,cell_2630,1
RA19_21-31_1,cell_2633,1
RA19_21-31_1,cell_2640,1
RA19_21-31_1,cell_2663,1
RA19_21-31_1,cell_2674,1
RA19_21-31_1,cell_2677,1
RA19_21-31_1,cell_2687,1
RA19_21-31_1,cell_2691,1
RA19_21-31_1,cell_2696,1
RA19_21-31_1,cell_2713,1
RA19_21-31_1,cell_2718,1
RA19_21-31_1,cell_2726,1
RA19_21-31_1,cell_2728,1
RA19_21-31_1,cell_2740,1
RA19_21-31_1,cell_2747,1
RA19_21-31_1,cell_2748,1
RA19_21-31_1,cell_2788,1
RA19_21-31_1,cell_2797,1
RA19_21-31_1,cell_2803,1
RA19_21-31_1,cell_2806,1
RA19_21-31_1,cell_281,1
RA19_21-31_1,cell_2812,1
RA19_21-31_1,cell_2822,1
RA19_21-31_1,cell_2825,1
RA19_21-31_1,cell_284,1
RA19_21-31_1,cell_2840,1
RA19_21-31_1,cell_2845,1
RA19_21-31_1,cell_2849,1
RA19_21-31_1,cell_285,1
RA19_21-31_1,cell_2854,1
RA19_21-31_1,cell_2863,1
RA19_21-31_1,cell_2865,1
RA19_21-31_1,cell_2870,1
RA19_21-31_1,cell_2877,1
RA19_21-31_1,cell_2881,1
RA19_21-31_1,cell_289,1
RA19_21-31_1,cell_2894,1
RA19_21-31_1,cell_2897,1
RA19_21-31_1,cell_2899,1
RA19_21-31_1,cell_290,1
RA19_21-31_1,cell_2901,1
RA19_21-31_1,cell_2905,1
RA19_21-31_1,cell_2906,1
RA19_21-31_1,cell_2935,1
RA19_21-31_1,cell_2939,1
RA19_21-31_1,cell_2943,1
RA19_21-31_1,cell_2961,1
RA19_21-31_1,cell_2977,1
RA19_21-31_1,cell_2980,1
RA19_21-31_1,cell_300,1
RA19_21-31_1,cell_302,1
RA19_21-31_1,cell_316,1
RA19_21-31_1,cell_317,1
RA19_21-31_1,cell_320,1
RA19_21-31_1,cell_321,1
RA19_21-31_1,cell_341,1
RA19_21-31_1,cell_349,1
RA19_21-31_1,cell_374,1
RA19_21-31_1,cell_378,1
RA19_21-31_1,cell_391,1
RA19_21-31_1,cell_395,1
RA19_21-31_1,cell_4,1
RA19_21-31_1,cell_404,1
RA19_21-31_1,cell_408,1
RA19_21-31_1,cell_413,1
RA19_21-31_1,cell_422,1
RA19_21-31_1,cell_436,1
RA19_21-31_1,cell_442,1
RA19_21-31_1,cell_457,1
RA19_21-31_1,cell_465,1
RA19_21-31_1,cell_472,1
RA19_21-31_1,cell_476,1
RA19_21-31_1,cell_486,1
RA19_21-31_1,cell_487,1
RA19_21-31_1,cell_489,1
RA19_21-31_1,cell_496,1
RA19_21-31_1,cell_5,1
RA19_21-31_1,cell_50,1
RA19_21-31_1,cell_505,1
RA19_21-31_1,cell_511,1
RA19_21-31_1,cell_52,1
RA19_21-31_1,cell_525,1
RA19_21-31_1,cell_528,1
RA19_21-31_1,cell_533,1
RA19_21-31_1,cell_54,1
RA19_21-31_1,cell_540,1
RA19_21-31_1,cell_543,1
RA19_21-31_1,cell_566,1
RA19_21-31_1,cell_567,1
RA19_21-31_1,cell_57,1
RA19_21-31_1,cell_60,1
RA19_21-31_1,cell_609,1
RA19_21-31_1,cell_618,1
RA19_21-31_1,cell_630,1
RA19_21-31_1,cell_651,1
RA19_21-31_1,cell_662,1
RA19_21-31_1,cell_676,1
RA19_21-31_1,cell_677,1
RA19_21-31_1,cell_68,1
RA19_21-31_1,cell_684,1
RA19_21-31_1,cell_694,1
RA19_21-31_1,cell_712,1
RA19_21-31_1,cell_729,1
RA19_21-31_1,cell_730,1
RA19_21-31_1,cell_737,1
RA19_21-31_1,cell_752,1
RA19_21-31_1,cell_762,1
RA19_21-31_1,cell_768,1
RA19_21-31_1,cell_769,1
RA19_21-31_1,cell_796,1
RA19_21-31_1,cell_817,1
RA19_21-31_1,cell_824,1
RA19_21-31_1,cell_843,1
RA19_21-31_1,cell_851,1
RA19_21-31_1,cell_857,1
RA19_21-31_1,cell_86,1
RA19_21-31_1,cell_884,1
RA19_21-31_1,cell_900,1
RA19_21-31_1,cell_908,1
RA19_21-31_1,cell_910,1
RA19_21-31_1,cell_917,1
RA19_21-31_1,cell_925,1
RA19_21-31_1,cell_94,1
RA19_21-31_1,cell_940,1
RA19_21-31_1,cell_941,1
RA19_21-31_1,cell_942,1
RA19_21-31_1,cell_948,1
RA19_21-31_1,cell_950,1
RA19_21-31_1,cell_953,1
RA19_21-31_1,cell_954,1
RA19_21-31_1,cell_955,1
RA19_21-31_1,cell_956,1
RA19_21-31_1,cell_963,1
RA19_21-31_1,cell_966,1
RA19_21-31_1,cell_98,1
RA19_21-31_1,cell_996,1
RA19_21-31_1,cell_998,1
RA19_21-panc_head,cell_1010,1
RA19_21-panc_head,cell_1027,1
RA19_21-panc_head,cell_103,1
RA19_21-panc_head,cell_1031,1
RA19_21-panc_head,cell_1070,1
RA19_21-panc_head,cell_1085,1
RA19_21-panc_head,cell_1094,1
RA19_21-panc_head,cell_1097,1
RA19_21-panc_head,cell_110,1
RA19_21-panc_head,cell_1118,1
RA19_21-panc_head,cell_1134,1
RA19_21-panc_head,cell_1161,1
