sample,cell_barcode,clone_id
TP49-IR-1T,cell_318,1
TP49-IR-1T,cell_320,1
TP49-IR-1T,cell_325,1
TP49-IR-1T,cell_353,1
TP49-IR-1T,cell_354,1
TP49-IR-1T,cell_377,1
TP49-IR-1T,cell_378,1
TP49-IR-1T,cell_379,1
TP49-IR-1T,cell_383,1
TP49-IR-1T,cell_385,1
TP49-IR-1T,cell_391,1
TP49-IR-1T,cell_396,1
TP49-IR-1T,cell_399,1
TP49-IR-1T,cell_406,1
TP49-IR-1T,cell_408,1
TP49-IR-1T,cell_419,1
TP49-IR-1T,cell_421,1
TP49-IR-1T,cell_425,1
TP49-IR-1T,cell_426,1
TP49-IR-1T,cell_445,1
TP49-IR-1T,cell_449,1
TP49-IR-1T,cell_462,1
TP49-IR-1T,cell_466,1
TP49-IR-1T,cell_473,1
TP49-IR-1T,cell_484,1
TP49-IR-1T,cell_488,1
TP49-IR-1T,cell_493,1
TP49-IR-1T,cell_496,1
TP49-IR-1T,cell_50,1
TP49-IR-1T,cell_500,1
TP49-IR-1T,cell_509,1
TP49-IR-1T,cell_512,1
TP49-IR-1T,cell_514,1
TP49-IR-1T,cell_521,1
TP49-IR-1T,cell_531,1
TP49-IR-1T,cell_532,1
TP49-IR-1T,cell_538,1
TP49-IR-1T,cell_540,1
TP49-IR-1T,cell_543,1
TP49-IR-1T,cell_544,1
TP49-IR-1T,cell_548,1
TP49-IR-1T,cell_550,1
TP49-IR-1T,cell_563,1
TP49-IR-1T,cell_574,1
TP49-IR-1T,cell_577,1
TP49-IR-1T,cell_582,1
TP49-IR-1T,cell_588,1
TP49-IR-1T,cell_589,1
TP49-IR-1T,cell_592,1
TP49-IR-1T,cell_597,1
TP49-IR-1T,cell_598,1
TP49-IR-1T,cell_601,1
TP49-IR-1T,cell_606,1
TP49-IR-1T,cell_631,1
TP49-IR-1T,cell_633,1
TP49-IR-1T,cell_64,1
TP49-IR-1T,cell_647,1
TP49-IR-1T,cell_650,1
TP49-IR-1T,cell_657,1
TP49-IR-1T,cell_661,1
TP49-IR-1T,cell_671,1
TP49-IR-1T,cell_672,1
TP49-IR-1T,cell_674,1
TP49-IR-1T,cell_68,1
TP49-IR-1T,cell_683,1
TP49-IR-1T,cell_686,1
TP49-IR-1T,cell_687,1
TP49-IR-1T,cell_689,1
TP49-IR-1T,cell_69,1
TP49-IR-1T,cell_693,1
TP49-IR-1T,cell_699,1
TP49-IR-1T,cell_70,1
TP49-IR-1T,cell_705,1
TP49-IR-1T,cell_709,1
TP49-IR-1T,cell_71,1
TP49-IR-1T,cell_713,1
TP49-IR-1T,cell_715,1
TP49-IR-1T,cell_724,1
TP49-IR-1T,cell_726,1
TP49-IR-1T,cell_727,1
TP49-IR-1T,cell_728,1
TP49-IR-1T,cell_736,1
TP49-IR-1T,cell_742,1
TP49-IR-1T,cell_763,1
TP49-IR-1T,cell_77,1
TP49-IR-1T,cell_775,1
TP49-IR-1T,cell_787,1
TP49-IR-1T,cell_793,1
TP49-IR-1T,cell_811,1
TP49-IR-1T,cell_82,1
TP49-IR-1T,cell_825,1
TP49-IR-1T,cell_827,1
TP49-IR-1T,cell_839,1
TP49-IR-1T,cell_846,1
TP49-IR-1T,cell_85,1
TP49-IR-1T,cell_854,1
TP49-IR-1T,cell_863,1
TP49-IR-1T,cell_864,1
TP49-IR-1T,cell_866,1
TP49-IR-1T,cell_868,1
TP49-IR-1T,cell_869,1
TP49-IR-1T,cell_872,1
TP49-IR-1T,cell_88,1
TP49-IR-1T,cell_882,1
TP49-IR-1T,cell_89,1
TP49-IR-1T,cell_894,1
TP49-IR-1T,cell_905,1
TP49-IR-1T,cell_906,1
TP49-IR-1T,cell_909,1
TP49-IR-1T,cell_910,1
TP49-IR-1T,cell_917,1
TP49-IR-1T,cell_918,1
TP49-IR-1T,cell_924,1
TP49-IR-1T,cell_926,1
TP49-IR-1T,cell_929,1
TP49-IR-1T,cell_93,1
TP49-IR-1T,cell_939,1
TP49-IR-1T,cell_946,1
TP49-IR-1T,cell_947,1
TP49-IR-1T,cell_949,1
TP49-IR-1T,cell_954,1
TP49-IR-1T,cell_959,1
TP49-IR-1T,cell_967,1
TP49-IR-1T,cell_968,1
TP49-IR-1T,cell_970,1
TP49-IR-1T,cell_985,1
TP49-IR-1T,cell_993,1
TP49-IR-1T,cell_999,1
TP49-IR-0T,cell_16,2
TP49-IR-0T,cell_27,2
TP49-IR-0T,cell_45,2
TP49-IR-0T,cell_46,2
TP49-IR-0T,cell_9,2
TP49-IR-1T,cell_101,2
TP49-IR-1T,cell_1014,2
TP49-IR-1T,cell_1018,2
TP49-IR-1T,cell_1030,2
TP49-IR-1T,cell_1040,2
TP49-IR-1T,cell_1041,2
TP49-IR-1T,cell_1045,2
TP49-IR-1T,cell_1046,2
TP49-IR-1T,cell_1053,2
TP49-IR-1T,cell_1063,2
TP49-IR-1T,cell_1073,2
TP49-IR-1T,cell_1079,2
TP49-IR-1T,cell_1081,2
TP49-IR-1T,cell_1088,2
TP49-IR-1T,cell_1089,2
TP49-IR-1T,cell_1093,2
TP49-IR-1T,cell_1099,2
TP49-IR-1T,cell_1103,2
TP49-IR-1T,cell_1110,2
TP49-IR-1T,cell_1114,2
TP49-IR-1T,cell_1126,2
TP49-IR-1T,cell_1131,2
TP49-IR-1T,cell_1174,2
TP49-IR-1T,cell_1176,2
TP49-IR-1T,cell_118,2
TP49-IR-1T,cell_1180,2
TP49-IR-1T,cell_1185,2
TP49-IR-1T,cell_1200,2
TP49-IR-1T,cell_1215,2
TP49-IR-1T,cell_122,2
TP49-IR-1T,cell_1220,2
