sample,cell_barcode,clone_id
M07-1,cell_1001,1
M07-1,cell_101,1
M07-1,cell_102,1
M07-1,cell_1023,1
M07-1,cell_1030,1
M07-1,cell_1031,1
M07-1,cell_1034,1
M07-1,cell_1041,1
M07-1,cell_1044,1
M07-1,cell_1046,1
M07-1,cell_1048,1
M07-1,cell_105,1
M07-1,cell_1059,1
M07-1,cell_106,1
M07-1,cell_1060,1
M07-1,cell_1066,1
M07-1,cell_1069,1
M07-1,cell_1070,1
M07-1,cell_1071,1
M07-1,cell_1072,1
M07-1,cell_1081,1
M07-1,cell_1089,1
M07-1,cell_1095,1
M07-1,cell_1096,1
M07-1,cell_1097,1
M07-1,cell_1099,1
M07-1,cell_1100,1
M07-1,cell_1106,1
M07-1,cell_1107,1
M07-1,cell_111,1
M07-1,cell_1119,1
M07-1,cell_1124,1
M07-1,cell_1126,1
M07-1,cell_1129,1
M07-1,cell_1138,1
M07-1,cell_114,1
M07-1,cell_1141,1
M07-1,cell_1142,1
M07-1,cell_1144,1
M07-1,cell_1153,1
M07-1,cell_1154,1
M07-1,cell_1159,1
M07-1,cell_116,1
M07-1,cell_1161,1
M07-1,cell_1162,1
M07-1,cell_1166,1
M07-1,cell_1171,1
M07-1,cell_1174,1
M07-1,cell_118,1
M07-1,cell_1182,1
M07-1,cell_1193,1
M07-1,cell_1196,1
M07-1,cell_1197,1
M07-1,cell_1206,1
M07-1,cell_1207,1
M07-1,cell_121,1
M07-1,cell_1212,1
M07-1,cell_1217,1
M07-1,cell_1220,1
M07-1,cell_1226,1
M07-1,cell_1229,1
M07-1,cell_1244,1
M07-1,cell_1250,1
M07-1,cell_1256,1
M07-1,cell_1257,1
M07-1,cell_1264,1
M07-1,cell_1276,1
M07-1,cell_1277,1
M07-1,cell_1281,1
M07-1,cell_1293,1
M07-1,cell_1298,1
M07-1,cell_1299,1
M07-1,cell_1300,1
M07-1,cell_1303,1
M07-1,cell_1306,1
M07-1,cell_1308,1
M07-1,cell_1311,1
M07-1,cell_132,1
M07-1,cell_1321,1
M07-1,cell_1322,1
M07-1,cell_1327,1
M07-1,cell_1330,1
M07-1,cell_1336,1
M07-1,cell_1349,1
M07-1,cell_1354,1
M07-1,cell_1356,1
M07-1,cell_1359,1
M07-1,cell_136,1
M07-1,cell_1362,1
M07-1,cell_1363,1
M07-1,cell_1365,1
M07-1,cell_1366,1
M07-1,cell_1368,1
M07-1,cell_1370,1
M07-1,cell_1386,1
M07-1,cell_1389,1
M07-1,cell_1390,1
M07-1,cell_1393,1
M07-1,cell_1396,1
M07-1,cell_1397,1
M07-1,cell_14,1
M07-1,cell_1402,1
M07-1,cell_1405,1
M07-1,cell_1406,1
M07-1,cell_1411,1
M07-1,cell_1414,1
M07-1,cell_142,1
M07-1,cell_1420,1
M07-1,cell_1423,1
M07-1,cell_1424,1
M07-1,cell_1429,1
M07-1,cell_1430,1
M07-1,cell_1435,1
M07-1,cell_1443,1
M07-1,cell_1445,1
M07-1,cell_1459,1
M07-1,cell_1467,1
M07-1,cell_1471,1
M07-1,cell_1484,1
M07-1,cell_1486,1
M07-1,cell_149,1
M07-1,cell_1490,1
M07-1,cell_1494,1
M07-1,cell_1498,1
M07-1,cell_1504,1
M07-1,cell_1509,1
M07-1,cell_151,1
M07-1,cell_1512,1
M07-1,cell_1515,1
M07-1,cell_1518,1
M07-1,cell_1532,1
M07-1,cell_1538,1
M07-1,cell_154,1
M07-1,cell_1551,1
M07-1,cell_1558,1
M07-1,cell_1560,1
M07-1,cell_1570,1
M07-1,cell_1572,1
M07-1,cell_1576,1
M07-1,cell_158,1
M07-1,cell_1580,1
M07-1,cell_1581,1
M07-1,cell_1584,1
M07-1,cell_1590,1
M07-1,cell_1595,1
M07-1,cell_1599,1
M07-1,cell_1601,1
M07-1,cell_1607,1
M07-1,cell_1609,1
M07-1,cell_1620,1
M07-1,cell_1622,1
M07-1,cell_1625,1
M07-1,cell_1626,1
M07-1,cell_1630,1
M07-1,cell_1636,1
M07-1,cell_1645,1
M07-1,cell_1647,1
M07-1,cell_1651,1
M07-1,cell_1659,1
M07-1,cell_1660,1
M07-1,cell_1665,1
M07-1,cell_1667,1
M07-1,cell_167,1
M07-1,cell_1675,1
M07-1,cell_1679,1
M07-1,cell_1680,1
M07-1,cell_1681,1
M07-1,cell_1689,1
M07-1,cell_1693,1
M07-1,cell_1694,1
M07-1,cell_1697,1
M07-1,cell_17,1
M07-1,cell_1700,1
M07-1,cell_1703,1
M07-1,cell_1706,1
M07-1,cell_1709,1
M07-1,cell_1714,1
M07-1,cell_1716,1
M07-1,cell_1717,1
M07-1,cell_172,1
M07-1,cell_1725,1
M07-1,cell_1727,1
M07-1,cell_1728,1
M07-1,cell_1731,1
M07-1,cell_1732,1
M07-1,cell_1733,1
M07-1,cell_1736,1
M07-1,cell_1739,1
M07-1,cell_1747,1
M07-1,cell_1749,1
M07-1,cell_1756,1
M07-1,cell_1760,1
M07-1,cell_1766,1
M07-1,cell_1767,1
M07-1,cell_1769,1
M07-1,cell_1773,1
M07-1,cell_1775,1
M07-1,cell_1778,1
M07-1,cell_1782,1
M07-1,cell_1783,1
M07-1,cell_1784,1
M07-1,cell_1787,1
M07-1,cell_1789,1
M07-1,cell_1793,1
M07-1,cell_1795,1
M07-1,cell_1799,1
M07-1,cell_18,1
M07-1,cell_1811,1
M07-1,cell_1818,1
M07-1,cell_1822,1
M07-1,cell_1824,1
M07-1,cell_1835,1
M07-1,cell_1838,1
M07-1,cell_1841,1
M07-1,cell_1847,1
M07-1,cell_1849,1
M07-1,cell_1853,1
M07-1,cell_1854,1
M07-1,cell_1857,1
M07-1,cell_1859,1
M07-1,cell_1866,1
M07-1,cell_1869,1
M07-1,cell_1872,1
M07-1,cell_1873,1
M07-1,cell_1874,1
M07-1,cell_1880,1
M07-1,cell_1881,1
M07-1,cell_1882,1
M07-1,cell_1885,1
M07-1,cell_1887,1
M07-1,cell_1888,1
M07-1,cell_1891,1
M07-1,cell_1892,1
M07-1,cell_1894,1
M07-1,cell_1896,1
M07-1,cell_19,1
M07-1,cell_190,1
M07-1,cell_1906,1
M07-1,cell_1909,1
M07-1,cell_191,1
M07-1,cell_1910,1
M07-1,cell_1915,1
M07-1,cell_1921,1
M07-1,cell_1924,1
M07-1,cell_1929,1
M07-1,cell_1932,1
M07-1,cell_1936,1
M07-1,cell_1945,1
M07-1,cell_1946,1
M07-1,cell_1952,1
M07-1,cell_1956,1
M07-1,cell_196,1
M07-1,cell_1960,1
M07-1,cell_1975,1
M07-1,cell_1976,1
M07-1,cell_1977,1
M07-1,cell_1980,1
M07-1,cell_1982,1
M07-1,cell_1985,1
M07-1,cell_1991,1
M07-1,cell_1993,1
M07-1,cell_1995,1
M07-1,cell_2,1
M07-1,cell_200,1
M07-1,cell_2006,1
M07-1,cell_2009,1
M07-1,cell_2011,1
M07-1,cell_2019,1
M07-1,cell_2025,1
M07-1,cell_2026,1
M07-1,cell_2027,1
M07-1,cell_2028,1
M07-1,cell_2035,1
M07-1,cell_2039,1
M07-1,cell_2042,1
M07-1,cell_2050,1
M07-1,cell_2054,1
M07-1,cell_2058,1
M07-1,cell_206,1
M07-1,cell_2077,1
M07-1,cell_2079,1
M07-1,cell_2083,1
