sample_name,cell_barcode,final_clone_id
BPA-3-RSX,cell_1,2
BPA-3-RSX,cell_10,2
BPA-3-RSX,cell_1000,2
BPA-3-RSX,cell_1003,2
BPA-3-RSX,cell_1005,2
BPA-3-RSX,cell_1006,2
BPA-3-RSX,cell_1007,2
BPA-3-RSX,cell_1009,2
BPA-3-RSX,cell_101,2
BPA-3-RSX,cell_1011,2
BPA-3-RSX,cell_1014,2
BPA-3-RSX,cell_1015,2
BPA-3-RSX,cell_1017,2
BPA-3-RSX,cell_1018,2
BPA-3-RSX,cell_102,2
BPA-3-RSX,cell_1020,2
BPA-3-RSX,cell_1022,2
BPA-3-RSX,cell_1023,2
BPA-3-RSX,cell_1024,2
BPA-3-RSX,cell_1025,2
BPA-3-RSX,cell_1026,2
BPA-3-RSX,cell_103,2
BPA-3-RSX,cell_1030,2
BPA-3-RSX,cell_1031,2
BPA-3-RSX,cell_1033,2
BPA-3-RSX,cell_1037,2
BPA-3-RSX,cell_1039,2
BPA-3-RSX,cell_1043,2
BPA-3-RSX,cell_1044,2
BPA-3-RSX,cell_1045,2
BPA-3-RSX,cell_1047,2
BPA-3-RSX,cell_1048,2
BPA-3-RSX,cell_1049,2
BPA-3-RSX,cell_105,2
BPA-3-RSX,cell_1052,2
BPA-3-RSX,cell_1055,2
BPA-3-RSX,cell_1056,2
BPA-3-RSX,cell_1058,2
BPA-3-RSX,cell_1059,2
BPA-3-RSX,cell_1060,2
BPA-3-RSX,cell_1061,2
BPA-3-RSX,cell_1063,2
BPA-3-RSX,cell_1064,2
BPA-3-RSX,cell_1065,2
BPA-3-RSX,cell_1066,2
BPA-3-RSX,cell_1067,2
BPA-3-RSX,cell_107,2
BPA-3-RSX,cell_1070,2
BPA-3-RSX,cell_1072,2
BPA-3-RSX,cell_1077,2
BPA-3-RSX,cell_1078,2
BPA-3-RSX,cell_108,2
BPA-3-RSX,cell_1082,2
BPA-3-RSX,cell_1084,2
BPA-3-RSX,cell_1089,2
BPA-3-RSX,cell_109,2
BPA-3-RSX,cell_1090,2
BPA-3-RSX,cell_1091,2
BPA-3-RSX,cell_1092,2
BPA-3-RSX,cell_1096,2
BPA-3-RSX,cell_1098,2
BPA-3-RSX,cell_1099,2
BPA-3-RSX,cell_110,2
BPA-3-RSX,cell_1101,2
BPA-3-RSX,cell_1102,2
BPA-3-RSX,cell_1103,2
BPA-3-RSX,cell_1106,2
BPA-3-RSX,cell_1108,2
BPA-3-RSX,cell_1109,2
BPA-3-RSX,cell_1110,2
BPA-3-RSX,cell_1112,2
BPA-3-RSX,cell_1115,2
BPA-3-RSX,cell_1118,2
BPA-3-RSX,cell_1120,2
BPA-3-RSX,cell_1121,2
BPA-3-RSX,cell_1123,2
BPA-3-RSX,cell_1124,2
BPA-3-RSX,cell_1125,2
BPA-3-RSX,cell_1126,2
BPA-3-RSX,cell_1128,2
BPA-3-RSX,cell_1129,2
BPA-3-RSX,cell_113,2
BPA-3-RSX,cell_1130,2
BPA-3-RSX,cell_1131,2
BPA-3-RSX,cell_1134,2
BPA-3-RSX,cell_1135,2
BPA-3-RSX,cell_1138,2
BPA-3-RSX,cell_114,2
BPA-3-RSX,cell_1140,2
BPA-3-RSX,cell_1143,2
BPA-3-RSX,cell_1144,2
BPA-3-RSX,cell_1145,2
BPA-3-RSX,cell_1146,2
BPA-3-RSX,cell_1147,2
BPA-3-RSX,cell_1148,2
BPA-3-RSX,cell_115,2
BPA-3-RSX,cell_1150,2
BPA-3-RSX,cell_1151,2
BPA-3-RSX,cell_1152,2
BPA-3-RSX,cell_1153,2
BPA-3-RSX,cell_1154,2
BPA-3-RSX,cell_1155,2
BPA-3-RSX,cell_1156,2
BPA-3-RSX,cell_1157,2
BPA-3-RSX,cell_1158,2
BPA-3-RSX,cell_1159,2
BPA-3-RSX,cell_116,2
BPA-3-RSX,cell_1162,2
BPA-3-RSX,cell_1167,2
BPA-3-RSX,cell_1169,2
BPA-3-RSX,cell_1170,2
BPA-3-RSX,cell_1171,2
BPA-3-RSX,cell_1172,2
BPA-3-RSX,cell_1174,2
BPA-3-RSX,cell_1175,2
BPA-3-RSX,cell_1177,2
BPA-3-RSX,cell_1178,2
BPA-3-RSX,cell_1179,2
BPA-3-RSX,cell_118,2
BPA-3-RSX,cell_1182,2
BPA-3-RSX,cell_1184,2
BPA-3-RSX,cell_1185,2
BPA-3-RSX,cell_1188,2
BPA-3-RSX,cell_1189,2
BPA-3-RSX,cell_119,2
BPA-3-RSX,cell_1190,2
BPA-3-RSX,cell_1191,2
BPA-3-RSX,cell_1195,2
BPA-3-RSX,cell_1196,2
BPA-3-RSX,cell_1197,2
BPA-3-RSX,cell_1199,2
BPA-3-RSX,cell_1200,2
BPA-3-RSX,cell_1202,2
BPA-3-RSX,cell_1205,2
BPA-3-RSX,cell_1207,2
BPA-3-RSX,cell_1209,2
BPA-3-RSX,cell_121,2
BPA-3-RSX,cell_1210,2
BPA-3-RSX,cell_1211,2
BPA-3-RSX,cell_1216,2
BPA-3-RSX,cell_1220,2
BPA-3-RSX,cell_1221,2
BPA-3-RSX,cell_1222,2
BPA-3-RSX,cell_1223,2
BPA-3-RSX,cell_1224,2
BPA-3-RSX,cell_1225,2
BPA-3-RSX,cell_1226,2
BPA-3-RSX,cell_1228,2
BPA-3-RSX,cell_1229,2
BPA-3-RSX,cell_123,2
BPA-3-RSX,cell_1230,2
BPA-3-RSX,cell_1232,2
BPA-3-RSX,cell_1233,2
BPA-3-RSX,cell_1234,2
BPA-3-RSX,cell_1235,2
BPA-3-RSX,cell_1239,2
BPA-3-RSX,cell_124,2
BPA-3-RSX,cell_1240,2
BPA-3-RSX,cell_1242,2
BPA-3-RSX,cell_1243,2
BPA-3-RSX,cell_1245,2
BPA-3-RSX,cell_1246,2
BPA-3-RSX,cell_1247,2
BPA-3-RSX,cell_1249,2
BPA-3-RSX,cell_125,2
BPA-3-RSX,cell_1253,2
BPA-3-RSX,cell_1254,2
BPA-3-RSX,cell_1255,2
BPA-3-RSX,cell_1257,2
BPA-3-RSX,cell_1258,2
BPA-3-RSX,cell_1259,2
BPA-3-RSX,cell_1260,2
BPA-3-RSX,cell_1261,2
BPA-3-RSX,cell_1263,2
BPA-3-RSX,cell_1266,2
BPA-3-RSX,cell_127,2
BPA-3-RSX,cell_1270,2
BPA-3-RSX,cell_1272,2
BPA-3-RSX,cell_1273,2
BPA-3-RSX,cell_1274,2
BPA-3-RSX,cell_1276,2
BPA-3-RSX,cell_1277,2
BPA-3-RSX,cell_1278,2
BPA-3-RSX,cell_1279,2
BPA-3-RSX,cell_128,2
BPA-3-RSX,cell_1283,2
BPA-3-RSX,cell_1285,2
BPA-3-RSX,cell_1289,2
BPA-3-RSX,cell_129,2
BPA-3-RSX,cell_1290,2
BPA-3-RSX,cell_1292,2
BPA-3-RSX,cell_1295,2
BPA-3-RSX,cell_1299,2
BPA-3-RSX,cell_13,2
BPA-3-RSX,cell_1302,2
BPA-3-RSX,cell_1304,2
BPA-3-RSX,cell_1305,2
BPA-3-RSX,cell_1306,2
BPA-3-RSX,cell_1308,2
BPA-3-RSX,cell_1309,2
BPA-3-RSX,cell_1310,2
BPA-3-RSX,cell_1311,2
BPA-3-RSX,cell_1313,2
BPA-3-RSX,cell_1314,2
BPA-3-RSX,cell_1315,2
BPA-3-RSX,cell_1318,2
BPA-3-RSX,cell_132,2
BPA-3-RSX,cell_1320,2
BPA-3-RSX,cell_1325,2
BPA-3-RSX,cell_1326,2
BPA-3-RSX,cell_1328,2
BPA-3-RSX,cell_1329,2
BPA-3-RSX,cell_133,2
BPA-3-RSX,cell_1332,2
BPA-3-RSX,cell_1333,2
BPA-3-RSX,cell_1334,2
BPA-3-RSX,cell_1336,2
BPA-3-RSX,cell_1337,2
BPA-3-RSX,cell_1338,2
BPA-3-RSX,cell_1339,2
BPA-3-RSX,cell_1340,2
BPA-3-RSX,cell_1342,2
BPA-3-RSX,cell_1344,2
BPA-3-RSX,cell_1345,2
BPA-3-RSX,cell_1346,2
BPA-3-RSX,cell_1347,2
BPA-3-RSX,cell_1348,2
BPA-3-RSX,cell_1349,2
BPA-3-RSX,cell_135,2
BPA-3-RSX,cell_1350,2
BPA-3-RSX,cell_1352,2
BPA-3-RSX,cell_1354,2
BPA-3-RSX,cell_1356,2
BPA-3-RSX,cell_1357,2
BPA-3-RSX,cell_1358,2
BPA-3-RSX,cell_1359,2
BPA-3-RSX,cell_1360,2
BPA-3-RSX,cell_1361,2
BPA-3-RSX,cell_1362,2
BPA-3-RSX,cell_1364,2
BPA-3-RSX,cell_1365,2
BPA-3-RSX,cell_1366,2
BPA-3-RSX,cell_1367,2
BPA-3-RSX,cell_1368,2
BPA-3-RSX,cell_1370,2
BPA-3-RSX,cell_1371,2
BPA-3-RSX,cell_1372,2
BPA-3-RSX,cell_1373,2
BPA-3-RSX,cell_1375,2
BPA-3-RSX,cell_1376,2
BPA-3-RSX,cell_1377,2
BPA-3-RSX,cell_1379,2
BPA-3-RSX,cell_138,2
BPA-3-RSX,cell_1381,2
BPA-3-RSX,cell_1382,2
BPA-3-RSX,cell_1383,2
BPA-3-RSX,cell_1387,2
BPA-3-RSX,cell_1388,2
BPA-3-RSX,cell_139,2
BPA-3-RSX,cell_1391,2
BPA-3-RSX,cell_1392,2
BPA-3-RSX,cell_1393,2
BPA-3-RSX,cell_1395,2
BPA-3-RSX,cell_1396,2
BPA-3-RSX,cell_1398,2
BPA-3-RSX,cell_1399,2
BPA-3-RSX,cell_14,2
BPA-3-RSX,cell_140,2
BPA-3-RSX,cell_1401,2
BPA-3-RSX,cell_1402,2
BPA-3-RSX,cell_1403,2
BPA-3-RSX,cell_1405,2
BPA-3-RSX,cell_1409,2
BPA-3-RSX,cell_1413,2
BPA-3-RSX,cell_1414,2
BPA-3-RSX,cell_1415,2
BPA-3-RSX,cell_1416,2
BPA-3-RSX,cell_1419,2
BPA-3-RSX,cell_142,2
BPA-3-RSX,cell_1420,2
BPA-3-RSX,cell_1421,2
BPA-3-RSX,cell_1422,2
BPA-3-RSX,cell_1423,2
BPA-3-RSX,cell_1424,2
BPA-3-RSX,cell_1426,2
BPA-3-RSX,cell_1427,2
BPA-3-RSX,cell_1429,2
BPA-3-RSX,cell_143,2
BPA-3-RSX,cell_1430,2
BPA-3-RSX,cell_1432,2
BPA-3-RSX,cell_1433,2
BPA-3-RSX,cell_1436,2
BPA-3-RSX,cell_1437,2
BPA-3-RSX,cell_1439,2
BPA-3-RSX,cell_144,2
BPA-3-RSX,cell_1440,2
BPA-3-RSX,cell_1442,2
BPA-3-RSX,cell_1444,2
BPA-3-RSX,cell_1447,2
BPA-3-RSX,cell_1448,2
BPA-3-RSX,cell_145,2
BPA-3-RSX,cell_1452,2
BPA-3-RSX,cell_1453,2
BPA-3-RSX,cell_1455,2
BPA-3-RSX,cell_1457,2
BPA-3-RSX,cell_1459,2
BPA-3-RSX,cell_146,2
BPA-3-RSX,cell_1461,2
BPA-3-RSX,cell_1463,2
BPA-3-RSX,cell_1464,2
BPA-3-RSX,cell_1465,2
BPA-3-RSX,cell_1467,2
BPA-3-RSX,cell_1468,2
BPA-3-RSX,cell_1469,2
BPA-3-RSX,cell_1470,2
BPA-3-RSX,cell_1473,2
BPA-3-RSX,cell_1475,2
BPA-3-RSX,cell_1477,2
BPA-3-RSX,cell_1478,2
BPA-3-RSX,cell_1479,2
BPA-3-RSX,cell_148,2
BPA-3-RSX,cell_1480,2
BPA-3-RSX,cell_1481,2
BPA-3-RSX,cell_1483,2
BPA-3-RSX,cell_1484,2
BPA-3-RSX,cell_1485,2
BPA-3-RSX,cell_1486,2
BPA-3-RSX,cell_1487,2
BPA-3-RSX,cell_1488,2
BPA-3-RSX,cell_1489,2
BPA-3-RSX,cell_1491,2
BPA-3-RSX,cell_1492,2
BPA-3-RSX,cell_1496,2
BPA-3-RSX,cell_1497,2
BPA-3-RSX,cell_1499,2
BPA-3-RSX,cell_150,2
